,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
2488,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,FW,Huddersfield,eng Premier League,21,1996,2,48,24,1.4,0.5,1,45,0,1,3,0,0.00,1,3,-2,-3.75,-2.36,0.5,1.7,-1.2,-2.31,-1.43,Matches
2489,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,24,1994,30,2352,78,76.9,26.1,26,88,20,4,18,1,2.17,51,18,+33,+1.26,+1.14,48.3,26.8,+21.5,+0.82,+0.26,Matches
2490,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,fr Ligue 1,21,1997,13,442,34,12.9,4.9,4,77,1,9,15,6,1.46,6,2,+4,+0.81,+1.09,8.1,5.7,+2.5,+0.50,+0.72,Matches
2491,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,de Bundesliga,29,1988,20,1476,74,48.2,16.4,19,77,6,1,19,9,1.35,21,27,-6,-0.37,-1.22,21.3,28.8,-7.5,-0.46,-0.64,Matches
2492,Samuel Şahin-Radlinger\Samuel-Sahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1,90,90,2.9,1.0,1,90,1,0,,16,0.00,1,2,-1,-1.00,+0.18,1.0,2.0,-1.1,-1.06,-0.11,Matches
2493,Wesley Saïd\Wesley-Said,fr FRA,FWMF,Dijon,fr Ligue 1,23,1995,34,2253,66,65.9,25.0,25,82,9,9,23,3,0.85,18,44,-26,-1.04,-0.81,22.8,40.7,-17.9,-0.71,-0.45,Matches
2494,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Nice,fr Ligue 1,21,1997,34,2900,85,84.8,32.2,34,85,21,0,,0,1.47,28,29,-1,-0.03,+0.66,39.8,39.6,+0.2,+0.01,+0.88,Matches
2495,Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,FW,Nîmes,fr Ligue 1,19,1998,1,1,1,0.0,0.0,0,,0,1,0,0,3.00,0,0,0,0.00,+0.03,0.0,0.0,0.0,0.00,+0.21,Matches
2496,Romain Saïss\Romain-Saiss,ma MAR,MFDF,Wolves,eng Premier League,28,1990,19,1149,60,33.6,12.8,12,87,10,7,16,15,1.63,18,17,+1,+0.08,+0.08,15.1,12.9,+2.3,+0.18,-0.18,Matches
2497,Samuel Sáiz\Samuel-Saiz,es ESP,FWMF,Getafe,es La Liga,27,1991,10,305,31,8.9,3.4,2,81,0,8,18,7,1.20,6,4,+2,+0.59,+0.27,4.4,4.8,-0.4,-0.12,-0.25,Matches
2498,Bukayo Saka\Bukayo-Saka,eng ENG,FW,Arsenal,eng Premier League,16,2001,1,8,8,0.2,0.1,0,,0,1,7,2,3.00,0,0,0,0.00,-0.58,0.1,0.0,+0.1,+0.86,+0.80,Matches
2499,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,27,2374,88,69.4,26.4,26,90,26,1,33,2,1.93,46,32,+14,+0.53,+1.05,39.8,29.5,+10.3,+0.39,+0.70,Matches
2500,Diafra Sakho\Diafra-Sakho,sn SEN,FW,Rennes,fr Ligue 1,28,1989,2,144,72,4.2,1.6,2,72,0,0,,1,1.50,2,2,0,0.00,-0.08,0.9,1.6,-0.8,-0.47,-0.58,Matches
2501,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,27,2416,89,70.6,26.8,27,89,26,0,,0,1.11,29,35,-6,-0.22,-0.58,33.4,32.7,+0.8,+0.03,-0.05,Matches
2502,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,eng Premier League,30,1988,4,29,7,0.8,0.3,0,,0,4,6,3,2.25,0,2,-2,-6.21,-6.21,0.2,1.1,-0.9,-2.82,-2.88,Matches
2503,Emiliano Sala\Emiliano-Sala,ar ARG,FW,Nantes,fr Ligue 1,27,1990,19,1369,72,40.0,15.2,16,82,6,3,17,0,1.16,24,22,+2,+0.13,+0.22,18.2,19.0,-0.8,-0.05,-0.09,Matches
2504,Jacopo Sala\Jacopo-Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,21,1518,72,44.4,16.9,16,87,13,5,24,14,1.38,26,23,+3,+0.18,-0.11,22.9,20.9,+2.0,+0.12,+0.35,Matches
2505,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,26,1992,38,3250,86,95.0,36.1,37,87,24,1,25,0,2.55,82,20,+62,+1.72,-0.93,69.7,28.2,+41.5,+1.15,+0.05,Matches
2506,Bartosz Salamon\Bartosz-Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,20,1725,86,50.4,19.2,19,90,19,1,14,11,0.75,16,32,-16,-0.83,+0.44,18.2,30.1,-11.9,-0.62,+0.10,Matches
2507,Carlos Salcedo\Carlos-Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,6,460,77,15.0,5.1,6,77,5,0,,1,1.17,6,7,-1,-0.20,-0.65,8.0,6.9,+1.1,+0.21,+0.08,Matches
2508,Eddy Salcedo\Eddy-Salcedo,it ITA,FW,Inter,it Serie A,16,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2509,William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,16,1277,80,37.3,14.2,13,89,11,3,40,14,2.00,28,11,+17,+1.20,+1.16,20.8,19.2,+1.6,+0.11,-0.04,Matches
2510,Yannis Salibur\Yannis-Salibur,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,27,1991,21,885,42,25.9,9.8,9,75,1,12,18,5,1.67,18,15,+3,+0.31,-0.23,16.5,17.1,-0.5,-0.06,-0.26,Matches
2511,Yannis Salibur\Yannis-Salibur,fr FRA,FW,Guingamp,fr Ligue 1,27,1991,1,16,16,0.5,0.2,0,,0,1,15,1,0.00,0,2,-2,-11.25,-10.25,0.0,0.7,-0.7,-3.66,-3.40,Matches
2512,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Valladolid,es La Liga,19,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
2513,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,21,1997,10,527,53,17.2,5.9,5,77,3,5,29,1,1.50,7,8,-1,-0.17,+0.33,7.2,8.6,-1.3,-0.23,+0.20,Matches
2514,Edgar Salli\Edgar-Salli,cm CMR,MFFW,Nürnberg,de Bundesliga,25,1992,3,116,39,3.8,1.3,1,68,0,2,24,2,0.00,0,2,-2,-1.55,-0.33,0.6,2.3,-1.6,-1.28,-0.64,Matches
2515,Brice Samba\Brice-Samba,cg CGO,GK,Caen,fr Ligue 1,24,1994,38,3420,90,100.0,38.0,38,90,38,0,,0,0.87,29,54,-25,-0.66,,31.1,57.5,-26.4,-0.69,,Matches
2516,Junior Sambia\Junior-Sambia,fr FRA,MFFW,Montpellier,fr Ligue 1,21,1996,30,926,31,27.1,10.3,7,81,2,23,16,5,1.60,12,10,+2,+0.19,-0.13,12.8,13.2,-0.4,-0.04,-0.12,Matches
2517,Paolo Sammarco\Paolo-Sammarco,it ITA,MF,Frosinone,it Serie A,35,1983,8,553,69,16.2,6.1,6,80,4,2,38,14,1.00,5,9,-4,-0.65,+0.48,7.6,8.7,-1.1,-0.19,+0.58,Matches
2518,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,32,1986,14,538,38,15.7,6.0,6,71,0,8,14,7,1.21,6,4,+2,+0.33,+1.30,8.0,8.3,-0.4,-0.06,+0.59,Matches
2519,Mikel San José\Mikel-San-Jose,es ESP,MF,Athletic Club,es La Liga,29,1989,33,1733,53,50.7,19.3,16,88,15,17,19,2,1.30,15,23,-8,-0.42,-0.63,17.9,22.4,-4.5,-0.23,-0.28,Matches
2520,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,22,1996,15,811,54,23.7,9.0,8,84,4,7,20,4,1.33,14,13,+1,+0.11,+0.42,12.0,11.7,+0.3,+0.03,-0.02,Matches
2521,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Genoa,it Serie A,22,1996,15,766,51,22.4,8.5,9,75,4,6,15,2,1.07,9,6,+3,+0.35,+1.06,10.9,7.0,+3.9,+0.46,+0.94,Matches
2522,Renato Sanches\Renato-Sanches,pt POR,MF,Bayern Munich,de Bundesliga,20,1997,17,577,34,18.9,6.4,4,84,2,13,19,13,1.94,16,9,+7,+1.09,-0.68,16.8,6.3,+10.5,+1.64,+0.02,Matches
2523,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,eng Premier League,29,1988,20,880,44,25.7,9.8,9,70,1,11,23,3,1.85,19,10,+9,+0.92,+0.85,16.9,13.7,+3.2,+0.33,+0.03,Matches
2524,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,eng Premier League,32,1986,7,245,35,7.2,2.7,2,93,2,5,12,0,1.43,1,4,-3,-1.10,-1.10,3.2,4.0,-0.8,-0.28,+0.04,Matches
2525,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,22,1996,23,1942,84,56.8,21.6,22,88,20,1,11,7,1.74,32,22,+10,+0.46,-0.63,28.7,23.1,+5.7,+0.26,-0.01,Matches
2526,Javi Sánchez\Javi-Sanchez,es ESP,DF,Real Madrid,es La Liga,21,1997,1,46,46,1.3,0.5,0,,0,1,45,5,3.00,3,2,+1,+1.96,+1.53,1.2,0.7,+0.5,+0.89,+0.48,Matches
2527,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,es La Liga,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2528,Víctor Sánchez\Victor-Sanchez,es ESP,MF,Espanyol,es La Liga,30,1987,24,1265,53,37.0,14.1,13,83,9,11,16,10,1.67,18,22,-4,-0.28,-0.37,15.7,18.3,-2.7,-0.19,-0.22,Matches
2529,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,18,2000,34,2461,72,80.4,27.3,26,88,17,8,23,0,2.24,68,36,+32,+1.17,+0.42,49.6,31.6,+18.1,+0.66,+0.56,Matches
2530,Max Sanders\Max-Sanders,eng ENG,MF,Brighton,eng Premier League,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2531,Philippe Sandler\Philippe-Sandler,nl NED,DF,Manchester City,eng Premier League,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2532,Sandro\Sandro,br BRA,MF,Udinese,it Serie A,29,1989,12,594,50,17.4,6.6,7,65,2,5,27,0,1.42,11,10,+1,+0.15,+0.63,6.5,9.3,-2.8,-0.42,0.00,Matches
2533,Sandro\Sandro,br BRA,MF,Genoa,it Serie A,29,1989,13,711,55,20.8,7.9,9,73,2,4,14,1,0.85,11,18,-7,-0.89,-0.52,10.4,13.7,-3.3,-0.41,-0.17,Matches
2534,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,27,1991,31,2387,77,69.8,26.5,28,84,21,3,10,2,2.55,50,19,+31,+1.17,+0.38,45.0,26.4,+18.6,+0.70,+0.40,Matches
2535,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,eng Premier League,22,1996,31,1867,60,54.6,20.7,21,79,11,10,20,6,2.48,54,14,+40,+1.93,+0.07,45.4,14.9,+30.6,+1.47,-0.03,Matches
2536,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,30,2614,87,85.4,29.0,29,90,29,1,3,0,1.00,33,49,-16,-0.55,-0.15,37.8,42.3,-4.4,-0.15,+0.30,Matches
2537,Luca Sangalli\Luca-Sangalli,es ESP,MFFW,Real Sociedad,es La Liga,23,1995,18,999,56,29.2,11.1,12,73,3,6,20,10,1.22,15,17,-2,-0.18,-0.22,13.0,13.8,-0.7,-0.07,-0.19,Matches
2538,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,fr Ligue 1,20,1997,28,2467,88,72.1,27.4,27,90,27,1,36,0,1.04,27,41,-14,-0.51,+0.24,32.3,43.6,-11.2,-0.41,-0.11,Matches
2539,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Bordeaux,fr Ligue 1,28,1989,22,1476,67,43.2,16.4,17,80,8,5,23,2,1.18,19,21,-2,-0.12,+0.16,17.0,24.2,-7.2,-0.44,-0.18,Matches
2540,Baissama Sankoh\Baissama-Sankoh,gn GUI,MFFW,Caen,fr Ligue 1,26,1992,15,651,43,19.0,7.2,6,78,2,9,21,12,1.53,6,8,-2,-0.28,+0.47,8.3,11.6,-3.3,-0.46,+0.29,Matches
2541,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,25,1993,21,1243,59,36.3,13.8,13,78,6,8,29,6,1.05,11,16,-5,-0.36,+0.34,18.3,20.4,-2.1,-0.15,+0.36,Matches
2542,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,23,1994,33,2403,73,70.3,26.7,27,84,17,6,24,2,1.73,49,34,+15,+0.56,+1.18,35.6,29.0,+6.5,+0.24,+0.23,Matches
2543,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Villarreal,es La Liga,26,1991,3,37,12,1.1,0.4,0,,0,3,11,5,0.67,2,0,+2,+4.86,+5.00,0.3,0.6,-0.4,-0.86,-0.80,Matches
2544,Nicola Sansone\Nicola-Sansone,it ITA,FW,Bologna,it Serie A,26,1991,15,1139,76,33.3,12.7,13,85,8,2,15,0,1.40,20,16,+4,+0.32,+0.79,20.2,10.5,+9.6,+0.76,+1.11,Matches
2545,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,23,1995,38,3245,85,94.9,36.1,37,87,33,1,17,0,1.21,38,48,-10,-0.28,-2.85,43.5,44.5,-1.1,-0.03,-0.99,Matches
2546,Roberto Santamaría\Roberto-Santamaria,es ESP,GK,Huesca,es La Liga,33,1985,20,1800,90,52.6,20.0,20,90,20,0,,10,1.10,26,30,-4,-0.20,+0.80,23.3,31.3,-8.0,-0.40,-0.23,Matches
2547,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,27,1991,32,2065,65,60.4,22.9,23,83,16,9,16,3,1.00,24,33,-9,-0.39,-0.46,26.4,32.1,-5.7,-0.25,-0.68,Matches
2548,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,27,1991,17,1009,59,29.5,11.2,11,86,9,6,10,13,1.65,19,17,+2,+0.18,-0.42,14.7,18.7,-4.0,-0.36,-0.87,Matches
2549,Michael Santos\Michael-Santos,uy URU,FWMF,Leganés,es La Liga,25,1993,16,557,35,16.3,6.2,5,71,0,11,18,8,1.13,7,8,-1,-0.16,0.00,8.2,7.6,+0.6,+0.09,+0.19,Matches
2550,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,23,1994,21,1797,86,52.5,20.0,21,86,18,0,,2,1.24,23,29,-6,-0.30,+0.14,20.7,28.5,-7.8,-0.39,+0.07,Matches
2551,Antonio Santurro\Antonio-Santurro,it ITA,GK,Bologna,it Serie A,26,1992,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches
2552,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Sampdoria,it Serie A,26,1991,22,905,41,26.5,10.1,11,59,1,11,23,9,1.27,17,14,+3,+0.30,+0.08,13.3,13.9,-0.6,-0.06,+0.02,Matches
2553,Pablo Sarabia\Pablo-Sarabia,es ESP,MFFW,Sevilla,es La Liga,26,1992,33,2724,83,79.6,30.3,30,87,23,3,34,0,1.58,55,36,+19,+0.63,+1.14,54.1,33.3,+20.8,+0.69,+0.87,Matches
2554,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,9,653,73,21.3,7.3,7,90,6,2,13,16,1.22,12,11,+1,+0.14,-1.10,14.1,8.8,+5.3,+0.73,-0.05,Matches
2555,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,18,2000,10,212,21,6.9,2.4,1,68,0,9,16,8,1.60,6,3,+3,+1.27,+1.08,4.3,2.7,+1.7,+0.71,+0.89,Matches
2556,Gianluca Saro\Gianluca-Saro,it ITA,GK,Empoli,it Serie A,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2557,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,26,1992,29,2242,77,65.6,24.9,25,85,20,4,29,4,1.62,35,36,-1,-0.04,-0.73,34.1,31.2,+3.0,+0.12,-0.17,Matches
2558,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,20,1998,35,2788,80,81.5,31.0,32,84,22,3,36,0,1.46,48,39,+9,+0.29,+1.14,43.9,40.1,+3.8,+0.12,+0.20,Matches
2559,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,35,2994,86,87.5,33.3,34,88,32,1,1,2,1.51,27,29,-2,-0.06,+0.57,37.8,44.7,-6.9,-0.21,-0.65,Matches
2560,Lluís Sastre\Lluis-Sastre,es ESP,MF,Huesca,es La Liga,32,1986,4,120,30,3.5,1.3,1,93,1,3,9,10,1.00,0,3,-3,-2.25,-1.73,0.9,1.6,-0.6,-0.48,-0.20,Matches
2561,Giacomo Satalino\Giacomo-Satalino,it ITA,GK,Sassuolo,it Serie A,19,1999,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
2562,Marco Sau\Marco-Sau,it ITA,MFFW,Sampdoria,it Serie A,30,1987,5,55,11,1.6,0.6,0,,0,5,10,11,0.80,1,2,-1,-1.64,-1.90,1.6,1.1,+0.5,+0.88,+0.97,Matches
2563,Marco Sau\Marco-Sau,it ITA,FW,Cagliari,it Serie A,30,1987,14,558,40,16.3,6.2,5,75,1,9,20,5,0.86,6,8,-2,-0.32,+0.18,6.6,8.6,-2.0,-0.32,+0.23,Matches
2564,Téji Savanier\Teji-Savanier,fr FRA,MF,Nîmes,fr Ligue 1,26,1991,32,2864,90,83.7,31.8,32,90,30,0,,0,1.50,51,47,+4,+0.13,+0.94,40.5,44.6,-4.0,-0.13,+0.49,Matches
2565,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,27,1991,18,1398,78,40.9,15.5,17,81,14,1,15,4,2.11,22,12,+10,+0.64,-0.07,18.4,14.4,+4.0,+0.26,+0.12,Matches
2566,Gianluca Scamacca\Gianluca-Scamacca,it ITA,FW,Sassuolo,it Serie A,19,1999,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
2567,András Schäfer\Andras-Schafer,hu HUN,MF,Genoa,it Serie A,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
2568,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,24,1999,83,58.5,22.2,22,87,17,2,45,7,1.71,30,23,+7,+0.32,+1.14,26.2,28.2,-2.0,-0.09,+0.65,Matches
2569,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DFMF,Chievo,it Serie A,29,1989,4,143,36,4.2,1.6,2,54,1,2,18,1,0.25,0,1,-1,-0.63,+0.72,1.5,1.5,0.0,-0.03,+0.62,Matches
2570,Nicolás Schiappacasse\Nicolas-Schiappacasse,uy URU,FW,Parma,it Serie A,19,1999,3,81,27,2.4,0.9,1,53,0,2,14,7,0.00,1,5,-4,-4.44,-4.01,1.1,3.0,-2.0,-2.19,-1.52,Matches
2571,Pasquale Schiattarella\Pasquale-Schiattarella,it ITA,MF,SPAL,it Serie A,31,1987,28,1841,66,53.8,20.5,20,82,11,8,25,6,1.18,17,33,-16,-0.78,-1.01,21.2,25.3,-4.1,-0.20,-0.04,Matches
2572,Patrik Schick\Patrik-Schick,cz CZE,FW,Roma,it Serie A,22,1996,24,1314,55,38.4,14.6,15,78,6,9,16,11,1.75,29,16,+13,+0.89,+0.68,24.1,19.7,+4.4,+0.30,+0.07,Matches
2573,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,de Bundesliga,29,1989,9,258,29,8.4,2.9,3,64,0,6,11,1,0.89,2,7,-5,-1.74,-1.26,3.0,6.5,-3.5,-1.22,-0.88,Matches
2574,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,37,3260,88,95.3,36.2,37,88,35,0,,0,0.43,19,71,-52,-1.44,-0.31,27.3,60.9,-33.6,-0.93,-0.42,Matches
2575,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,9,773,86,25.3,8.6,8,90,8,1,52,4,0.44,6,21,-15,-1.75,-1.75,8.0,14.6,-6.7,-0.78,-0.52,Matches
2576,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,4,226,57,7.4,2.5,2,91,2,2,23,2,1.00,3,5,-2,-0.80,-0.38,2.6,4.2,-1.6,-0.64,-0.27,Matches
2577,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,25,1992,30,1670,56,48.8,18.6,18,83,11,12,15,4,1.10,23,26,-3,-0.16,-0.21,23.6,27.2,-3.6,-0.19,-0.46,Matches
2578,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38,3420,90,100.0,38.0,38,90,38,0,,0,1.37,51,48,+3,+0.08,,49.4,42.6,+6.8,+0.18,,Matches
2579,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,30,1988,9,566,63,18.5,6.3,6,90,5,3,9,11,2.30,20,9,+11,+1.75,+0.81,7.2,7.2,0.0,0.00,-0.67,Matches
2580,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Augsburg,de Bundesliga,28,1990,28,2520,90,82.4,28.0,28,90,28,0,,5,1.11,45,58,-13,-0.46,+0.70,34.7,48.8,-14.1,-0.50,-0.48,Matches
2581,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,eng Premier League,28,1989,14,834,60,24.4,9.3,10,78,7,4,15,5,1.86,16,9,+7,+0.76,+0.72,11.1,7.4,+3.7,+0.40,+0.48,Matches
2582,Ryan Schofield\Ryan-Schofield,eng ENG,GK,Huddersfield,eng Premier League,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2583,Alessandro Schöpf\Alessandro-Schopf,at AUT,MFDF,Schalke 04,de Bundesliga,24,1994,15,1004,67,32.8,11.2,11,80,8,4,31,3,1.20,15,16,-1,-0.09,+0.65,17.7,15.5,+2.2,+0.19,+0.58,Matches
2584,Sam Schreck\Sam-Schreck,de GER,MF,Leverkusen,de Bundesliga,19,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
2585,Nico Schulz\Nico-Schulz,de GER,DFMF,Hoffenheim,de Bundesliga,25,1993,30,2537,85,82.9,28.2,29,87,23,1,20,1,1.40,53,48,+5,+0.18,-2.06,58.2,44.4,+13.7,+0.49,-0.81,Matches
2586,André Schürrle\Andre-Schurrle,de GER,FWMF,Fulham,eng Premier League,27,1990,24,1641,68,48.0,18.2,21,77,7,3,10,4,0.54,16,43,-27,-1.48,-0.47,16.8,30.9,-14.0,-0.77,-0.19,Matches
2587,Pirmin Schwegler\Pirmin-Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,27,2075,77,67.8,23.1,25,81,14,2,30,1,0.52,19,45,-26,-1.13,+0.15,20.6,43.1,-22.5,-0.97,-0.07,Matches
2588,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33,2970,90,97.1,33.0,33,90,33,0,,1,1.00,41,60,-19,-0.58,-4.58,41.0,54.6,-13.6,-0.41,-0.69,Matches
2589,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,22,1459,66,42.7,16.2,17,81,4,5,16,3,1.18,20,27,-7,-0.43,+0.16,16.9,26.3,-9.4,-0.58,+0.22,Matches
2590,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9,810,90,23.7,9.0,9,90,9,0,,10,0.89,8,13,-5,-0.56,-0.25,9.1,12.0,-2.9,-0.32,+0.14,Matches
2591,Andrea Seculin\Andrea-Seculin,it ITA,GK,Chievo,it Serie A,28,1990,2,91,46,2.7,1.0,1,91,1,1,0,12,0.00,1,7,-6,-5.93,-4.74,1.2,3.5,-2.3,-2.27,-1.69,Matches
2592,Stanley Segarel\Stanley-Segarel,fr FRA,FWMF,Amiens,fr Ligue 1,24,1994,3,15,5,0.4,0.2,0,,0,3,4,1,0.33,0,1,-1,-6.00,-5.47,0.0,0.8,-0.8,-4.60,-4.30,Matches
2593,Davie Selke\Davie-Selke,de GER,FWMF,Hertha BSC,de Bundesliga,23,1995,30,1739,58,56.8,19.3,16,87,11,14,25,1,1.23,27,33,-6,-0.31,-0.17,26.9,35.8,-9.0,-0.46,-0.29,Matches
2594,Ole Selnæs\Ole-Selnaes,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,20,1669,83,48.8,18.5,19,86,13,1,26,0,1.75,28,22,+6,+0.32,-0.29,26.4,25.0,+1.4,+0.08,-0.12,Matches
2595,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37,3330,90,97.4,37.0,37,90,37,0,,1,1.24,57,48,+9,+0.24,-0.76,41.4,48.1,-6.7,-0.18,+0.38,Matches
2596,Ken Sema\Ken-Sema,se SWE,FWMF,Watford,eng Premier League,24,1993,17,754,44,22.0,8.4,9,69,1,8,17,14,1.88,12,9,+3,+0.36,+0.70,10.0,9.8,+0.2,+0.03,+0.25,Matches
2597,Alfa Semedo\Alfa-Semedo,gw GNB,MF,Espanyol,es La Liga,20,1997,3,45,15,1.3,0.5,0,,0,3,14,1,0.67,0,1,-1,-2.00,-1.97,0.3,0.7,-0.4,-0.71,-0.67,Matches
2598,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,26,1600,62,46.8,17.8,20,76,13,6,12,11,2.46,38,17,+21,+1.18,-0.45,30.1,16.9,+13.2,+0.74,-0.23,Matches
2599,Rúben Semedo\Ruben-Semedo,pt POR,DF,Huesca,es La Liga,24,1994,11,850,77,24.9,9.4,9,90,9,2,19,3,0.45,4,16,-12,-1.27,-0.92,9.3,12.6,-3.3,-0.35,-0.08,Matches
2600,Francesco Semeraro\Francesco-Semeraro,it ITA,DF,Roma,it Serie A,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2601,Adrian Šemper\Adrian-Semper,hr CRO,GK,Chievo,it Serie A,20,1998,6,540,90,15.8,6.0,6,90,6,0,,31,1.00,3,8,-5,-0.83,+0.57,2.8,7.1,-4.2,-0.71,-0.11,Matches
2602,Stefano Sensi\Stefano-Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,28,1972,70,57.7,21.9,23,81,11,5,23,7,1.04,29,40,-11,-0.50,-0.75,26.1,33.0,-6.9,-0.31,-0.06,Matches
2603,Jaime Seoane\Jaime-Seoane,es ESP,MF,Real Madrid,es La Liga,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2604,Cheon Seonghoon\Cheon-Seonghoon,kr KOR,FW,Augsburg,de Bundesliga,17,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2605,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,3330,90,97.4,37.0,37,90,37,0,,1,1.11,40,59,-19,-0.51,+0.49,37.4,63.2,-25.9,-0.70,+0.21,Matches
