Player,Nation,Pos,Squad,Comp,Born,matches_played,minutes_played,minutes_per_match_played,minutes_played_percent,90s_played,starts,minutes_per_starts,completed_matches,sub_played,minutes_per_sub,unused_sub,points_per_match,team_goals_scored_while_playing,team_goals_against_while_playing,plus_minus_goals_while_playing,plus_minus_goals_while_playing_per_90,net_goals_playing_per_90,season,expected_team_goals_while_playing,expected_team_goals_against_while_playing,xg_difference_while_playing,xg_difference_while_playing_per_90,net_xg_difference
Martin Hansen,dk DEN,GK,Ingolstadt 04,de Bundesliga,1990.0,23,2037.0,89.0,66.6,22.6,23,,22.0,0,,9,1.26,28.0,34.0,-6.0,-0.27,1.05,2017,,,,,
Joe Hart,eng ENG,GK,Manchester City,eng Premier League,1987.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Joe Hart,eng ENG,GK,Torino,it Serie A,1987.0,36,3240.0,90.0,94.7,36.0,36,,36.0,0,,0,1.39,64.0,62.0,2.0,0.06,-1.44,2017,,,,,
Mouez Hassen,tn TUN,GK,Southampton,eng Premier League,1995.0,0,,,,,0,,0.0,0,,13,,,,,,,2017,,,,,
Mouez Hassen,tn TUN,GK,Nice,fr Ligue 1,1995.0,0,,,,,0,,0.0,0,,10,,,,,,,2017,,,,,
Jakob Haugaard,dk DEN,GK,Stoke City,eng Premier League,1992.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Tom Heaton,eng ENG,GK,Burnley,eng Premier League,1986.0,35,3150.0,90.0,92.1,35.0,35,,35.0,0,,0,1.14,36.0,48.0,-12.0,-0.34,0.99,2017,,,,,
Wayne Hennessey,wal WAL,GK,Crystal Palace,eng Premier League,1987.0,29,2610.0,90.0,76.3,29.0,29,,29.0,0,,8,1.03,34.0,46.0,-12.0,-0.41,-0.3,2017,,,,,
Manu Herrera,es ESP,GK,Betis,es La Liga,1981.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,1988.0,0,,,,,0,,0.0,0,,7,,,,,,,2017,,,,,
Iago Herrerín,es ESP,GK,Leganés,es La Liga,1988.0,21,1827.0,87.0,53.4,20.3,21,,20.0,0,,1,0.9,23.0,25.0,-2.0,-0.1,0.86,2017,,,,,
Daniel Heuer Fernandes,pt POR,GK,Darmstadt 98,de Bundesliga,1992.0,7,576.0,82.0,18.8,6.4,6,,6.0,1,,25,0.71,5.0,13.0,-8.0,-1.25,-0.27,2017,,,,,
Mateusz Hewelt,pl POL,GK,Everton,eng Premier League,1996.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Ben Hinchliffe,eng ENG,GK,Hull City,eng Premier League,1988.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Andreas Hirzel,ch SUI,GK,Hamburger SV,de Bundesliga,1993.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Marwin Hitz,ch SUI,GK,Augsburg,de Bundesliga,1987.0,32,2880.0,90.0,94.1,32.0,32,,32.0,0,,0,1.13,34.0,50.0,-16.0,-0.5,-0.5,2017,,,,,
Timo Horn,de GER,GK,Köln,de Bundesliga,1993.0,20,1800.0,90.0,58.8,20.0,20,,20.0,0,,0,1.65,36.0,24.0,12.0,0.6,0.81,2017,,,,,
Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,de Bundesliga,1989.0,33,2883.0,87.0,94.2,32.0,33,,32.0,0,,0,1.18,35.0,40.0,-5.0,-0.16,0.86,2017,,,,,
Jannik Huth,de GER,GK,Mainz 05,de Bundesliga,1994.0,7,630.0,90.0,20.6,7.0,7,,7.0,0,,25,1.14,8.0,9.0,-1.0,-0.14,0.23,2017,,,,,
Gergely Hutvágner,hu HUN,GK,Sampdoria,it Serie A,2000.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Salvador Ichazo,uy URU,GK,Torino,it Serie A,1992.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Gorka Iraizoz,es ESP,GK,Athletic Club,es La Liga,1981.0,16,1405.0,88.0,41.1,15.6,15,,15.0,1,,18,1.12,18.0,24.0,-6.0,-0.38,-1.1,2017,,,,,
Eldin Jakupović,ch SUI,GK,Hull City,eng Premier League,1984.0,22,1980.0,90.0,57.9,22.0,22,,22.0,0,,16,1.27,25.0,36.0,-11.0,-0.5,1.5,2017,,,,,
Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,1984.0,34,3060.0,90.0,100.0,34.0,34,,34.0,0,,0,1.44,43.0,47.0,-4.0,-0.12,,2017,,,,,
Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,1990.0,37,3280.0,89.0,95.9,36.4,37,,36.0,0,,0,1.27,44.0,51.0,-7.0,-0.19,-0.19,2017,,,,,
Geoffrey Jourdren,fr FRA,GK,Montpellier,fr Ligue 1,1986.0,13,1170.0,90.0,34.2,13.0,13,,13.0,0,,13,1.0,17.0,28.0,-11.0,-0.85,-0.57,2017,,,,,
Carlos Kameni,cm CMR,GK,Málaga,es La Liga,1984.0,35,3150.0,90.0,92.1,35.0,35,,35.0,0,,3,1.26,45.0,48.0,-3.0,-0.09,0.91,2017,,,,,
Loris Karius,de GER,GK,Liverpool,eng Premier League,1993.0,10,900.0,90.0,26.3,10.0,10,,10.0,0,,25,2.1,26.0,12.0,14.0,1.4,0.61,2017,,,,,
Orestis Karnezis,gr GRE,GK,Udinese,it Serie A,1985.0,33,2958.0,90.0,86.5,32.9,33,,32.0,0,,3,1.21,38.0,45.0,-7.0,-0.21,0.18,2017,,,,,
Eiji Kawashima,jp JPN,GK,Metz,fr Ligue 1,1983.0,5,450.0,90.0,13.2,5.0,5,,5.0,0,,12,1.4,7.0,6.0,1.0,0.2,1.23,2017,,,,,
Thomas Kessler,de GER,GK,Köln,de Bundesliga,1986.0,13,1170.0,90.0,38.2,13.0,13,,13.0,0,,12,1.15,15.0,18.0,-3.0,-0.23,-0.8,2017,,,,,
Patric Klandt,de GER,GK,Freiburg,de Bundesliga,1983.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,1997.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Dimitrios Konstantopoulos,gr GRE,GK,Middlesbrough,eng Premier League,1978.0,0,,,,,0,,0.0,0,,12,,,,,,,2017,,,,,
Nils-Jonathan Körber,de GER,GK,Hertha BSC,de Bundesliga,1996.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,1988.0,0,,,,,0,,0.0,0,,32,,,,,,,2017,,,,,
Titas Krapikas,lt LTU,GK,Sampdoria,it Serie A,1999.0,0,,,,,0,,0.0,0,,23,,,,,,,2017,,,,,
Dušan Kuciak,sk SVK,GK,Hull City,eng Premier League,1985.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,1999.0,36,3240.0,90.0,94.7,36.0,36,,36.0,0,,0,1.17,37.0,41.0,-4.0,-0.11,-0.11,2017,,,,,
Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,1989.0,21,1883.0,90.0,55.1,20.9,20,,20.0,1,,17,0.9,23.0,37.0,-14.0,-0.67,0.03,2017,,,,,
Anthony Lamonge,fr FRA,GK,Lorient,fr Ligue 1,1996.0,0,,,,,0,,0.0,0,,8,,,,,,,2017,,,,,
Jean-Louis Leca,fr FRA,GK,Bastia,fr Ligue 1,1985.0,34,3017.0,89.0,88.2,33.5,34,,33.0,0,,0,0.97,27.0,43.0,-16.0,-0.48,1.53,2017,,,,,
Benjamin Lecomte,fr FRA,GK,Lorient,fr Ligue 1,1991.0,31,2790.0,90.0,81.6,31.0,31,,31.0,0,,0,0.9,33.0,52.0,-19.0,-0.61,0.39,2017,,,,,
Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,1992.0,34,3060.0,90.0,100.0,34.0,34,,34.0,0,,0,1.21,53.0,55.0,-2.0,-0.06,,2017,,,,,
Benjamin Leroy,fr FRA,GK,Dijon,fr Ligue 1,1989.0,1,90.0,90.0,2.6,1.0,1,,1.0,0,,37,1.0,0.0,0.0,0.0,0.0,0.32,2017,,,,,
Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,1990.0,6,540.0,90.0,15.8,6.0,6,,6.0,0,,1,0.67,6.0,9.0,-3.0,-0.5,-0.31,2017,,,,,
Harry Lewis,eng ENG,GK,Southampton,eng Premier League,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Luca Lezzerini,it ITA,GK,Fiorentina,it Serie A,1995.0,1,51.0,51.0,1.5,0.6,0,,0.0,1,,18,3.0,0.0,0.0,0.0,0.0,-0.16,2017,,,,,
Jonathan Ligali,fr FRA,GK,Montpellier,fr Ligue 1,1991.0,0,,,,,0,,0.0,0,,11,,,,,,,2017,,,,,
Heinz Lindner,at AUT,GK,Eint Frankfurt,de Bundesliga,1990.0,2,175.0,88.0,5.7,1.9,1,,1.0,1,,31,1.5,1.0,2.0,-1.0,-0.51,-0.33,2017,,,,,
Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,1991.0,13,1170.0,90.0,34.2,13.0,13,,13.0,0,,25,1.0,19.0,27.0,-8.0,-0.62,-0.1,2017,,,,,
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,1986.0,34,3004.0,88.0,87.8,33.4,34,,33.0,0,,0,2.29,80.0,24.0,56.0,1.68,0.81,2017,,,,,
Bogdan Lobonț,ro ROU,GK,Roma,it Serie A,1978.0,0,,,,,0,,0.0,0,,29,,,,,,,2017,,,,,
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,1990.0,37,3330.0,90.0,97.4,37.0,37,,37.0,0,,0,1.73,73.0,46.0,27.0,0.73,-1.27,2017,,,,,
Diego López,es ESP,GK,Milan,it Serie A,1981.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Diego López,es ESP,GK,Espanyol,es La Liga,1981.0,35,3110.0,89.0,90.9,34.6,35,,34.0,0,,0,1.54,41.0,38.0,3.0,0.09,1.25,2017,,,,,
Pau López,es ESP,GK,Tottenham,eng Premier League,1994.0,0,,,,,0,,0.0,0,,5,,,,,,,2017,,,,,
Pau López,es ESP,GK,Espanyol,es La Liga,1994.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Leonardo Loria,it ITA,GK,Juventus,it Serie A,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Jonas Lössl,dk DEN,GK,Mainz 05,de Bundesliga,1989.0,27,2430.0,90.0,79.4,27.0,27,,27.0,0,,6,1.07,36.0,46.0,-10.0,-0.37,-0.23,2017,,,,,
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,1987.0,2,180.0,90.0,5.9,2.0,2,,2.0,0,,30,1.0,1.0,1.0,0.0,0.0,0.5,2017,,,,,
Germán Lux,ar ARG,GK,La Coruña,es La Liga,1982.0,25,2205.0,88.0,64.5,24.5,25,,24.0,0,,12,0.88,19.0,38.0,-19.0,-0.78,-0.85,2017,,,,,
Raïs M'Bolhi,dz ALG,GK,Rennes,fr Ligue 1,1986.0,0,,,,,0,,0.0,0,,12,,,,,,,2017,,,,,
Matt Macey,eng ENG,GK,Arsenal,eng Premier League,1994.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,1995.0,7,566.0,81.0,16.5,6.3,6,,6.0,1,,31,1.29,9.0,7.0,2.0,0.32,0.6,2017,,,,,
Anthony Maisonnial,fr FRA,GK,Saint-Étienne,fr Ligue 1,1998.0,2,168.0,84.0,4.9,1.9,1,,1.0,1,,5,0.5,1.0,2.0,-1.0,-0.54,-0.54,2017,,,,,
Steve Mandanda,fr FRA,GK,Crystal Palace,eng Premier League,1985.0,9,810.0,90.0,23.7,9.0,9,,9.0,0,,0,1.22,16.0,17.0,-1.0,-0.11,0.3,2017,,,,,
Anthony Mandrea,fr FRA,GK,Angers,fr Ligue 1,1996.0,0,,,,,0,,0.0,0,,7,,,,,,,2017,,,,,
Alex Manninger,at AUT,GK,Liverpool,eng Premier League,1977.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Vito Mannone,it ITA,GK,Sunderland,eng Premier League,1988.0,9,810.0,90.0,23.7,9.0,9,,9.0,0,,19,0.56,10.0,19.0,-9.0,-1.0,0.07,2017,,,,,
Federico Marchetti,it ITA,GK,Lazio,it Serie A,1983.0,17,1485.0,87.0,43.4,16.5,17,,16.0,0,,1,1.82,32.0,22.0,10.0,0.61,0.0,2017,,,,,
Diego Mariño,es ESP,GK,Sporting Gijón,es La Liga,1990.0,2,180.0,90.0,5.3,2.0,2,,2.0,0,,33,2.0,5.0,3.0,2.0,1.0,1.89,2017,,,,,
David Marshall,sco SCO,GK,Hull City,eng Premier League,1985.0,16,1440.0,90.0,42.1,16.0,16,,16.0,0,,19,0.38,12.0,44.0,-32.0,-2.0,-1.5,2017,,,,,
Leonardo Marson,it ITA,GK,Palermo,it Serie A,1998.0,0,,,,,0,,0.0,0,,28,,,,,,,2017,,,,,
Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,1992.0,2,180.0,90.0,5.3,2.0,2,,2.0,0,,3,1.5,3.0,3.0,0.0,0.0,-0.92,2017,,,,,
Jordi Masip,es ESP,GK,Barcelona,es La Liga,1989.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Christian Mathenia,de GER,GK,Hamburger SV,de Bundesliga,1992.0,14,1260.0,90.0,41.2,14.0,14,,14.0,0,,18,1.36,18.0,19.0,-1.0,-0.07,1.28,2017,,,,,
Stefano Mazzini,it ITA,GK,Atalanta,it Serie A,1998.0,0,,,,,0,,0.0,0,,9,,,,,,,2017,,,,,
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,1989.0,0,,,,,0,,0.0,0,,9,,,,,,,2017,,,,,
Luke McGee,eng ENG,GK,Tottenham,eng Premier League,1995.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Gabriel Meli,it ITA,GK,Empoli,it Serie A,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Alexandre Menay,fr FRA,GK,Nancy,fr Ligue 1,1996.0,0,,,,,0,,0.0,0,,5,,,,,,,2017,,,,,
Mathieu Michel,fr FRA,GK,Angers,fr Ligue 1,1991.0,23,2070.0,90.0,60.5,23.0,23,,23.0,0,,12,1.61,29.0,25.0,4.0,0.17,1.04,2017,,,,,
Tom Mickel,de GER,GK,Hamburger SV,de Bundesliga,1989.0,1,90.0,90.0,2.9,1.0,1,,1.0,0,,15,0.0,0.0,4.0,-4.0,-4.0,-3.27,2017,,,,,
Simon Mignolet,be BEL,GK,Liverpool,eng Premier League,1988.0,28,2520.0,90.0,73.7,28.0,28,,28.0,0,,10,1.96,52.0,30.0,22.0,0.79,-0.61,2017,,,,,
Mika,pt POR,GK,Sunderland,eng Premier League,1991.0,0,,,,,0,,0.0,0,,16,,,,,,,2017,,,,,
Antonio Mirante,it ITA,GK,Bologna,it Serie A,1983.0,21,1879.0,89.0,54.9,20.9,21,,20.0,0,,3,1.19,20.0,32.0,-12.0,-0.57,-0.22,2017,,,,,
Lucas Mocio,fr FRA,GK,Lyon,fr Ligue 1,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Emanuele Monari,it ITA,GK,Bologna,it Serie A,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
André Moreira,pt POR,GK,Atlético Madrid,es La Liga,1995.0,0,,,,,0,,0.0,0,,21,,,,,,,2017,,,,,
Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,1986.0,6,460.0,77.0,13.5,5.1,6,,5.0,0,,31,1.67,8.0,3.0,5.0,0.98,1.16,2017,,,,,
Florian Müller,de GER,GK,Mainz 05,de Bundesliga,1997.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Marius Müller,de GER,GK,RB Leipzig,de Bundesliga,1993.0,0,,,,,0,,0.0,0,,16,,,,,,,2017,,,,,
Sven Müller,de GER,GK,Köln,de Bundesliga,1996.0,1,90.0,90.0,2.9,1.0,1,,1.0,0,,21,1.0,0.0,0.0,0.0,0.0,-0.27,2017,,,,,
Boaz Myhill,wal WAL,GK,West Brom,eng Premier League,1982.0,0,,,,,0,,0.0,0,,32,,,,,,,2017,,,,,
Guy N'dy Assembé,cm CMR,GK,Nancy,fr Ligue 1,1986.0,23,2043.0,89.0,59.7,22.7,23,,21.0,0,,10,1.0,17.0,31.0,-14.0,-0.62,-0.03,2017,,,,,
Paul Nardi,fr FRA,GK,Rennes,fr Ligue 1,1994.0,0,,,,,0,,0.0,0,,13,,,,,,,2017,,,,,
Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,1986.0,27,2430.0,90.0,71.1,27.0,27,,27.0,0,,2,2.37,73.0,31.0,42.0,1.56,-0.54,2017,,,,,
Neto,br BRA,GK,Juventus,it Serie A,1989.0,8,675.0,84.0,19.7,7.5,7,,7.0,1,,30,2.75,20.0,2.0,18.0,2.4,1.35,2017,,,,,
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,1986.0,26,2340.0,90.0,76.5,26.0,26,,26.0,0,,0,2.42,61.0,13.0,48.0,1.85,-0.53,2017,,,,,
Kristoffer Nordfeldt,se SWE,GK,Swansea City,eng Premier League,1989.0,1,90.0,90.0,2.6,1.0,1,,1.0,0,,37,3.0,2.0,1.0,1.0,1.0,1.7,2017,,,,,
Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,1996.0,0,,,,,0,,0.0,0,,25,,,,,,,2017,,,,,
Ørjan Nyland,no NOR,GK,Ingolstadt 04,de Bundesliga,1990.0,12,1023.0,85.0,33.4,11.4,11,,11.0,1,,22,0.5,8.0,23.0,-15.0,-1.32,-1.05,2017,,,,,
Kieran O'Hara,ie IRL,GK,Manchester Utd,eng Premier League,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
David Oberhauser,fr FRA,GK,Metz,fr Ligue 1,1990.0,1,90.0,90.0,2.6,1.0,1,,1.0,0,,22,1.0,2.0,2.0,0.0,0.0,0.89,2017,,,,,
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,1993.0,30,2649.0,88.0,77.5,29.4,30,,29.0,0,,0,1.93,55.0,21.0,34.0,1.16,0.1,2017,,,,,
Guillermo Ochoa,mx MEX,GK,Granada,es La Liga,1985.0,38,3420.0,90.0,100.0,38.0,38,,38.0,0,,0,0.53,30.0,82.0,-52.0,-1.37,,2017,,,,,
Oier Olazábal,es ESP,GK,Granada,es La Liga,1989.0,0,,,,,0,,0.0,0,,19,,,,,,,2017,,,,,
Alexandre Olliero,fr FRA,GK,Nantes,fr Ligue 1,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Christian Ortag,de GER,GK,Ingolstadt 04,de Bundesliga,1995.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Adrián Ortolá,es ESP,GK,Alavés,es La Liga,1993.0,2,180.0,90.0,5.3,2.0,2,,2.0,0,,36,2.0,4.0,1.0,3.0,1.5,1.64,2017,,,,,
David Ospina,co COL,GK,Arsenal,eng Premier League,1988.0,2,143.0,72.0,4.2,1.6,1,,1.0,1,,32,0.5,2.0,4.0,-2.0,-1.26,-2.22,2017,,,,,
Ramazan Özcan,at AUT,GK,Leverkusen,de Bundesliga,1984.0,0,,,,,0,,0.0,0,,34,,,,,,,2017,,,,,
Juan Pablo Carrizo,ar ARG,GK,Inter,it Serie A,1984.0,1,90.0,90.0,2.6,1.0,1,,1.0,0,,37,3.0,5.0,2.0,3.0,3.0,2.46,2017,,,,,
Fernando Pacheco,es ESP,GK,Alavés,es La Liga,1992.0,36,3240.0,90.0,94.7,36.0,36,,36.0,0,,2,1.42,37.0,42.0,-5.0,-0.14,-1.64,2017,,,,,
Daniele Padelli,it ITA,GK,Torino,it Serie A,1985.0,2,180.0,90.0,5.3,2.0,2,,2.0,0,,36,1.5,7.0,4.0,3.0,1.5,1.44,2017,,,,,
Alex Palmer,eng ENG,GK,West Brom,eng Premier League,1996.0,0,,,,,0,,0.0,0,,5,,,,,,,2017,,,,,
Costel Pantilimon,ro ROU,GK,Watford,eng Premier League,1987.0,2,83.0,42.0,2.4,0.9,0,,0.0,2,,31,0.5,1.0,4.0,-3.0,-3.25,-2.58,2017,,,,,
Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,1981.0,1,90.0,90.0,2.6,1.0,1,,1.0,0,,31,0.0,3.0,5.0,-2.0,-2.0,-1.92,2017,,,,,
Alberto Pelagotti,it ITA,GK,Empoli,it Serie A,1989.0,3,270.0,90.0,7.9,3.0,3,,3.0,0,,35,0.0,1.0,5.0,-4.0,-1.33,-0.53,2017,,,,,
Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,1982.0,38,3420.0,90.0,100.0,38.0,38,,38.0,0,,0,1.63,57.0,41.0,16.0,0.42,,2017,,,,,
Juan Pérez,es ESP,GK,Osasuna,es La Liga,1996.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Nauzet Pérez,es ESP,GK,Osasuna,es La Liga,1985.0,13,1170.0,90.0,34.2,13.0,13,,13.0,0,,9,0.46,11.0,29.0,-18.0,-1.38,0.06,2017,,,,,
Mattia Perin,it ITA,GK,Genoa,it Serie A,1992.0,16,1357.0,85.0,39.7,15.1,16,,14.0,0,,2,1.06,15.0,19.0,-4.0,-0.27,0.69,2017,,,,,
Samuele Perisan,it ITA,GK,Udinese,it Serie A,1997.0,0,,,,,0,,0.0,0,,30,,,,,,,2017,,,,,
Denis Petrić,rs SRB,GK,Angers,fr Ligue 1,1988.0,9,810.0,90.0,23.7,9.0,9,,9.0,0,,17,0.56,5.0,15.0,-10.0,-1.11,-1.15,2017,,,,,
Jordan Pickford,eng ENG,GK,Sunderland,eng Premier League,1994.0,29,2610.0,90.0,76.3,29.0,29,,29.0,0,,2,0.66,19.0,50.0,-31.0,-1.07,-0.07,2017,,,,,
Mirko Pigliacelli,it ITA,GK,Pescara,it Serie A,1993.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Laurent Pionnier,fr FRA,GK,Montpellier,fr Ligue 1,1982.0,25,2250.0,90.0,65.8,25.0,25,,25.0,0,,12,1.04,31.0,38.0,-7.0,-0.28,0.57,2017,,,,,
Johny Placide,ht HAI,GK,Guingamp,fr Ligue 1,1988.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Alessandro Plizzari,it ITA,GK,Milan,it Serie A,2000.0,0,,,,,0,,0.0,0,,29,,,,,,,2017,,,,,
Alberto Pomini,it ITA,GK,Sassuolo,it Serie A,1981.0,0,,,,,0,,0.0,0,,32,,,,,,,2017,,,,,
Nick Pope,eng ENG,GK,Burnley,eng Premier League,1992.0,0,,,,,0,,0.0,0,,11,,,,,,,2017,,,,,
Josip Posavec,hr CRO,GK,Palermo,it Serie A,1996.0,29,2610.0,90.0,76.3,29.0,29,,29.0,0,,9,0.52,26.0,63.0,-37.0,-1.28,-0.5,2017,,,,,
Simon Pouplin,fr FRA,GK,Nice,fr Ligue 1,1985.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Andrés Prieto,es ESP,GK,Espanyol,es La Liga,1993.0,0,,,,,0,,0.0,0,,7,,,,,,,2017,,,,,
Jérôme Prior,fr FRA,GK,Bordeaux,fr Ligue 1,1995.0,14,1260.0,90.0,36.8,14.0,14,,14.0,0,,21,1.43,15.0,21.0,-6.0,-0.43,-1.1,2017,,,,,
Christian Puggioni,it ITA,GK,Sampdoria,it Serie A,1981.0,21,1890.0,90.0,55.3,21.0,21,,21.0,0,,17,1.05,26.0,35.0,-9.0,-0.43,-0.61,2017,,,,,
Maurizio Pugliesi,it ITA,GK,Empoli,it Serie A,1976.0,0,,,,,0,,0.0,0,,25,,,,,,,2017,,,,,
Ionuț Radu,ro ROU,GK,Inter,it Serie A,1997.0,0,,,,,0,,0.0,0,,3,,,,,,,2017,,,,,
Rafael,br BRA,GK,Cagliari,it Serie A,1982.0,21,1802.0,86.0,52.7,20.0,19,,18.0,2,,17,1.38,34.0,32.0,2.0,0.1,1.38,2017,,,,,
Toño Ramírez,es ESP,GK,Real Sociedad,es La Liga,1986.0,0,,,,,0,,0.0,0,,33,,,,,,,2017,,,,,
Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,1987.0,22,1980.0,90.0,57.9,22.0,22,,22.0,0,,14,1.18,33.0,39.0,-6.0,-0.27,0.41,2017,,,,,
Federico Ravaglia,it ITA,GK,Bologna,it Serie A,1999.0,0,,,,,0,,0.0,0,,11,,,,,,,2017,,,,,
Pepe Reina,es ESP,GK,Napoli,it Serie A,1982.0,37,3330.0,90.0,97.4,37.0,37,,37.0,0,,1,2.3,93.0,38.0,55.0,1.49,1.49,2017,,,,,
Alberto Reinaudo,it ITA,GK,Torino,it Serie A,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Álex Remiro,es ESP,GK,Athletic Club,es La Liga,1995.0,0,,,,,0,,0.0,0,,6,,,,,,,2017,,,,,
Paul Reulet,fr FRA,GK,Caen,fr Ligue 1,1994.0,3,197.0,66.0,5.8,2.2,2,,2.0,1,,7,0.67,6.0,8.0,-2.0,-0.91,-0.16,2017,,,,,
Baptiste Reynet,fr FRA,GK,Dijon,fr Ligue 1,1990.0,37,3330.0,90.0,97.4,37.0,37,,37.0,0,,0,0.97,46.0,58.0,-12.0,-0.32,-0.32,2017,,,,,
Sergio Rico,es ESP,GK,Sevilla,es La Liga,1993.0,35,3150.0,90.0,92.1,35.0,35,,35.0,0,,3,1.94,62.0,45.0,17.0,0.49,-0.51,2017,,,,,
Asier Riesgo,es ESP,GK,Eibar,es La Liga,1983.0,16,1250.0,78.0,36.5,13.9,16,,13.0,0,,11,1.5,21.0,19.0,2.0,0.14,0.02,2017,,,,,
Rémy Riou,fr FRA,GK,Nantes,fr Ligue 1,1987.0,22,1980.0,90.0,57.9,22.0,22,,22.0,0,,10,1.09,20.0,34.0,-14.0,-0.64,-0.64,2017,,,,,
Roberto,es ESP,GK,Espanyol,es La Liga,1986.0,4,310.0,78.0,9.1,3.4,3,,3.0,1,,28,0.5,8.0,12.0,-4.0,-1.16,-1.25,2017,,,,,
Paul Robinson,eng ENG,GK,Burnley,eng Premier League,1979.0,3,270.0,90.0,7.9,3.0,3,,3.0,0,,27,0.0,3.0,7.0,-4.0,-1.33,-0.99,2017,,,,,
Joel Robles,es ESP,GK,Everton,eng Premier League,1990.0,20,1737.0,87.0,50.8,19.3,19,,19.0,1,,18,2.0,43.0,20.0,23.0,1.19,1.46,2017,,,,,
Davy Roef,be BEL,GK,La Coruña,es La Liga,1994.0,1,90.0,90.0,2.6,1.0,1,,1.0,0,,0,3.0,3.0,0.0,3.0,3.0,3.57,2017,,,,,
Andrea Romagnoli,it ITA,GK,Roma,it Serie A,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Sergio Romero,ar ARG,GK,Manchester Utd,eng Premier League,1987.0,2,180.0,90.0,5.3,2.0,2,,2.0,0,,35,2.0,3.0,0.0,3.0,1.5,0.89,2017,,,,,
Jack Rose,eng ENG,GK,West Brom,eng Premier League,1995.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,1991.0,0,,,,,0,,0.0,0,,14,,,,,,,2017,,,,,
