,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
48,Lucas Alario\Lucas-Alario,ar ARG,FW,Leverkusen,de Bundesliga,24,1992,23,1550,67,50.7,17.2,17,,12,6,,3,1.70,27,21,+6,+0.35,-0.13,32.4,18.7,+13.7,+0.80,+0.30,Matches
49,David Alba\David-Alba,es ESP,DF,Getafe,es La Liga,18,1999,1,61,61,1.8,0.7,1,,0,0,,2,3.00,0,0,0,0.00,-0.24,0.0,0.9,-0.9,-1.30,-1.58,Matches
50,Jordi Alba\Jordi-Alba,es ESP,DF,Barcelona,es La Liga,28,1989,33,2741,83,80.1,30.5,30,,27,3,,3,2.48,81,21,+60,+1.97,+0.64,65.2,31.8,+33.5,+1.10,+0.60,Matches
51,Raúl Albentosa\Raul-Albentosa,es ESP,DF,La Coruña,es La Liga,28,1988,20,1747,87,51.1,19.4,19,,18,1,,8,0.70,19,34,-15,-0.77,+0.46,25.6,26.8,-1.2,-0.06,+0.33,Matches
52,Luis Alberto\Luis-Alberto,es ESP,MFFW,Lazio,it Serie A,24,1992,34,2669,79,78.0,29.7,32,,19,2,,1,1.91,73,41,+32,+1.08,+0.12,50.6,34.4,+16.3,+0.55,+0.23,Matches
53,Raúl Albiol\Raul-Albiol,es ESP,DF,Napoli,it Serie A,31,1985,31,2742,88,80.2,30.5,30,,29,1,,5,2.26,58,21,+37,+1.21,-0.25,53.6,19.9,+33.7,+1.11,+0.11,Matches
54,Miiko Albornoz\Miiko-Albornoz,cl CHI,DF,Hannover 96,de Bundesliga,26,1990,10,703,70,23.0,7.8,7,,7,3,,10,0.70,10,17,-7,-0.90,-0.78,10.0,13.8,-3.8,-0.48,-0.31,Matches
55,Marc Albrighton\Marc-Albrighton,eng ENG,MFFW,Leicester City,eng Premier League,27,1989,34,2538,75,74.2,28.2,30,,19,4,,1,1.29,35,39,-4,-0.14,-0.14,32.8,36.0,-3.1,-0.11,-0.14,Matches
56,Paco Alcácer\Paco-Alcacer,es ESP,FWMF,Barcelona,es La Liga,23,1993,17,698,41,20.4,7.8,8,,1,9,,11,2.12,19,3,+16,+2.06,+0.28,17.8,7.3,+10.4,+1.36,+0.47,Matches
57,Pedro Alcalá\Pedro-Alcala,es ESP,DF,Girona,es La Liga,28,1989,8,688,86,20.1,7.6,8,,7,0,,4,1.25,10,13,-3,-0.39,-0.19,12.4,9.8,+2.6,+0.34,+0.35,Matches
58,Thiago Alcántara\Thiago-Alcantara,es ESP,MFFW,Bayern Munich,de Bundesliga,26,1991,19,1247,66,40.8,13.9,12,,9,7,,1,2.47,39,10,+29,+2.09,+0.36,35.2,11.7,+23.5,+1.70,+0.68,Matches
59,David Alcibiade\David-Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25,1991,3,208,69,6.1,2.3,2,,2,1,,6,2.33,3,2,+1,+0.43,+0.60,3.2,1.8,+1.4,+0.62,+0.61,Matches
60,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,eng Premier League,28,1989,14,1178,84,34.4,13.1,13,,13,1,,1,1.93,25,13,+12,+0.92,-0.13,22.6,10.9,+11.7,+0.90,+0.01,Matches
61,Steve Aldo One\Steve-Aldo-One,cm CMR,DF,La Coruña,es La Liga,22,1995,1,90,90,2.6,1.0,1,,1,0,,1,0.00,1,7,-6,-6.00,-5.14,1.8,3.2,-1.4,-1.42,-1.23,Matches
62,Álex Alegría\Alex-Alegria,es ESP,FW,Levante,es La Liga,24,1992,9,625,69,18.3,6.9,8,,3,1,,1,1.22,9,12,-3,-0.43,-0.08,7.3,9.9,-2.7,-0.38,+0.12,Matches
63,Iván Alejo\Ivan-Alejo,es ESP,FWMF,Eibar,es La Liga,22,1995,22,1127,51,33.0,12.5,14,,1,8,,6,1.50,16,11,+5,+0.40,+0.83,13.0,13.4,-0.4,-0.03,+0.13,Matches
64,Carles Aleñá\Carles-Alena,es ESP,MF,Barcelona,es La Liga,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
65,Diego Alende\Diego-Alende,es ESP,DF,Celta Vigo,es La Liga,19,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
66,Alex\Alex,es ESP,GK,Atlético Madrid,es La Liga,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
67,Alexander\Alexander,ar ARG,FWMF,Leganés,es La Liga,28,1988,13,1056,81,30.9,11.7,13,,9,0,,0,1.31,8,12,-4,-0.34,+0.15,13.8,14.1,-0.3,-0.03,+0.22,Matches
68,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18,1998,19,1573,83,46.0,17.5,18,,14,1,,16,1.89,39,17,+22,+1.26,+0.09,33.5,14.8,+18.7,+1.07,+0.17,Matches
69,Alexis\Alexis,es ESP,DF,Alavés,es La Liga,31,1985,28,2183,78,63.8,24.3,25,,23,3,,7,1.32,26,33,-7,-0.29,-0.07,26.9,35.5,-8.6,-0.35,+0.05,Matches
70,Alisson\Alisson,br BRA,GK,Roma,it Serie A,24,1992,37,3330,90,97.4,37.0,37,,37,0,,0,2.00,60,28,+32,+0.86,-0.14,68.1,39.0,+29.1,+0.79,+0.35,Matches
71,Bobby Allain\Bobby-Allain,fr FRA,GK,Dijon,fr Ligue 1,25,1991,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
72,Allan\Allan,br BRA,MF,Napoli,it Serie A,26,1991,38,2850,75,83.3,31.7,32,,19,6,,0,2.39,62,21,+41,+1.29,+0.19,57.0,20.2,+36.8,+1.16,+0.46,Matches
73,Joe Allen\Joe-Allen,wal WAL,MF,Stoke City,eng Premier League,27,1990,36,3139,87,91.8,34.9,36,,33,0,,1,0.92,31,55,-24,-0.69,+2.19,34.5,50.9,-16.3,-0.47,+1.55,Matches
74,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,eng Premier League,21,1996,36,2958,82,86.5,32.9,34,,18,2,,0,2.03,63,28,+35,+1.06,+0.48,56.6,25.5,+31.1,+0.95,+0.42,Matches
75,José Alonso Lara\Jose-Alonso-Lara,es ESP,FW,Sevilla,es La Liga,17,2000,1,9,9,0.3,0.1,0,,0,1,,0,3.00,0,0,0,0.00,+0.24,0.5,0.0,+0.5,+4.88,+4.86,Matches
76,Júnior Alonso\Junior-Alonso,py PAR,DF,Lille,fr Ligue 1,24,1993,34,2782,82,81.3,30.9,30,,28,4,,3,0.91,31,53,-22,-0.71,-0.15,26.3,46.3,-20.0,-0.65,-0.78,Matches
77,Marcos Alonso\Marcos-Alonso,es ESP,DFMF,Chelsea,eng Premier League,26,1990,33,2855,87,83.5,31.7,33,,28,0,,1,1.85,48,30,+18,+0.57,-0.39,44.8,26.4,+18.5,+0.58,-0.11,Matches
78,Ricky Álvarez\Ricky-Alvarez,ar ARG,MFFW,Sampdoria,it Serie A,29,1988,12,267,22,7.8,3.0,2,,0,10,,21,1.83,4,5,-1,-0.34,-0.25,4.6,3.8,+0.8,+0.27,+0.63,Matches
79,Sergio Álvarez\Sergio-Alvarez,es ESP,GK,Celta Vigo,es La Liga,30,1986,17,1479,87,43.2,16.4,16,,16,1,,21,1.06,22,29,-7,-0.43,-0.70,24.1,23.6,+0.5,+0.03,+0.04,Matches
80,Yeray Álvarez\Yeray-Alvarez,es ESP,DF,Athletic Club,es La Liga,22,1995,8,675,84,19.7,7.5,7,,7,1,,6,0.88,7,10,-3,-0.40,-0.24,7.0,8.5,-1.5,-0.19,-0.18,Matches
81,Dani Alves\Dani-Alves,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,25,2065,83,60.4,22.9,23,,21,2,,7,2.60,65,17,+48,+2.09,+0.03,53.9,18.6,+35.3,+1.54,+0.11,Matches
82,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,MFDF,Lille,fr Ligue 1,24,1993,30,2405,80,70.3,26.7,30,,22,0,,0,1.00,29,44,-15,-0.56,+0.41,21.5,39.0,-17.5,-0.65,-0.50,Matches
83,Eloi Amagat\Eloi-Amagat,es ESP,FWMF,Girona,es La Liga,32,1985,2,17,9,0.5,0.2,0,,0,2,,2,1.50,0,0,0,0.00,+0.24,0.4,0.1,+0.3,+2.21,+2.16,Matches
84,Morgan Amalfitano\Morgan-Amalfitano,fr FRA,MF,Rennes,fr Ligue 1,32,1985,14,747,53,21.8,8.3,10,,2,4,,3,0.71,8,16,-8,-0.96,-1.44,8.9,17.1,-8.1,-0.98,-1.12,Matches
85,Romain Amalfitano\Romain-Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,27,1989,33,2703,82,79.0,30.0,31,,26,2,,0,1.33,47,55,-8,-0.27,+0.99,33.2,52.6,-19.4,-0.64,+0.23,Matches
86,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,eng Premier League,22,1994,8,487,61,14.2,5.4,6,,4,2,,11,1.13,7,7,0,0.00,+0.12,7.3,6.4,+0.9,+0.17,+0.29,Matches
87,Jordi Amat\Jordi-Amat,es ESP,DFMF,Betis,es La Liga,25,1992,25,2047,82,59.9,22.7,24,,16,1,,9,1.60,33,31,+2,+0.09,+0.28,22.5,28.3,-5.9,-0.26,-0.02,Matches
88,Amath\Amath,sn SEN,MFFW,Getafe,es La Liga,21,1996,37,2835,77,82.9,31.5,36,,10,1,,0,1.49,34,24,+10,+0.32,+0.47,36.5,29.9,+6.6,+0.21,-0.30,Matches
89,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,fr Ligue 1,23,1994,27,2193,81,64.1,24.4,24,,22,3,,2,1.89,49,31,+18,+0.74,-0.36,42.3,27.0,+15.3,+0.63,-0.47,Matches
90,Stephan Ambrosius\Stephan-Ambrosius,de GER,DF,Hamburger SV,de Bundesliga,18,1998,1,45,45,1.5,0.5,1,,0,0,,5,1.00,1,1,0,0.00,+0.72,0.8,0.6,+0.1,+0.29,+0.76,Matches
91,Kelvin Amian\Kelvin-Amian,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,36,3154,88,92.2,35.0,35,,33,1,,0,1.03,34,47,-13,-0.37,+0.64,40.9,47.6,-6.7,-0.19,-0.03,Matches
92,Nadiem Amiri\Nadiem-Amiri,de GER,MFFW,Hoffenheim,de Bundesliga,20,1996,28,1744,62,57.0,19.4,19,,8,9,,3,1.64,35,31,+4,+0.21,-0.75,28.8,29.9,-1.1,-0.06,-0.43,Matches
93,Yanis Ammour\Yanis-Ammour,fr FRA,FW,Montpellier,fr Ligue 1,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
94,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,Chelsea,eng Premier League,16,2000,1,11,11,0.3,0.1,0,,0,1,,11,3.00,0,1,-1,-8.18,-8.84,0.0,0.1,-0.1,-0.51,-1.12,Matches
95,Nordin Amrabat\Nordin-Amrabat,ma MAR,FW,Watford,eng Premier League,30,1987,3,198,66,5.8,2.2,3,,1,0,,0,1.67,4,3,+1,+0.45,+1.04,3.8,4.4,-0.6,-0.29,-0.01,Matches
96,Nordin Amrabat\Nordin-Amrabat,ma MAR,FWMF,Leganés,es La Liga,30,1987,30,1622,54,47.4,18.0,17,,6,13,,0,1.03,18,26,-8,-0.44,+0.01,18.5,22.1,-3.6,-0.20,-0.04,Matches
97,Jon Ander Serantes\Jon-Ander-Serantes,es ESP,GK,Leganés,es La Liga,27,1989,1,90,90,2.6,1.0,1,,1,0,,2,3.00,3,2,+1,+1.00,+1.49,1.5,1.9,-0.3,-0.32,-0.14,Matches
98,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Sampdoria,it Serie A,21,1996,7,546,78,16.0,6.1,6,,6,1,,25,1.29,7,13,-6,-0.99,-1.05,6.7,9.6,-2.9,-0.47,-0.18,Matches
99,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,Lazio,it Serie A,24,1993,21,1162,55,34.0,12.9,9,,6,12,,2,1.62,33,16,+17,+1.32,+0.40,19.3,14.6,+4.7,+0.37,-0.20,Matches
100,Keshi Anderson\Keshi-Anderson,eng ENG,FWMF,Crystal Palace,eng Premier League,22,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
101,Florin Andone\Florin-Andone,ro ROU,FW,La Coruña,es La Liga,24,1993,29,1636,56,47.8,18.2,16,,10,13,,5,0.66,17,30,-13,-0.72,+0.55,22.6,23.0,-0.4,-0.02,+0.39,Matches
102,Nícolas Andrade\Nicolas-Andrade,br BRA,GK,Hellas Verona,it Serie A,29,1988,36,3240,90,94.7,36.0,36,,35,0,,1,0.69,29,71,-42,-1.17,+1.83,33.9,71.5,-37.6,-1.05,+0.90,Matches
103,Benjamin André\Benjamin-Andre,fr FRA,MF,Rennes,fr Ligue 1,26,1990,34,3012,89,88.1,33.5,34,,29,0,,0,1.59,45,37,+8,+0.24,+0.68,42.0,43.9,-1.9,-0.06,+0.43,Matches
104,Marco Andreolli\Marco-Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,23,1829,80,53.5,20.3,20,,19,3,,14,0.91,16,33,-17,-0.84,-0.21,19.4,31.3,-11.8,-0.58,-0.20,Matches
105,Yoann Andreu\Yoann-Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23,2070,90,60.5,23.0,23,,23,0,,2,1.17,25,26,-1,-0.04,+0.56,28.5,25.5,+3.0,+0.13,+0.23,Matches
106,Miguel Ángel Guerrero\Miguel-Angel-Guerrero,es ESP,FW,Leganés,es La Liga,27,1990,22,1445,66,42.3,16.1,15,,12,7,,2,1.05,17,24,-7,-0.44,+0.02,16.9,21.5,-4.6,-0.29,-0.19,Matches
107,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Atlético Madrid,es La Liga,33,1984,0,,,,,0,,0,0,,25,,,,,,,,,,,,Matches
108,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Real Sociedad,es La Liga,33,1984,9,763,85,22.3,8.5,9,,8,0,,2,1.22,9,8,+1,+0.12,-0.09,8.9,9.9,-1.0,-0.11,-0.41,Matches
109,Miguel Ángel Rubio\Miguel-Angel-Rubio,es ESP,DF,Getafe,es La Liga,19,1998,1,29,29,0.8,0.3,0,,0,1,,0,3.00,1,0,+1,+3.10,+2.89,1.3,0.5,+0.7,+2.40,+2.17,Matches
110,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,27,1989,30,2423,81,70.8,26.9,28,,21,2,,5,1.37,31,35,-4,-0.15,+0.03,28.8,31.8,-3.0,-0.11,+0.03,Matches
111,Gabriele Angella\Gabriele-Angella,it ITA,DF,Udinese,it Serie A,28,1989,12,893,74,26.1,9.9,9,,7,3,,7,0.75,15,16,-1,-0.10,+0.40,14.3,14.7,-0.4,-0.04,+0.20,Matches
112,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Inter,it Serie A,30,1986,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
113,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Torino,it Serie A,30,1986,25,1872,75,54.7,20.8,20,,17,5,,3,1.48,26,27,-1,-0.05,-0.57,26.5,30.9,-4.4,-0.21,-0.15,Matches
114,Luca Antei\Luca-Antei,it ITA,DF,Benevento,it Serie A,25,1992,8,592,74,17.3,6.6,8,,5,0,,2,0.00,4,18,-14,-2.13,-0.95,6.1,15.8,-9.7,-1.48,-0.65,Matches
115,Mirco Antenucci\Mirco-Antenucci,it ITA,FW,SPAL,it Serie A,32,1984,33,2571,78,75.2,28.6,28,,21,5,,2,1.09,33,40,-7,-0.25,+1.13,28.3,43.9,-15.6,-0.55,+0.14,Matches
116,Waldemar Anton\Waldemar-Anton,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,27,2278,84,74.4,25.3,26,,25,1,,1,1.26,32,35,-3,-0.12,+0.69,34.4,38.0,-3.6,-0.14,+0.40,Matches
117,Luca Antonelli\Luca-Antonelli,it ITA,DFMF,Milan,it Serie A,30,1987,6,144,24,4.2,1.6,1,,0,5,,24,2.17,2,3,-1,-0.62,-1.04,1.3,1.2,+0.1,+0.07,-0.33,Matches
118,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,eng Premier League,27,1990,21,1354,64,39.6,15.0,16,,8,5,,0,1.05,13,23,-10,-0.66,-0.23,13.1,22.0,-8.9,-0.59,-0.09,Matches
119,Mirko Antonucci\Mirko-Antonucci,it ITA,FW,Roma,it Serie A,18,1999,2,31,16,0.9,0.3,0,,0,2,,14,0.50,1,1,0,0.00,-0.88,1.0,1.4,-0.4,-1.26,-2.06,Matches
120,Vitorino Antunes\Vitorino-Antunes,pt POR,DF,Getafe,es La Liga,30,1987,34,2801,82,81.9,31.1,31,,31,3,,2,1.41,34,31,+3,+0.10,-0.78,40.0,31.1,+9.0,+0.29,+0.20,Matches
121,Dennis Aogo\Dennis-Aogo,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,29,1954,67,63.9,21.7,22,,14,7,,3,1.55,21,25,-4,-0.18,-0.51,23.6,29.2,-5.6,-0.26,-0.22,Matches
122,Houssem Aouar\Houssem-Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,32,2430,76,71.1,27.0,27,,18,5,,4,2.00,62,30,+32,+1.19,+0.09,50.7,29.7,+21.0,+0.78,+0.21,Matches
123,Alberto Aquilani\Alberto-Aquilani,it ITA,MF,Las Palmas,es La Liga,33,1984,21,1298,62,38.0,14.4,15,,8,6,,11,0.57,11,26,-15,-1.04,+0.44,15.5,26.0,-10.6,-0.73,-0.02,Matches
124,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,21,1995,27,2125,79,62.1,23.6,26,,14,1,,0,1.30,26,25,+1,+0.04,-0.51,28.2,22.1,+6.1,+0.26,+0.01,Matches
125,Mattia Aramu\Mattia-Aramu,it ITA,FWMF,Torino,it Serie A,22,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
126,Guilherme Arana\Guilherme-Arana,br BRA,DF,Sevilla,es La Liga,20,1997,3,193,64,5.6,2.1,2,,2,1,,5,1.00,2,4,-2,-0.93,-0.74,1.9,2.9,-1.0,-0.48,-0.54,Matches
127,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,27,2302,85,75.2,25.6,27,,22,0,,3,1.63,41,29,+12,+0.47,+0.23,44.6,23.7,+20.9,+0.82,+0.66,Matches
128,Luiz Araújo\Luiz-Araujo,br BRA,FWMF,Lille,fr Ligue 1,21,1996,34,2017,59,59.0,22.4,24,,10,10,,3,0.82,25,41,-16,-0.71,-0.07,23.2,34.7,-11.6,-0.52,-0.03,Matches
129,Sergio Araujo\Sergio-Araujo,ar ARG,FWMF,Las Palmas,es La Liga,25,1992,2,40,20,1.2,0.4,0,,0,2,,0,0.00,0,2,-2,-4.50,-3.22,1.0,0.5,+0.5,+1.14,+1.88,Matches
130,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,29,2416,83,70.6,26.8,26,,26,3,,1,1.41,35,37,-2,-0.07,+0.28,29.6,31.4,-1.8,-0.07,+0.18,Matches
131,Roberto Olabe del Arco\Roberto-Olabe-del-Arco,es ESP,MF,Atlético Madrid,es La Liga,21,1996,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
132,Markel Areitio\Markel-Areitio,es ESP,GK,Eibar,es La Liga,20,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
133,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34,3060,90,89.5,34.0,34,,34,0,,3,2.47,101,25,+76,+2.24,+1.49,81.9,28.5,+53.4,+1.57,+0.70,Matches
134,Scott Arfield\Scott-Arfield,ca CAN,FWMF,Burnley,eng Premier League,28,1988,18,1333,74,39.0,14.8,15,,9,3,,8,1.11,7,15,-8,-0.54,-0.76,9.4,23.0,-13.6,-0.92,-0.91,Matches
135,Samuel Armenteros\Samuel-Armenteros,se SWE,FW,Benevento,it Serie A,27,1990,9,429,48,12.5,4.8,5,,1,4,,8,0.00,3,11,-8,-1.68,-0.38,3.3,13.2,-9.9,-2.07,-1.30,Matches
136,Yoël Armougom\Yoel-Armougom,fr FRA,MFDF,Caen,fr Ligue 1,19,1998,4,139,35,4.1,1.5,1,,1,3,,11,1.00,0,3,-3,-1.94,-1.34,1.4,3.2,-1.8,-1.19,-1.06,Matches
137,José Arnaiz\Jose-Arnaiz,es ESP,MF,Barcelona,es La Liga,22,1995,1,6,6,0.2,0.1,0,,0,1,,0,3.00,1,0,+1,+15.00,+13.18,0.6,0.1,+0.5,+8.91,+7.94,Matches
138,Marko Arnautović\Marko-Arnautovic,at AUT,FWMF,West Ham,eng Premier League,28,1989,31,2313,75,67.6,25.7,28,,14,3,,1,1.06,34,48,-14,-0.54,-0.06,27.1,37.8,-10.7,-0.42,+0.37,Matches
139,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,23,1994,29,2454,85,80.2,27.3,28,,26,1,,1,0.97,30,37,-7,-0.26,+0.49,33.4,41.3,-7.9,-0.29,+0.07,Matches
140,Jann-Fiete Arp\Jann-Fiete-Arp,de GER,FW,Hamburger SV,de Bundesliga,17,2000,18,850,47,27.8,9.4,8,,3,10,,2,0.83,11,10,+1,+0.11,+1.12,11.1,13.7,-2.7,-0.28,+0.25,Matches
141,Alejandro Arribas\Alejandro-Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3,270,90,7.9,3.0,3,,3,0,,7,1.00,3,6,-3,-1.00,0.00,4.0,5.4,-1.4,-0.46,-0.25,Matches
142,Sergio Arribas\Sergio-Arribas,es ESP,FW,Leganés,es La Liga,22,1995,1,24,24,0.7,0.3,0,,,1,,0,,,,,,,,,,,,Matches
143,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,1994,30,2700,90,78.9,30.0,30,,30,0,,1,1.00,31,43,-12,-0.40,-0.90,35.9,37.0,-1.1,-0.04,+0.05,Matches
144,Harry Arter\Harry-Arter,ie IRL,MF,Bournemouth,eng Premier League,27,1989,13,960,74,28.1,10.7,11,,7,2,,11,1.31,10,13,-3,-0.28,+0.19,9.7,14.1,-4.3,-0.41,0.00,Matches
145,Aythami Artiles\Aythami-Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,3,185,62,5.4,2.1,2,,2,1,,4,1.00,3,3,0,0.00,+1.39,1.7,3.1,-1.4,-0.70,+0.02,Matches
146,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,19,1568,83,45.8,17.4,18,,15,1,,18,2.21,28,10,+18,+1.03,-1.11,25.4,13.5,+11.9,+0.68,-0.25,Matches
147,Takuma Asano\Takuma-Asano,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,15,721,48,23.6,8.0,7,,3,8,,6,0.93,6,10,-4,-0.50,-0.65,9.5,10.2,-0.7,-0.09,+0.12,Matches
148,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,29,2381,82,77.8,26.5,27,,18,2,,0,1.52,27,22,+5,+0.19,+0.85,28.7,32.6,-3.9,-0.15,+0.14,Matches
149,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,28,1989,23,2070,90,60.5,23.0,23,,23,0,,2,1.70,33,30,+3,+0.13,-0.14,32.0,35.2,-3.2,-0.14,-0.14,Matches
150,Marco Asensio\Marco-Asensio,es ESP,FWMF,Real Madrid,es La Liga,21,1996,32,1845,58,53.9,20.5,19,,12,13,,3,1.94,51,24,+27,+1.32,0.00,46.2,23.6,+22.6,+1.11,+0.24,Matches
151,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,29,1987,34,2933,86,85.8,32.6,33,,30,1,,0,1.38,56,46,+10,+0.31,+2.34,46.1,42.3,+3.8,+0.12,+0.75,Matches
152,Pape Assane\Pape-Assane,sn SEN,MF,Getafe,es La Liga,19,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
153,Benoît Assou-Ekotto\Benoit-Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,13,1053,81,30.8,11.7,13,,10,0,,3,0.62,7,18,-11,-0.94,+0.24,10.9,21.0,-10.1,-0.87,-0.14,Matches
154,Simon Asta\Simon-Asta,de GER,MF,Augsburg,de Bundesliga,16,2001,1,11,11,0.4,0.1,0,,0,1,,3,0.00,0,0,0,0.00,+0.09,0.0,0.0,0.0,0.00,-0.06,Matches
155,Davide Astori\Davide-Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25,2250,90,65.8,25.0,25,,25,0,,0,1.40,34,29,+5,+0.20,-0.03,36.5,26.1,+10.4,+0.42,+0.09,Matches
156,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,25,1992,28,1784,64,52.2,19.8,19,,12,9,,0,1.32,17,22,-5,-0.25,-0.09,20.6,23.8,-3.2,-0.16,+0.15,Matches
157,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,28,1989,13,1057,81,30.9,11.7,12,,10,1,,0,1.62,26,15,+11,+0.94,+0.48,19.6,14.6,+5.0,+0.43,+0.11,Matches
158,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,16,1416,89,46.3,15.7,16,,14,0,,0,1.75,39,21,+18,+1.14,+1.20,35.0,19.4,+15.6,+0.99,+0.80,Matches
159,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,25,1266,51,41.4,14.1,14,,2,11,,6,1.64,35,19,+16,+1.14,+1.74,25.0,18.1,+7.0,+0.49,+0.41,Matches
160,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DFMF,Werder Bremen,de Bundesliga,23,1994,29,2532,87,82.7,28.1,29,,26,0,,0,1.34,33,34,-1,-0.04,+0.31,35.0,41.4,-6.4,-0.23,+0.14,Matches
161,Yann Aurel Bisseck\Yann-Aurel-Bisseck,de GER,DFFW,Köln,de Bundesliga,16,2000,3,156,52,5.1,1.7,1,,1,2,,2,0.33,2,5,-3,-1.73,-0.74,2.5,5.3,-2.8,-1.61,-0.90,Matches
162,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,17,1429,84,41.8,15.9,16,,14,1,,13,2.18,35,12,+23,+1.45,+0.77,32.1,10.3,+21.8,+1.37,+0.83,Matches
163,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,24,1037,43,30.3,11.5,10,,3,14,,1,0.92,14,15,-1,-0.09,+0.59,14.5,11.5,+3.1,+0.27,+0.59,Matches
164,Danilo Avelar\Danilo-Avelar,br BRA,DFFW,Amiens,fr Ligue 1,28,1989,21,1727,82,50.5,19.2,20,,18,1,,4,1.24,23,21,+2,+0.10,+0.48,20.1,25.9,-5.8,-0.30,+0.47,Matches
165,Felipe Avenatti\Felipe-Avenatti,uy URU,FWMF,Bologna,it Serie A,24,1993,11,468,43,13.7,5.2,4,,1,7,,5,0.27,3,5,-2,-0.38,-0.08,4.3,8.5,-4.2,-0.81,-0.42,Matches
