,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
2478,Nicola Rauti\Nicola-Rauti,it ITA,FW,Torino,it Serie A,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2479,Yoric Ravet\Yoric-Ravet,fr FRA,FWMF,Freiburg,de Bundesliga,29,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2480,Ante Rebić\Ante-Rebic,hr CRO,FW,Eint Frankfurt,de Bundesliga,25,1993,1,90,90,2.9,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,+1.06,1.1,0.6,+0.4,+0.44,+0.36,Matches
2481,Ante Rebić\Ante-Rebic,hr CRO,FW,Milan,it Serie A,25,1993,26,1395,54,40.8,15.5,15,74,3,11,27,8,1.77,32,21,+11,+0.71,+0.44,27.7,19.9,+7.8,+0.50,+0.30,Matches
2482,Rebollo\Rebollo,es ESP,GK,Betis,es La Liga,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2483,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DF,SPAL,it Serie A,24,1995,25,1928,77,56.4,21.4,22,82,15,3,44,4,0.60,15,46,-31,-1.45,-0.30,22.7,35.6,-12.9,-0.60,+0.33,Matches
2484,Recio\Recio,es ESP,MF,Leganés,es La Liga,28,1991,25,1570,63,45.9,17.4,18,79,10,7,20,7,0.92,9,23,-14,-0.80,-0.46,16.9,17.9,-1.0,-0.06,-0.02,Matches
2485,Daishawn Redan\Daishawn-Redan,nl NED,FW,Hertha BSC,de Bundesliga,18,2001,1,21,21,0.7,0.2,0,,0,1,21,1,0.00,0,2,-2,-8.57,-8.30,0.3,0.3,0.0,+0.17,+0.49,Matches
2486,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,eng Premier League,25,1994,32,2762,86,80.8,30.7,32,86,24,0,,0,1.41,43,51,-8,-0.26,-0.12,44.9,41.5,+3.4,+0.11,+0.46,Matches
2487,Fabian Reese\Fabian-Reese,de GER,FW,Schalke 04,de Bundesliga,21,1997,2,86,43,2.8,1.0,1,69,0,1,17,8,1.00,1,0,+1,+1.05,+1.68,1.3,1.9,-0.6,-0.58,-0.17,Matches
2488,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,28,1990,3,174,58,5.1,1.9,2,78,1,1,19,12,1.33,5,2,+3,+1.55,+2.11,4.6,1.7,+2.9,+1.50,+1.65,Matches
2489,Vasco Regini\Vasco-Regini,it ITA,DF,Parma,it Serie A,28,1990,2,51,26,1.5,0.6,0,,0,2,26,14,1.50,1,3,-2,-3.53,-3.56,1.1,2.3,-1.1,-2.00,-1.61,Matches
2490,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Sevilla,es La Liga,22,1996,31,2509,81,73.4,27.9,29,86,26,2,9,4,2.03,39,22,+17,+0.61,+0.31,35.8,25.2,+10.6,+0.38,+0.11,Matches
2491,Ken Reichel\Ken-Reichel,de GER,DF,Union Berlin,de Bundesliga,32,1986,7,533,76,17.4,5.9,6,82,4,1,42,14,1.29,7,9,-2,-0.34,+0.20,5.7,8.9,-3.2,-0.55,-0.19,Matches
2492,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,eng Premier League,31,1988,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2493,Manolo Reina\Manolo-Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36,3240,90,94.7,36.0,36,90,36,0,,2,0.89,38,60,-22,-0.61,+0.89,38.0,57.8,-19.8,-0.55,+0.27,Matches
2494,Pepe Reina\Pepe-Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12,1080,90,31.6,12.0,12,90,12,0,,4,1.00,11,20,-9,-0.75,-0.10,11.7,19.6,-7.9,-0.66,+0.04,Matches
2495,Pepe Reina\Pepe-Reina,es ESP,GK,Milan,it Serie A,36,1982,1,90,90,2.6,1.0,1,90,1,0,,14,1.50,3,2,+1,+1.00,+0.57,1.3,1.8,-0.5,-0.51,-0.86,Matches
2496,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,14,783,56,31.1,8.7,11,66,2,3,19,2,1.36,12,9,+3,+0.34,-0.28,11.7,7.7,+4.0,+0.46,+0.09,Matches
2497,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MF,Angers,fr Ligue 1,21,1998,1,79,79,3.1,0.9,1,79,0,0,,0,3.00,3,1,+2,+2.28,+2.54,1.4,1.0,+0.3,+0.39,+0.47,Matches
2498,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14,1260,90,41.2,14.0,14,90,14,0,,8,1.00,17,29,-12,-0.86,-0.91,16.1,21.1,-5.0,-0.36,-0.07,Matches
2499,Omar Rekik\Omar-Rekik,tn TUN,DF,Hertha BSC,de Bundesliga,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2500,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25,2250,90,65.8,25.0,25,90,25,0,,13,1.48,38,32,+6,+0.24,+0.09,32.4,27.7,+4.7,+0.19,+0.09,Matches
2501,Loïc Rémy\Loic-Remy,fr FRA,FW,Lille,fr Ligue 1,32,1987,20,963,48,38.2,10.7,11,71,1,9,20,5,1.50,16,7,+9,+0.84,+0.90,17.8,10.3,+7.5,+0.70,+0.54,Matches
2502,Michael Rensing\Michael-Rensing,de GER,GK,Düsseldorf,de Bundesliga,35,1984,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
2503,Marco Rente\Marco-Rente,de GER,DF,Dortmund,de Bundesliga,22,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
2504,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Sheffield Utd,eng Premier League,20,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2505,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20,1998,3,114,38,3.7,1.3,1,44,0,2,35,15,1.00,0,3,-3,-2.37,-2.98,0.5,2.9,-2.4,-1.89,-2.32,Matches
2506,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,30,1989,19,1495,79,48.9,16.6,18,81,10,1,30,0,2.05,47,24,+23,+1.38,+0.23,34.2,20.1,+14.1,+0.85,+0.52,Matches
2507,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MF,Wolfsburg,de Bundesliga,21,1997,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
2508,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MF,Köln,de Bundesliga,21,1997,13,623,48,20.4,6.9,7,75,3,6,16,3,1.00,17,15,+2,+0.29,+1.03,10.3,10.8,-0.5,-0.07,+0.07,Matches
2509,Gio Reyna\Gio-Reyna,us USA,MFFW,Dortmund,de Bundesliga,16,2002,15,355,24,11.6,3.9,2,72,0,13,16,2,2.40,7,6,+1,+0.25,-1.14,6.4,5.4,+1.0,+0.25,-0.37,Matches
2510,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,23,2035,88,80.8,22.6,22,90,22,1,54,2,0.52,22,49,-27,-1.19,+0.48,25.9,37.5,-11.6,-0.51,-0.05,Matches
2511,Nico Ribaudo\Nico-Ribaudo,es ESP,FWMF,Espanyol,es La Liga,18,2001,6,182,30,5.3,2.0,2,62,0,4,15,3,0.17,1,0,+1,+0.49,+1.38,1.5,0.5,+1.0,+0.51,+0.86,Matches
2512,Franck Ribéry\Franck-Ribery,fr FRA,FW,Fiorentina,it Serie A,36,1983,21,1409,67,41.2,15.7,19,72,1,2,16,0,1.19,19,12,+7,+0.45,+0.63,22.5,17.3,+5.2,+0.33,+0.31,Matches
2513,Ricard\Ricard,es ESP,DF,Atlético Madrid,es La Liga,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2514,Alessio Riccardi\Alessio-Riccardi,it ITA,FW,Roma,it Serie A,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2515,Davide Riccardi\Davide-Riccardi,it ITA,DF,Lecce,it Serie A,23,1996,1,20,20,0.6,0.2,0,,0,1,20,19,1.00,0,1,-1,-4.50,-3.65,0.2,1.0,-0.8,-3.67,-2.90,Matches
2516,Giacomo Ricci\Giacomo-Ricci,it ITA,DF,Parma,it Serie A,22,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2517,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,38,3420,90,100.0,38.0,38,90,38,0,,0,1.03,49,62,-13,-0.34,,46.2,61.1,-14.8,-0.39,,Matches
2518,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,de Bundesliga,19,2000,1,7,7,0.2,0.1,0,,0,1,7,1,3.00,0,0,0,0.00,-2.00,0.0,0.3,-0.2,-2.87,-4.29,Matches
2519,Richarlison\Richarlison,br BRA,FW,Everton,eng Premier League,22,1997,36,3070,85,89.8,34.1,36,85,26,0,,0,1.31,39,51,-12,-0.35,-0.35,44.0,42.8,+1.2,+0.03,+0.11,Matches
2520,Marco Richter\Marco-Richter,de GER,MFFW,Augsburg,de Bundesliga,21,1997,31,2280,74,74.5,25.3,26,82,13,5,30,1,1.13,37,41,-4,-0.16,+1.46,31.5,39.0,-7.5,-0.30,+0.32,Matches
2521,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,27,2332,86,68.2,25.9,27,86,23,0,,10,1.07,31,38,-7,-0.27,+1.22,29.4,36.9,-7.5,-0.29,+0.31,Matches
2522,Sergio Rico\Sergio-Rico,es ESP,GK,Sevilla,es La Liga,25,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2523,Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2,180,90,7.4,2.0,2,90,2,0,,21,3.00,6,4,+2,+1.00,-0.96,6.1,2.5,+3.7,+1.83,+0.05,Matches
2524,Tim Rieder\Tim-Rieder,de GER,DFMF,Augsburg,de Bundesliga,25,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2525,Jaïro Riedewald\Jairo-Riedewald,nl NED,DFMF,Crystal Palace,eng Premier League,22,1996,17,769,45,22.5,8.5,7,79,4,10,22,11,1.12,7,9,-2,-0.23,+0.34,7.6,12.5,-4.9,-0.57,-0.15,Matches
2526,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Sampdoria,it Serie A,26,1993,8,431,54,12.6,4.8,4,79,2,4,29,10,0.63,4,8,-4,-0.84,-0.44,6.1,5.5,+0.5,+0.11,+0.19,Matches
2527,Luca Rigoni\Luca-Rigoni,it ITA,MF,Parma,it Serie A,34,1984,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2528,Salvatore Rimoli\Salvatore-Rimoli,it ITA,FW,Lecce,it Serie A,18,2001,0,,,,,0,,0,0,,16,,,,,,,,,,,,Matches
2529,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,31,1988,32,2702,84,79.0,30.0,31,87,25,1,12,2,1.16,41,43,-2,-0.07,+2.44,35.7,45.0,-9.3,-0.31,+1.08,Matches
2530,Luis Rioja\Luis-Rioja,es ESP,MF,Alavés,es La Liga,25,1993,28,1634,58,47.8,18.2,19,73,4,9,28,4,1.00,17,22,-5,-0.28,+0.73,17.3,21.1,-3.8,-0.21,+0.42,Matches
2531,Renaud Ripart\Renaud-Ripart,fr FRA,FWDF,Nîmes,fr Ligue 1,26,1993,24,2027,84,80.4,22.5,23,87,18,1,24,0,0.75,20,38,-18,-0.80,-1.35,22.7,37.4,-14.7,-0.65,-0.74,Matches
2532,Rodrigo Riquelme\Rodrigo-Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19,2000,1,13,13,0.4,0.1,0,,0,1,13,10,3.00,1,0,+1,+6.92,+6.32,0.5,0.0,+0.5,+3.25,+2.69,Matches
2533,Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Lecce,it Serie A,30,1988,28,1909,68,55.8,21.2,20,87,16,8,21,9,0.96,27,45,-18,-0.85,+0.04,28.5,48.2,-19.7,-0.93,-0.31,Matches
2534,Marcel Risse\Marcel-Risse,de GER,MFFW,Köln,de Bundesliga,29,1989,6,132,22,4.3,1.5,0,,0,6,22,12,1.67,4,1,+3,+2.05,+2.69,2.7,1.8,+0.8,+0.57,+0.73,Matches
2535,Mihailo Ristić\Mihailo-Ristic,rs SRB,DFMF,Montpellier,fr Ligue 1,23,1995,18,811,45,32.2,9.0,8,88,5,10,11,7,1.56,8,15,-7,-0.78,-1.20,11.9,12.7,-0.8,-0.09,-0.02,Matches
2536,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,29,1989,18,1315,73,38.5,14.6,14,84,9,4,34,2,1.00,11,19,-8,-0.55,-0.03,13.1,18.9,-5.8,-0.40,+0.43,Matches
2537,Marlon Ritter\Marlon-Ritter,de GER,MF,Paderborn 07,de Bundesliga,24,1994,11,435,40,14.2,4.8,3,83,1,8,23,12,0.27,6,10,-4,-0.83,+0.30,6.8,12.6,-5.8,-1.20,-0.41,Matches
2538,Cristian Rivera\Cristian-Rivera,es ESP,MF,Leganés,es La Liga,22,1997,5,311,62,9.1,3.5,3,90,3,2,21,3,1.40,2,8,-6,-1.74,-1.30,3.2,6.6,-3.4,-1.00,-1.05,Matches
2539,Maxence Rivera\Maxence-Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,1,25,25,1.0,0.3,0,,0,1,24,1,0.00,0,0,0,0.00,+0.58,0.2,0.1,+0.1,+0.53,+0.78,Matches
2540,Rober\Rober,es ESP,DF,Levante,es La Liga,24,1995,4,191,48,5.6,2.1,2,90,2,2,6,7,1.75,3,4,-1,-0.47,-0.33,2.1,2.7,-0.6,-0.29,+0.22,Matches
2541,Roberto\Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,8,687,86,20.1,7.6,7,90,7,1,57,12,0.25,8,17,-9,-1.18,-1.05,9.4,14.0,-4.5,-0.60,-0.26,Matches
2542,Roberto\Roberto,es ESP,GK,Alavés,es La Liga,33,1986,9,790,88,23.1,8.8,8,90,8,1,70,5,0.78,4,19,-15,-1.71,-1.37,7.1,15.1,-8.0,-0.91,-0.64,Matches
2543,Sergi Roberto\Sergi-Roberto,es ESP,DFMF,Barcelona,es La Liga,27,1992,30,2339,78,68.4,26.0,27,84,21,3,20,2,2.17,56,27,+29,+1.12,-0.47,41.2,24.2,+17.0,+0.65,-0.46,Matches
2544,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,eng Premier League,22,1997,3,26,9,0.8,0.3,0,,0,3,9,4,0.00,1,2,-1,-3.46,-2.19,1.7,0.3,+1.4,+4.86,+5.53,Matches
2545,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,36,3111,86,91.0,34.6,34,89,30,2,39,0,2.64,80,31,+49,+1.42,+0.54,67.5,34.9,+32.5,+0.94,+1.26,Matches
2546,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,16,676,42,19.8,7.5,9,65,2,7,12,7,1.06,7,6,+1,+0.13,+0.17,8.1,9.2,-1.2,-0.16,+0.01,Matches
2547,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,6,504,84,14.7,5.6,6,84,5,0,,5,0.83,4,11,-7,-1.25,-1.47,4.9,9.4,-4.5,-0.81,-0.75,Matches
2548,Joel Robles\Joel-Robles,es ESP,GK,Betis,es La Liga,29,1990,33,2887,87,84.4,32.1,33,87,32,0,,4,1.15,41,48,-7,-0.22,+0.63,41.5,43.3,-1.8,-0.06,+0.02,Matches
2549,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,22,1996,35,3008,86,88.0,33.4,35,86,24,0,,0,0.69,22,52,-30,-0.90,-0.68,25.8,40.4,-14.5,-0.43,-1.08,Matches
2550,Kaique Rocha\Kaique-Rocha,br BRA,DF,Sampdoria,it Serie A,18,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
2551,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,28,1991,28,1875,67,54.8,20.8,22,76,5,6,32,2,1.29,23,31,-8,-0.38,-0.50,18.8,30.8,-12.0,-0.57,-0.17,Matches
2552,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,29,1936,67,63.3,21.5,25,73,8,4,25,1,1.31,35,41,-6,-0.28,-0.68,31.7,34.4,-2.7,-0.12,-0.61,Matches
2553,Rodri\Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,35,2486,71,72.7,27.6,29,82,21,6,16,1,2.14,76,27,+49,+1.77,+0.04,67.5,24.3,+43.2,+1.56,+0.11,Matches
2554,Rodrigo\Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,27,1880,70,55.0,20.9,23,77,9,4,27,0,1.48,27,23,+4,+0.19,+0.83,23.6,29.5,-5.8,-0.28,+0.08,Matches
2555,Rodrigo\Rodrigo,es ESP,FW,Betis,es La Liga,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2556,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Leganés,es La Liga,25,1994,26,1931,74,56.5,21.5,22,82,15,4,33,7,1.12,19,25,-6,-0.28,+0.63,21.4,19.6,+1.8,+0.08,+0.29,Matches
2557,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,1,6,6,0.2,0.1,0,,0,1,6,0,1.00,1,0,+1,+15.00,+14.82,0.8,0.9,-0.1,-0.91,-1.07,Matches
2558,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Leganés,es La Liga,21,1998,30,1914,64,56.0,21.3,22,78,7,8,26,0,0.87,20,34,-14,-0.66,-0.24,19.7,24.1,-4.5,-0.21,-0.38,Matches
2559,Felipe Rodríguez Chacartegui\Felipe-Rodriguez-Chacartegui,es ESP,DF,Sevilla,es La Liga,21,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2560,Genaro Rodríguez Serrano\Genaro-Rodriguez-Serrano,es ESP,DF,Sevilla,es La Liga,21,1998,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
2561,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,32,1987,32,1407,44,41.1,15.6,9,81,6,23,29,4,1.31,23,23,0,0.00,-0.27,18.2,20.6,-2.4,-0.15,-0.21,Matches
2562,Dani Rodríguez\Dani-Rodriguez,es ESP,MFFW,Mallorca,es La Liga,31,1988,37,3039,82,88.9,33.8,36,84,26,1,25,0,0.89,39,62,-23,-0.68,-0.21,34.3,55.5,-21.2,-0.63,-0.57,Matches
2563,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,es La Liga,25,1994,14,936,67,27.4,10.4,11,81,6,3,17,3,1.07,10,14,-4,-0.38,-0.09,11.3,11.6,-0.3,-0.03,+0.04,Matches
2564,James Rodríguez\James-Rodriguez,co COL,MF,Real Madrid,es La Liga,28,1991,8,419,52,12.3,4.7,5,78,2,3,10,10,2.13,7,3,+4,+0.86,-0.37,7.2,1.9,+5.3,+1.14,+0.25,Matches
2565,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,36,2016,56,58.9,22.4,20,83,13,16,22,0,1.42,28,34,-6,-0.27,-0.20,29.3,31.7,-2.4,-0.11,+0.02,Matches
2566,Mario Rodriguez\Mario-Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,1,2,2,0.1,0.0,0,,0,1,2,12,3.00,0,0,0,0.00,-0.18,0.0,0.1,-0.1,-5.26,-5.26,Matches
2567,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,it Serie A,26,1992,5,386,77,11.3,4.3,5,77,3,0,,10,1.20,2,3,-1,-0.23,-0.77,4.1,4.1,0.0,+0.01,-0.36,Matches
2568,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,19,1019,54,29.8,11.3,12,72,1,7,23,9,2.42,21,2,+19,+1.68,+0.70,21.9,7.2,+14.7,+1.30,+0.53,Matches
2569,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,1,16,16,0.5,0.2,0,,0,1,16,7,1.00,1,0,+1,+5.63,+5.65,0.3,0.3,0.0,+0.25,+0.41,Matches
2570,Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,30,2317,77,67.7,25.7,28,82,14,2,12,1,1.43,42,41,+1,+0.04,+0.45,27.9,39.0,-11.1,-0.43,-0.04,Matches
2571,Agustín Rogel\Agustin-Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,10,858,86,34.0,9.5,9,89,8,1,60,5,0.10,5,20,-15,-1.57,-0.44,11.3,17.5,-6.2,-0.65,-0.23,Matches
2572,Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,21,1998,15,1015,68,29.7,11.3,12,75,3,3,40,7,1.47,21,14,+7,+0.62,+0.66,14.5,16.2,-1.7,-0.15,+0.08,Matches
2573,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,3,122,41,3.6,1.4,1,90,1,2,16,5,1.33,1,2,-1,-0.74,-1.58,1.0,1.2,-0.3,-0.20,-0.80,Matches
2574,Filippo Romagna\Filippo-Romagna,it ITA,DF,Cagliari,it Serie A,22,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2575,Filippo Romagna\Filippo-Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,18,1477,82,43.2,16.4,16,89,15,2,28,5,1.44,25,23,+2,+0.12,-0.06,22.7,26.4,-3.8,-0.23,-0.04,Matches
2576,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,35,3091,88,90.4,34.3,35,88,34,0,,0,1.69,54,43,+11,+0.32,-1.32,51.8,40.6,+11.3,+0.33,+0.02,Matches
2577,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,22,1781,81,70.7,19.8,21,84,16,1,11,3,1.41,15,13,+2,+0.10,-0.26,20.4,18.6,+1.8,+0.09,+0.09,Matches
2578,Cristian Romero\Cristian-Romero,ar ARG,DF,Genoa,it Serie A,21,1998,30,2577,86,75.4,28.6,30,86,26,0,,1,1.00,33,54,-21,-0.73,-0.20,35.0,46.8,-11.8,-0.41,-0.42,Matches
2579,Luka Romero\Luka-Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,1,8,8,0.2,0.1,0,,0,1,8,9,0.00,0,0,0,0.00,+0.66,0.1,0.3,-0.2,-2.48,-1.92,Matches
2580,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,eng Premier League,32,1987,0,,,,,0,,0,0,,35,,,,,,,,,,,,Matches
2581,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,30,1860,62,54.4,20.7,20,84,13,10,18,8,1.47,23,38,-15,-0.73,-1.07,26.3,32.9,-6.6,-0.32,-0.75,Matches
2582,Rômulo\Romulo,it ITA,MF,Brescia,it Serie A,32,1987,22,1723,78,50.4,19.1,19,87,13,3,21,1,0.64,18,37,-19,-0.99,+0.33,23.2,35.6,-12.4,-0.65,+0.56,Matches
2583,Rômulo\Romulo,it ITA,DF,Genoa,it Serie A,32,1987,1,20,20,0.6,0.2,0,,0,1,20,1,3.00,0,1,-1,-4.50,-3.84,0.3,1.3,-1.0,-4.62,-4.33,Matches
2584,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,33,2917,88,85.3,32.4,33,88,31,0,,0,2.21,66,36,+30,+0.93,+0.39,58.1,34.8,+23.4,+0.72,+0.09,Matches
2585,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,16,1277,80,37.3,14.2,15,84,11,1,21,13,1.19,16,21,-5,-0.35,-0.23,16.0,18.3,-2.3,-0.16,-0.18,Matches
2586,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,23,1790,78,71.0,19.9,20,88,14,3,10,1,2.00,30,20,+10,+0.50,+0.26,24.5,20.1,+4.4,+0.22,+0.31,Matches
2587,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3,270,90,10.7,3.0,3,90,3,0,,0,1.33,3,3,0,0.00,+0.12,3.5,3.0,+0.5,+0.15,+0.40,Matches
2588,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,28,1991,35,2721,78,79.6,30.2,29,87,27,6,31,1,2.06,82,41,+41,+1.36,+0.20,67.1,34.3,+32.9,+1.09,+0.11,Matches
2589,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,25,1871,75,54.7,20.8,21,84,14,4,27,6,1.12,19,25,-6,-0.29,+0.58,19.8,19.8,-0.1,0.00,+0.09,Matches
2590,Antonio Rosati\Antonio-Rosati,it ITA,GK,Torino,it Serie A,36,1983,1,90,90,2.6,1.0,1,90,1,0,,37,1.00,1,1,0,0.00,+0.59,1.3,1.1,+0.1,+0.14,+0.70,Matches
2591,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,12,893,74,26.1,9.9,10,86,7,2,17,3,1.25,16,14,+2,+0.20,-0.23,12.4,15.3,-2.9,-0.29,-0.18,Matches
2592,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,11,863,78,25.2,9.6,10,85,7,1,12,2,0.91,7,14,-7,-0.73,-0.27,10.0,12.3,-2.3,-0.24,+0.57,Matches
2593,Dragan Rosić\Dragan-Rosic,rs SRB,GK,Celta Vigo,es La Liga,22,1996,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
2594,Luca Rossettini\Luca-Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,26,2261,87,66.1,25.1,25,89,24,1,45,2,0.92,30,57,-27,-1.07,-0.61,29.0,59.7,-30.7,-1.22,-1.27,Matches
2595,Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,1,11,11,0.3,0.1,0,,0,1,11,37,3.00,0,1,-1,-8.18,-9.53,0.4,0.3,+0.1,+1.02,-0.05,Matches
2596,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,29,2364,82,77.3,26.3,27,87,21,2,6,2,1.41,38,37,+1,+0.04,-0.09,37.1,32.0,+5.0,+0.19,-0.10,Matches
2597,Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,7,584,83,23.2,6.5,7,83,3,0,,0,1.71,12,8,+4,+0.62,+1.50,9.5,7.7,+1.8,+0.28,+1.02,Matches
2598,Davy Rouyard\Davy-Rouyard,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2599,Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,it Serie A,17,2001,2,105,53,3.1,1.2,1,76,0,1,29,11,0.00,0,3,-3,-2.57,-1.95,0.7,2.0,-1.3,-1.08,-0.80,Matches
