,,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
1686,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,Juventus,it Serie A,19,1999,29,2450,84,71.6,27.2,26,90,25,3,41,6,2.24,54,31,+23,+0.84,-0.08,48.4,31.6,+16.9,+0.62,-0.31,Matches
1687,Isaac Lihadji\Isaac-Lihadji,fr FRA,DFMF,Marseille,fr Ligue 1,17,2002,2,25,13,1.0,0.3,0,,0,2,12,4,0.50,0,1,-1,-3.60,-4.07,0.2,0.8,-0.5,-1.82,-1.97,Matches
1688,Lillo\Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,4,195,49,5.7,2.2,2,90,2,2,8,1,1.50,2,4,-2,-0.92,-0.76,1.6,2.2,-0.6,-0.28,-0.25,Matches
1689,Anderson Lima\Anderson-Lima,br BRA,MF,Lazio,it Serie A,19,1999,6,62,10,1.8,0.7,0,,0,6,10,24,1.50,3,2,+1,+1.45,+0.49,2.3,1.5,+0.8,+1.14,+0.66,Matches
1690,Lucas Lima\Lucas-Lima,br BRA,FWDF,Nantes,fr Ligue 1,27,1991,3,270,90,10.7,3.0,3,90,3,0,,0,1.33,3,3,0,0.00,+0.12,3.5,3.0,+0.5,+0.15,+0.40,Matches
1691,Anthony Limbombe\Anthony-Limbombe,be BEL,FWMF,Nantes,fr Ligue 1,25,1994,4,151,38,6.0,1.7,2,66,0,2,10,0,1.00,2,1,+1,+0.60,+0.75,1.4,1.8,-0.4,-0.21,-0.01,Matches
1692,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,25,1994,35,3092,88,90.4,34.4,35,88,33,0,,0,1.80,61,32,+29,+0.84,+0.57,54.5,33.8,+20.7,+0.60,+0.24,Matches
1693,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,28,2019,72,59.0,22.4,22,84,14,6,28,4,1.07,31,43,-12,-0.53,-0.21,30.8,35.7,-4.9,-0.22,-0.39,Matches
1694,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,26,1992,22,935,43,27.3,10.4,9,72,0,13,22,4,1.55,16,14,+2,+0.19,-0.82,18.8,10.2,+8.6,+0.83,+0.34,Matches
1695,Pol Lirola\Pol-Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,35,2648,76,77.4,29.4,30,82,20,5,36,2,1.29,37,37,0,0.00,-0.35,39.9,36.7,+3.2,+0.11,-0.19,Matches
1696,Eric Lirussi\Eric-Lirussi,it ITA,FW,Udinese,it Serie A,18,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1697,Ulysses Llanez\Ulysses-Llanez,us USA,FW,Wolfsburg,de Bundesliga,18,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1698,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,29,2327,80,68.0,25.9,27,84,22,2,23,2,1.28,37,32,+5,+0.19,-0.05,30.8,25.1,+5.7,+0.22,+0.20,Matches
1699,Fernando Llorente\Fernando-Llorente,es ESP,FW,Napoli,it Serie A,34,1985,17,501,29,14.6,5.6,3,82,1,14,18,6,1.24,10,6,+4,+0.72,+0.50,12.0,6.0,+6.0,+1.08,+0.56,Matches
1700,Marcos Llorente\Marcos-Llorente,es ESP,MFFW,Atlético Madrid,es La Liga,24,1995,29,1368,47,40.0,15.2,16,70,5,13,19,8,1.97,23,18,+5,+0.33,-0.50,21.4,15.2,+6.2,+0.41,-0.27,Matches
1701,Gautier Lloris\Gautier-Lloris,fr FRA,DF,Nice,fr Ligue 1,24,1995,3,270,90,10.7,3.0,3,90,3,0,,5,1.00,4,7,-3,-1.00,-1.24,4.6,5.2,-0.7,-0.23,+0.01,Matches
1702,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,21,1807,86,52.8,20.1,21,86,20,0,,0,1.86,36,21,+15,+0.75,+0.80,23.1,29.8,-6.7,-0.33,-0.37,Matches
1703,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,eng Premier League,23,1996,28,1492,53,43.6,16.6,15,80,7,13,23,4,1.43,24,18,+6,+0.36,-0.01,18.7,22.8,-4.1,-0.25,-0.16,Matches
1704,Simone Lo Faso\Simone-Lo-Faso,it ITA,FW,Lecce,it Serie A,21,1998,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
1705,Julen Lobete\Julen-Lobete,es ESP,FW,Real Sociedad,es La Liga,18,2000,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
1706,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,17,1383,81,40.4,15.4,17,81,9,0,,1,0.82,11,23,-12,-0.78,-0.78,15.5,18.0,-2.5,-0.16,-0.09,Matches
1707,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,14,752,54,22.0,8.4,9,74,3,5,17,5,2.21,18,9,+9,+1.08,+1.01,15.9,6.0,+9.9,+1.19,+0.75,Matches
1708,Jürgen Locadia\Jurgen-Locadia,nl NED,MFFW,Brighton,eng Premier League,25,1993,2,86,43,2.5,1.0,1,63,0,1,23,1,1.50,1,1,0,0.00,+0.40,0.4,1.5,-1.1,-1.20,-0.87,Matches
1709,Jürgen Locadia\Jurgen-Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,11,530,48,17.3,5.9,5,73,2,6,27,5,1.27,12,10,+2,+0.34,+0.41,10.9,7.5,+3.4,+0.57,+0.76,Matches
1710,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,33,2586,78,75.6,28.7,31,82,17,2,26,4,1.45,54,43,+11,+0.38,+0.92,44.3,47.6,-3.3,-0.11,+0.38,Matches
1711,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,32,2396,75,70.1,26.6,28,82,21,4,22,3,1.69,37,21,+16,+0.60,-0.10,34.1,20.7,+13.4,+0.50,-0.23,Matches
1712,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,23,1996,7,208,30,6.1,2.3,2,60,0,5,18,4,2.14,4,3,+1,+0.43,+0.04,4.3,3.7,+0.7,+0.28,-0.50,Matches
1713,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,5,192,38,7.6,2.1,2,76,1,3,13,5,0.60,0,2,-2,-0.94,-0.63,2.5,3.4,-0.9,-0.43,+0.08,Matches
1714,Niklas Lomb\Niklas-Lomb,de GER,GK,Leverkusen,de Bundesliga,26,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1715,Alessandro Lombardi\Alessandro-Lombardi,it ITA,MF,Cagliari,it Serie A,19,2000,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
1716,Pablo Lombo\Pablo-Lombo,es ESP,GK,Leganés,es La Liga,20,1999,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
1717,Andy Lonergan\Andy-Lonergan,ie IRL,GK,Liverpool,eng Premier League,35,1983,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1718,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,28,1990,8,564,71,16.5,6.3,6,90,6,2,12,21,1.50,7,5,+2,+0.32,+0.60,8.8,8.2,+0.6,+0.09,+0.24,Matches
1719,Shane Long\Shane-Long,ie IRL,FW,Southampton,eng Premier League,32,1987,26,1395,54,40.8,15.5,15,77,2,11,22,5,1.54,21,20,+1,+0.06,+0.51,21.9,19.2,+2.7,+0.17,+0.25,Matches
1720,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,9,575,64,16.8,6.4,6,90,5,3,12,13,1.00,7,11,-4,-0.63,-0.12,3.8,9.0,-5.2,-0.81,-0.18,Matches
1721,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,23,1378,60,40.3,15.3,14,84,11,9,23,3,1.13,14,26,-12,-0.78,-0.43,9.7,20.5,-10.8,-0.71,-0.07,Matches
1722,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,21,1997,11,309,28,10.1,3.4,1,90,1,10,22,19,1.27,6,7,-1,-0.29,-1.76,7.1,5.2,+1.9,+0.56,-0.52,Matches
1723,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,2340,90,92.9,26.0,26,90,26,0,,0,1.42,38,25,+13,+0.50,-0.50,34.7,24.1,+10.7,+0.41,+0.17,Matches
1724,Rony Lopes\Rony-Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,5,134,27,3.9,1.5,2,55,0,3,8,17,1.20,4,4,0,0.00,-0.55,2.0,2.1,-0.1,-0.09,-0.46,Matches
1725,Rony Lopes\Rony-Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,1,80,80,3.2,0.9,1,80,0,0,,0,0.00,0,3,-3,-3.38,-3.49,0.8,0.6,+0.1,+0.16,-0.14,Matches
1726,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,es La Liga,31,1988,26,1443,56,42.2,16.0,17,71,0,9,26,4,1.27,18,21,-3,-0.19,+0.04,19.1,18.6,+0.5,+0.03,+0.13,Matches
1727,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,29,1989,32,2455,77,71.8,27.3,29,83,19,3,16,0,0.59,18,40,-22,-0.81,+0.03,23.9,32.4,-8.5,-0.31,-0.03,Matches
1728,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,37,1981,36,3232,90,94.5,35.9,36,90,35,0,,0,0.58,25,58,-33,-0.92,-1.88,30.9,43.9,-13.0,-0.36,-1.07,Matches
1729,Iván López\Ivan-Lopez,es ESP,DF,Leganés,es La Liga,20,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1730,Javi López\Javi-Lopez,es ESP,DF,Alavés,es La Liga,17,2002,1,90,90,2.6,1.0,1,90,1,0,,3,0.00,0,6,-6,-6.00,-5.49,0.4,2.7,-2.2,-2.24,-1.86,Matches
1731,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,33,1986,17,1384,81,40.5,15.4,16,86,12,1,1,14,1.00,17,22,-5,-0.33,+0.82,15.0,18.1,-3.1,-0.20,+0.17,Matches
1732,Lluis López\Lluis-Lopez,es ESP,DF,Espanyol,es La Liga,22,1997,4,300,75,8.8,3.3,3,90,3,1,30,4,0.25,2,7,-5,-1.50,-0.75,2.7,3.0,-0.3,-0.08,+0.25,Matches
1733,Luis López\Luis-Lopez,es ESP,GK,Real Madrid,es La Liga,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1734,Maxime Lopez\Maxime-Lopez,fr FRA,MFFW,Marseille,fr Ligue 1,21,1997,23,1110,48,44.0,12.3,13,77,4,10,11,5,2.17,17,18,-1,-0.08,-0.91,13.1,16.5,-3.4,-0.28,-0.73,Matches
1735,Pau López\Pau-Lopez,es ESP,GK,Roma,it Serie A,24,1994,32,2880,90,84.2,32.0,32,90,32,0,,2,1.88,69,45,+24,+0.75,+0.42,63.7,39.9,+23.8,+0.74,+0.65,Matches
1736,Roberto López\Roberto-Lopez,es ESP,MF,Real Sociedad,es La Liga,19,2000,3,51,17,1.5,0.6,0,,0,3,17,8,0.00,2,2,0,0.00,-0.21,0.6,1.4,-0.8,-1.39,-1.57,Matches
1737,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,23,1995,26,1787,69,52.3,19.9,24,72,6,2,34,6,1.62,23,19,+4,+0.20,+0.26,19.8,23.4,-3.6,-0.18,+0.05,Matches
1738,Losada\Losada,es ESP,MFFW,Celta Vigo,es La Liga,17,2001,2,13,7,0.4,0.1,0,,0,2,7,5,0.00,1,0,+1,+6.92,+7.27,0.1,0.3,-0.2,-1.30,-1.19,Matches
1739,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Everton,eng Premier League,30,1989,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
1740,Albert Lottin\Albert-Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,1,45,45,1.8,0.5,1,45,0,0,,0,0.00,1,3,-2,-4.00,-4.29,0.7,1.0,-0.4,-0.72,-0.60,Matches
1741,Imran Louza\Imran-Louza,fr FRA,MFFW,Nantes,fr Ligue 1,20,1999,24,2009,84,79.7,22.3,22,89,17,2,24,2,1.42,24,27,-3,-0.13,-0.13,22.2,26.6,-4.4,-0.20,+0.03,Matches
1742,Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,1,9,9,0.3,0.1,0,,0,1,9,6,1.00,0,0,0,0.00,+0.11,0.1,0.2,-0.1,-1.42,-1.34,Matches
1743,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,10,777,78,22.7,8.6,9,84,8,1,18,10,2.50,19,11,+8,+0.93,-0.57,15.7,10.4,+5.3,+0.61,-0.28,Matches
1744,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Augsburg,de Bundesliga,22,1997,16,671,42,21.9,7.5,7,76,2,9,16,1,0.75,7,13,-6,-0.80,-0.35,5.7,12.6,-6.9,-0.92,-0.69,Matches
1745,Eduard Löwen\Eduard-Lowen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,7,314,45,10.3,3.5,2,90,2,5,27,3,0.71,5,10,-5,-1.43,-1.24,2.7,5.9,-3.2,-0.91,-0.66,Matches
1746,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17,1530,90,44.7,17.0,17,90,17,0,,9,1.12,17,31,-14,-0.82,-1.16,16.9,23.5,-6.6,-0.39,-0.49,Matches
1747,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,24,1995,26,1025,39,30.0,11.4,10,71,1,16,20,9,1.08,17,11,+6,+0.53,+0.34,20.0,8.8,+11.1,+0.98,+0.53,Matches
1748,Pol Lozano\Pol-Lozano,es ESP,MFFW,Espanyol,es La Liga,19,1999,5,173,35,5.1,1.9,2,71,1,3,10,12,0.20,0,1,-1,-0.52,+0.31,1.4,1.9,-0.5,-0.26,+0.04,Matches
1749,Sergio Lozano\Sergio-Lozano,es ESP,MF,Villarreal,es La Liga,20,1999,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
1750,Jan Luca Rumpf\Jan-Luca-Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1,90,90,2.9,1.0,1,90,1,0,,2,0.00,1,5,-4,-4.00,-3.00,1.7,2.6,-0.9,-0.85,0.00,Matches
1751,Lucas\Lucas,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,2,65,33,2.1,0.7,0,,0,2,33,18,0.50,1,3,-2,-2.77,-2.83,0.7,2.4,-1.7,-2.33,-2.32,Matches
1752,Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,11,200,18,7.9,2.2,1,74,0,10,13,11,1.45,4,2,+2,+0.90,+0.40,3.8,1.3,+2.4,+1.10,+0.76,Matches
1753,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,36,3132,87,91.6,34.8,36,87,34,0,,0,0.97,51,75,-24,-0.69,+2.12,50.8,76.3,-25.6,-0.73,+0.68,Matches
1754,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,24,1995,24,1988,83,58.1,22.1,23,86,21,1,3,1,1.29,25,33,-8,-0.36,-0.43,20.6,31.2,-10.7,-0.48,-0.40,Matches
1755,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,32,1987,38,2519,66,73.7,28.0,29,80,11,9,23,0,1.29,32,38,-6,-0.21,-0.21,28.4,48.6,-20.2,-0.72,-0.86,Matches
1756,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,30,2480,83,72.5,27.6,28,86,24,2,32,5,2.07,68,34,+34,+1.23,-0.30,60.1,29.8,+30.3,+1.10,+0.12,Matches
1757,José Luis Rodríguez\Jose-Luis-Rodriguez,pa PAN,FW,Alavés,es La Liga,21,1998,1,22,22,0.6,0.2,0,,0,1,22,6,0.00,0,0,0,0.00,+0.66,0.1,0.4,-0.3,-1.28,-0.86,Matches
1758,José Luis Trápaga\Jose-Luis-Trapaga,es ESP,DF,Betis,es La Liga,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1759,David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,33,2809,85,82.1,31.2,32,87,30,1,25,3,1.42,47,38,+9,+0.29,+0.44,41.5,50.1,-8.6,-0.27,-0.46,Matches
1760,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,36,2612,73,76.4,29.0,28,87,24,8,20,1,0.94,29,51,-22,-0.76,-0.31,29.6,51.4,-21.7,-0.75,-0.29,Matches
1761,Jordan Lukaku\Jordan-Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,13,396,30,11.6,4.4,1,45,0,12,29,13,1.69,9,4,+5,+1.14,+0.18,9.9,6.2,+3.7,+0.85,+0.39,Matches
1762,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,26,1993,36,2979,83,87.1,33.1,33,88,25,3,27,0,2.11,67,31,+36,+1.09,-0.75,61.6,35.2,+26.4,+0.80,-0.27,Matches
1763,Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,Bayern Munich,de Bundesliga,19,2000,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
1764,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,21,1997,30,2031,68,66.4,22.6,24,76,6,6,37,4,1.13,28,37,-9,-0.40,-0.22,26.6,34.6,-7.9,-0.35,-0.10,Matches
1765,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,22,1996,30,1861,62,54.4,20.7,20,85,14,10,17,3,1.07,20,39,-19,-0.92,-0.75,20.0,35.8,-15.8,-0.76,-0.50,Matches
1766,Senad Lulić\Senad-Lulic,ba BIH,DF,Lazio,it Serie A,33,1986,20,1573,79,46.0,17.5,20,79,10,0,,1,2.35,42,17,+25,+1.43,+0.85,33.1,20.9,+12.2,+0.70,+0.37,Matches
1767,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,34,2458,72,71.9,27.3,26,87,21,8,25,1,1.38,27,29,-2,-0.07,-0.26,29.9,36.2,-6.3,-0.23,-0.22,Matches
1768,Andriy Lunin\Andriy-Lunin,ua UKR,GK,Valladolid,es La Liga,20,1999,0,,,,,0,,0,0,,19,,,,,,,,,,,,Matches
1769,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,22,1996,9,529,59,15.5,5.9,5,81,4,4,31,29,1.44,4,8,-4,-0.68,-1.15,9.5,6.0,+3.4,+0.58,-0.03,Matches
1770,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MFFW,Nice,fr Ligue 1,22,1997,15,982,65,39.0,10.9,11,83,5,4,18,10,1.40,13,14,-1,-0.09,-0.33,11.9,17.0,-5.2,-0.47,-0.39,Matches
1771,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,900,90,29.4,10.0,10,90,10,0,,23,1.20,10,12,-2,-0.20,+0.47,10.7,14.0,-3.4,-0.34,+0.06,Matches
1772,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,22,1997,17,1176,69,34.4,13.1,15,76,8,2,17,11,0.65,8,24,-16,-1.22,-0.98,12.3,21.7,-9.5,-0.72,-0.29,Matches
1773,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,20,1338,67,39.1,14.9,14,80,9,6,36,15,1.15,15,19,-4,-0.27,-0.27,15.0,25.9,-10.9,-0.73,-0.52,Matches
1774,Yann M'Vila\Yann-MVila,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1990,23,1942,84,77.1,21.6,21,90,20,2,31,2,1.00,19,37,-18,-0.83,-1.15,19.3,29.3,-10.0,-0.47,-1.01,Matches
1775,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,eng Premier League,20,1998,9,352,39,10.3,3.9,4,70,0,5,14,1,1.44,4,6,-2,-0.51,-0.13,4.7,5.0,-0.3,-0.07,+0.32,Matches
1776,Matt Macey\Matt-Macey,eng ENG,GK,Arsenal,eng Premier League,24,1994,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
1777,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,es La Liga,26,1993,36,2129,59,62.3,23.7,20,82,7,16,31,1,1.47,36,30,+6,+0.25,+0.18,27.8,25.5,+2.2,+0.09,+0.26,Matches
1778,Yvann Macon\Yvann-Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,1998,2,95,48,3.8,1.1,2,48,0,0,,4,0.00,0,4,-4,-3.79,-3.34,0.9,2.1,-1.2,-1.13,-0.93,Matches
1779,James Maddison\James-Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,31,2624,85,76.7,29.2,29,88,23,2,36,0,1.68,51,26,+25,+0.86,+0.74,46.7,34.8,+11.9,+0.41,-0.17,Matches
1780,Jacob Maddox\Jacob-Maddox,eng ENG,MF,Southampton,eng Premier League,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1781,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Alavés,es La Liga,25,1993,17,1197,70,35.0,13.3,13,88,12,4,13,11,1.12,12,30,-18,-1.35,-1.07,12.7,23.2,-10.4,-0.79,-0.55,Matches
1782,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,22,1397,64,40.8,15.5,15,86,12,7,16,11,1.32,22,26,-4,-0.26,-0.70,17.8,28.5,-10.7,-0.69,-0.81,Matches
1783,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DFMF,Brescia,it Serie A,23,1995,2,115,58,3.4,1.3,1,90,1,1,25,9,1.50,0,4,-4,-3.13,-2.04,0.9,4.8,-3.9,-3.07,-2.21,Matches
1784,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,8,145,18,4.2,1.6,1,75,0,7,10,7,1.88,5,5,0,0.00,-0.16,4.1,3.5,+0.6,+0.36,+0.59,Matches
1785,Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,8,236,30,9.4,2.6,2,86,1,6,11,8,1.13,2,4,-2,-0.76,-0.72,2.5,2.4,+0.1,+0.04,+0.44,Matches
1786,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.74,66,36,+30,+0.79,,59.4,37.4,+22.0,+0.58,,Matches
1787,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,3,152,51,4.4,1.7,1,90,1,2,31,6,0.00,1,3,-2,-1.18,-0.55,1.6,3.2,-1.6,-0.95,-0.54,Matches
1788,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,33,1944,59,56.8,21.6,21,79,12,12,23,5,2.09,65,15,+50,+2.31,+1.28,56.2,20.1,+36.1,+1.67,+0.32,Matches
1789,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,3,48,16,1.9,0.5,0,,0,3,15,4,1.00,2,0,+2,+3.75,+3.53,0.9,0.4,+0.5,+0.93,+0.58,Matches
1790,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,14,535,38,17.5,5.9,5,74,3,9,18,5,1.21,8,12,-4,-0.67,-0.42,7.8,11.1,-3.2,-0.55,-0.28,Matches
1791,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,23,1996,26,2266,87,89.9,25.2,26,87,21,0,,1,1.31,26,30,-4,-0.16,+1.26,25.4,30.3,-4.9,-0.19,+0.55,Matches
1792,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28,2520,90,100.0,28.0,28,90,28,0,,0,1.75,35,27,+8,+0.29,,39.7,29.6,+10.1,+0.36,,Matches
1793,Archie Mair\Archie-Mair,sco SCO,GK,Norwich City,eng Premier League,18,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1794,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,20,1386,69,40.5,15.4,15,87,14,5,17,8,1.70,22,21,+1,+0.06,-0.24,21.4,23.1,-1.7,-0.11,+0.14,Matches
1795,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,21,735,35,29.2,8.2,6,87,4,15,14,5,1.29,12,9,+3,+0.37,+0.22,10.0,7.1,+2.9,+0.35,+0.67,Matches
1796,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,7,371,53,15.3,4.1,4,81,1,3,15,0,1.57,6,3,+3,+0.73,+0.86,6.3,2.6,+3.8,+0.91,+0.90,Matches
1797,Žan Majer\Zan-Majer,si SVN,MF,Lecce,it Serie A,27,1992,27,1664,62,48.7,18.5,19,74,6,8,33,1,1.11,27,42,-15,-0.81,+0.11,25.5,43.8,-18.2,-0.99,-0.38,Matches
1798,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MFFW,Toulouse,fr Ligue 1,21,1998,19,988,52,39.2,11.0,12,76,5,7,12,7,0.68,10,23,-13,-1.18,+0.17,11.2,18.2,-6.9,-0.63,-0.21,Matches
1799,Haralambos Makridis\Haralambos-Makridis,gr GRE,FW,M'Gladbach,de Bundesliga,23,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1800,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,24,1995,35,2895,83,84.6,32.2,33,87,28,2,10,0,1.51,39,31,+8,+0.25,+0.59,33.9,33.1,+0.8,+0.03,+0.35,Matches
1801,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,27,1991,22,1799,82,52.6,20.0,20,87,18,2,30,8,1.70,33,24,+9,+0.45,+0.34,33.5,20.1,+13.4,+0.67,+0.14,Matches
1802,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,4,256,64,7.5,2.8,3,83,2,1,7,9,1.75,7,2,+5,+1.76,+1.59,5.0,3.2,+1.8,+0.64,+0.04,Matches
1803,Daniel Maldini\Daniel-Maldini,it ITA,FW,Milan,it Serie A,17,2001,2,27,14,0.8,0.3,0,,0,2,14,14,2.00,0,0,0,0.00,-0.45,0.1,0.0,+0.1,+0.39,+0.06,Matches
1804,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,26,1993,34,1535,45,44.9,17.1,12,75,4,22,29,2,2.09,44,19,+25,+1.47,+0.27,36.7,17.2,+19.6,+1.15,+0.15,Matches
1805,Aly Mallé\Aly-Malle,ml MLI,FW,Udinese,it Serie A,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
