Player,Nation,Pos,Squad,Comp,Born,matches_played,minutes_played,minutes_per_match_played,minutes_played_percent,90s_played,starts,minutes_per_starts,completed_matches,sub_played,minutes_per_sub,unused_sub,points_per_match,team_goals_scored_while_playing,team_goals_against_while_playing,plus_minus_goals_while_playing,plus_minus_goals_while_playing_per_90,net_goals_playing_per_90,season,expected_team_goals_while_playing,expected_team_goals_against_while_playing,xg_difference_while_playing,xg_difference_while_playing_per_90,net_xg_difference
Jesé,es ESP,MFFW,Las Palmas,es La Liga,1993.0,16,1162.0,73.0,34.0,12.9,13,,11.0,3,,0,0.69,18.0,32.0,-14.0,-1.08,-0.81,2017,,,,,
Gabriel Jesus,br BRA,FWMF,Manchester City,eng Premier League,1997.0,10,650.0,65.0,19.0,7.2,8,,5.0,2,,0,2.4,22.0,5.0,17.0,2.35,1.57,2017,,,,,
Juan Jesus,br BRA,DF,Roma,it Serie A,1991.0,20,1193.0,60.0,34.9,13.3,13,,11.0,7,,16,2.75,33.0,10.0,23.0,1.74,0.56,2017,,,,,
Joaquín,es ESP,FWMF,Betis,es La Liga,1981.0,28,1667.0,60.0,48.7,18.5,19,,5.0,9,,3,1.04,20.0,32.0,-12.0,-0.65,-0.08,2017,,,,,
Aron Jóhannsson,us USA,FW,Werder Bremen,de Bundesliga,1990.0,9,269.0,30.0,8.8,3.0,2,,0.0,7,,13,0.56,5.0,8.0,-3.0,-1.0,-1.0,2017,,,,,
Ola John,nl NED,MFFW,La Coruña,es La Liga,1992.0,11,355.0,32.0,10.4,3.9,3,,0.0,8,,3,1.18,6.0,6.0,0.0,0.0,0.53,2017,,,,,
Fabian Johnson,us USA,MFFW,M'Gladbach,de Bundesliga,1987.0,21,1252.0,60.0,40.9,13.9,12,,6.0,9,,0,1.43,20.0,16.0,4.0,0.29,0.69,2017,,,,,
Glen Johnson,eng ENG,DF,Stoke City,eng Premier League,1984.0,23,1957.0,85.0,57.2,21.7,21,,21.0,2,,1,1.22,28.0,34.0,-6.0,-0.28,0.28,2017,,,,,
Miloš Jojić,rs SRB,MF,Köln,de Bundesliga,1992.0,19,1085.0,57.0,35.5,12.1,13,,4.0,6,,12,1.58,23.0,20.0,3.0,0.25,-0.02,2017,,,,,
Billy Jones,eng ENG,DFMF,Sunderland,eng Premier League,1987.0,27,2270.0,84.0,66.4,25.2,25,,22.0,2,,1,0.67,18.0,49.0,-31.0,-1.23,-0.52,2017,,,,,
David Jones,eng ENG,MF,Burnley,eng Premier League,1984.0,1,86.0,86.0,2.5,1.0,1,,0.0,0,,0,0.0,0.0,1.0,-1.0,-1.05,-0.64,2017,,,,,
Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,1992.0,18,1584.0,88.0,46.3,17.6,18,,17.0,0,,1,1.78,25.0,14.0,11.0,0.62,-0.06,2017,,,,,
Jony,es ESP,MF,Málaga,es La Liga,1991.0,24,1242.0,52.0,36.3,13.8,15,,2.0,9,,10,1.04,18.0,21.0,-3.0,-0.22,-0.09,2017,,,,,
Park Joo-ho,kr KOR,DF,Dortmund,de Bundesliga,1987.0,2,65.0,33.0,2.1,0.7,1,,0.0,1,,1,1.0,1.0,2.0,-1.0,-1.38,-2.38,2017,,,,,
Jorge,br BRA,DF,Monaco,fr Ligue 1,1996.0,2,91.0,46.0,2.7,1.0,1,,1.0,1,,8,3.0,3.0,2.0,1.0,0.99,-1.04,2017,,,,,
Jorginho,gw GNB,MF,Saint-Étienne,fr Ligue 1,1995.0,5,259.0,52.0,7.6,2.9,3,,1.0,2,,1,1.0,6.0,1.0,5.0,1.74,1.91,2017,,,,,
Jorginho,it ITA,MF,Napoli,it Serie A,1991.0,27,2134.0,79.0,62.4,23.7,27,,13.0,0,,10,2.41,62.0,19.0,43.0,1.81,0.97,2017,,,,,
Willian José,br BRA,FW,Real Sociedad,es La Liga,1991.0,28,2052.0,73.0,60.0,22.8,27,,10.0,1,,1,1.68,37.0,33.0,4.0,0.18,0.04,2017,,,,,
Joselu,es ESP,FW,La Coruña,es La Liga,1990.0,20,883.0,44.0,25.8,9.8,9,,5.0,11,,1,0.95,11.0,20.0,-9.0,-0.92,-0.6,2017,,,,,
Jota,es ESP,MF,Eibar,es La Liga,1991.0,5,200.0,40.0,5.8,2.2,3,,0.0,2,,2,1.2,2.0,2.0,0.0,0.0,-0.14,2017,,,,,
Yann Jouffre,fr FRA,MF,Metz,fr Ligue 1,1984.0,20,1283.0,64.0,37.5,14.3,14,,5.0,6,,1,1.5,23.0,20.0,3.0,0.21,1.73,2017,,,,,
Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,1996.0,8,704.0,88.0,20.6,7.8,8,,7.0,0,,5,1.5,12.0,10.0,2.0,0.26,-0.01,2017,,,,,
Stevan Jovetić,me MNE,FWMF,Inter,it Serie A,1989.0,5,73.0,15.0,2.1,0.8,0,,0.0,5,,9,1.4,7.0,2.0,5.0,6.16,5.68,2017,,,,,
Stevan Jovetić,me MNE,FW,Sevilla,es La Liga,1989.0,21,1206.0,57.0,35.3,13.4,12,,5.0,9,,0,1.71,27.0,18.0,9.0,0.67,0.22,2017,,,,,
Jozabed,es ESP,MF,Celta Vigo,es La Liga,1991.0,19,1090.0,57.0,31.9,12.1,12,,4.0,7,,1,0.95,14.0,22.0,-8.0,-0.66,-0.35,2017,,,,,
Juanfran,es ESP,DF,Atlético Madrid,es La Liga,1985.0,23,1979.0,86.0,57.9,22.0,21,,20.0,2,,6,2.04,39.0,17.0,22.0,1.0,-0.31,2017,,,,,
Juanfran,es ESP,DF,La Coruña,es La Liga,1988.0,34,2954.0,87.0,86.4,32.8,34,,29.0,0,,2,0.94,39.0,52.0,-13.0,-0.4,0.57,2017,,,,,
Juankar,es ESP,DFMF,Málaga,es La Liga,1990.0,28,2058.0,74.0,60.2,22.9,23,,15.0,5,,2,1.29,26.0,35.0,-9.0,-0.39,-0.59,2017,,,,,
Juanmi,es ESP,FWMF,Real Sociedad,es La Liga,1993.0,35,1842.0,53.0,53.9,20.5,19,,7.0,16,,1,1.66,27.0,27.0,0.0,0.0,-0.34,2017,,,,,
Juanpi,ve VEN,MFFW,Málaga,es La Liga,1994.0,22,1471.0,67.0,43.0,16.3,16,,10.0,6,,1,1.14,19.0,24.0,-5.0,-0.31,-0.26,2017,,,,,
Mariano Julio Izco,ar ARG,MFDF,Chievo,it Serie A,1983.0,25,1171.0,47.0,34.2,13.0,12,,7.0,13,,11,1.0,10.0,27.0,-17.0,-1.31,-1.27,2017,,,,,
Christopher Jullien,fr FRA,DF,Toulouse,fr Ligue 1,1993.0,35,3150.0,90.0,92.1,35.0,35,,34.0,0,,0,1.09,33.0,36.0,-3.0,-0.09,0.25,2017,,,,,
David Juncà,es ESP,DF,Eibar,es La Liga,1993.0,9,687.0,76.0,20.1,7.6,7,,7.0,2,,9,0.78,6.0,11.0,-5.0,-0.66,-0.98,2017,,,,,
Anthony Jung,de GER,MFDF,Ingolstadt 04,de Bundesliga,1991.0,16,704.0,44.0,23.0,7.8,8,,3.0,8,,13,1.13,7.0,11.0,-4.0,-0.51,0.14,2017,,,,,
Gideon Jung,de GER,MFDF,Hamburger SV,de Bundesliga,1994.0,29,2371.0,82.0,77.5,26.3,26,,24.0,3,,1,1.21,29.0,46.0,-17.0,-0.65,0.79,2017,,,,,
Sebastian Jung,de GER,DF,Wolfsburg,de Bundesliga,1990.0,4,293.0,73.0,9.6,3.3,4,,1.0,0,,3,1.0,4.0,4.0,0.0,0.0,0.59,2017,,,,,
Florian Jungwirth,de GER,MFDF,Darmstadt 98,de Bundesliga,1989.0,16,1146.0,72.0,37.5,12.7,12,,11.0,4,,0,0.56,11.0,24.0,-13.0,-1.02,0.01,2017,,,,,
Zlatko Junuzović,at AUT,MF,Werder Bremen,de Bundesliga,1987.0,30,2494.0,83.0,81.5,27.7,28,,24.0,2,,0,1.3,47.0,49.0,-2.0,-0.07,0.09,2017,,,,,
Lukas Jutkiewicz,eng ENG,FW,Burnley,eng Premier League,1989.0,2,13.0,7.0,0.4,0.1,0,,0.0,2,,1,1.5,0.0,0.0,0.0,0.0,0.42,2017,,,,,
Younès Kaabouni,fr FRA,MF,Bordeaux,fr Ligue 1,1995.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Christian Kabasele,be BEL,DFMF,Watford,eng Premier League,1991.0,16,771.0,48.0,22.5,8.6,7,,3.0,9,,6,0.88,4.0,15.0,-11.0,-1.28,-0.71,2017,,,,,
Younès Kaboul,fr FRA,DF,Watford,eng Premier League,1986.0,22,1820.0,83.0,53.2,20.2,22,,17.0,0,,2,1.23,23.0,34.0,-11.0,-0.54,0.41,2017,,,,,
Younès Kaboul,fr FRA,DF,Sunderland,eng Premier League,1986.0,1,90.0,90.0,2.6,1.0,1,,1.0,0,,0,0.0,1.0,2.0,-1.0,-1.0,0.05,2017,,,,,
Alexander Kačaniklić,se SWE,MFFW,Nantes,fr Ligue 1,1991.0,17,701.0,41.0,20.5,7.8,7,,0.0,10,,9,0.94,6.0,8.0,-2.0,-0.26,0.14,2017,,,,,
Gojko Kačar,rs SRB,MFDF,Augsburg,de Bundesliga,1987.0,22,1097.0,50.0,35.8,12.2,11,,5.0,11,,3,1.18,11.0,23.0,-12.0,-0.98,-0.8,2017,,,,,
Omar El Kaddouri,ma MAR,MF,Napoli,it Serie A,1990.0,5,45.0,9.0,1.3,0.5,0,,0.0,5,,6,1.4,0.0,2.0,-2.0,-4.0,-5.52,2017,,,,,
Omar El Kaddouri,ma MAR,MF,Empoli,it Serie A,1990.0,15,1244.0,83.0,36.4,13.8,15,,8.0,0,,0,0.73,12.0,26.0,-14.0,-1.01,-0.27,2017,,,,,
Julius Kade,de GER,MF,Hertha BSC,de Bundesliga,1999.0,1,10.0,10.0,0.3,0.1,0,,0.0,1,,7,0.0,0.0,0.0,0.0,0.0,0.12,2017,,,,,
Pavel Kadeřábek,cz CZE,MFDF,Hoffenheim,de Bundesliga,1992.0,23,1974.0,86.0,64.5,21.9,22,,20.0,1,,2,1.74,41.0,21.0,20.0,0.91,0.33,2017,,,,,
Shinji Kagawa,jp JPN,MF,Dortmund,de Bundesliga,1989.0,21,1261.0,60.0,41.2,14.0,13,,8.0,8,,7,1.9,29.0,18.0,11.0,0.79,-0.27,2017,,,,,
Sullay Kaikai,eng ENG,FWMF,Crystal Palace,eng Premier League,1995.0,1,24.0,24.0,0.7,0.3,0,,0.0,1,,5,0.0,0.0,0.0,0.0,0.0,0.34,2017,,,,,
Florian Kainz,at AUT,MF,Werder Bremen,de Bundesliga,1992.0,14,311.0,22.0,10.2,3.5,1,,0.0,13,,12,1.64,11.0,5.0,6.0,1.74,2.03,2017,,,,,
Dominik Kaiser,de GER,MF,RB Leipzig,de Bundesliga,1988.0,25,961.0,38.0,31.4,10.7,7,,4.0,18,,9,2.32,20.0,12.0,8.0,0.75,-0.07,2017,,,,,
Gaël Kakuta,cd COD,MF,La Coruña,es La Liga,1991.0,10,538.0,54.0,15.7,6.0,8,,1.0,2,,1,0.7,8.0,11.0,-3.0,-0.5,-0.03,2017,,,,,
Nikola Kalinić,hr CRO,FW,Fiorentina,it Serie A,1988.0,32,2485.0,78.0,72.7,27.6,26,,21.0,6,,1,1.56,46.0,37.0,9.0,0.33,0.61,2017,,,,,
Zsolt Kalmár,hu HUN,MF,RB Leipzig,de Bundesliga,1995.0,0,,,,,0,,0.0,0,,7,,,,,,,2017,,,,,
Salomon Kalou,ci CIV,MF,Hertha BSC,de Bundesliga,1985.0,26,1982.0,76.0,64.8,22.0,25,,8.0,1,,4,1.35,26.0,27.0,-1.0,-0.05,0.21,2017,,,,,
Aldo Kalulu,fr FRA,FW,Lyon,fr Ligue 1,1996.0,4,78.0,20.0,2.3,0.9,1,,0.0,3,,4,1.0,1.0,2.0,-1.0,-1.15,-1.96,2017,,,,,
Aldo Kalulu,fr FRA,FWMF,Rennes,fr Ligue 1,1996.0,10,420.0,42.0,12.3,4.7,5,,0.0,5,,3,0.9,1.0,6.0,-5.0,-1.07,-1.04,2017,,,,,
François Kamano,gn GUI,FW,Bordeaux,fr Ligue 1,1996.0,30,1695.0,57.0,49.6,18.8,17,,8.0,13,,6,1.67,33.0,16.0,17.0,0.9,1.27,2017,,,,,
Boubacar Kamara,fr FRA,DFMF,Marseille,fr Ligue 1,1999.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Wilson Kamavuaka,cd COD,MF,Darmstadt 98,de Bundesliga,1990.0,8,502.0,63.0,16.4,5.6,6,,1.0,2,,1,1.13,8.0,10.0,-2.0,-0.36,0.8,2017,,,,,
Kevin Kampl,si SVN,MF,Leverkusen,de Bundesliga,1990.0,30,2540.0,85.0,83.0,28.2,28,,27.0,2,,0,1.03,40.0,45.0,-5.0,-0.18,-0.7,2017,,,,,
Harry Kane,eng ENG,FW,Tottenham,eng Premier League,1993.0,30,2521.0,84.0,73.7,28.0,29,,13.0,1,,0,2.27,64.0,19.0,45.0,1.61,0.1,2017,,,,,
N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,1991.0,35,3138.0,90.0,91.8,34.9,35,,34.0,0,,1,2.4,78.0,33.0,45.0,1.29,-0.94,2017,,,,,
Abdelhamid El Kaoutari,ma MAR,DF,Bastia,fr Ligue 1,1990.0,18,1352.0,75.0,39.5,15.0,16,,13.0,2,,4,0.72,8.0,31.0,-23.0,-1.53,-1.44,2017,,,,,
Wilfrid Kaptoum,cm CMR,MF,Barcelona,es La Liga,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Bartosz Kapustka,pl POL,MF,Leicester City,eng Premier League,1996.0,0,,,,,0,,0.0,0,,8,,,,,,,2017,,,,,
Yann Karamoh,fr FRA,MFFW,Caen,fr Ligue 1,1998.0,35,2201.0,63.0,64.4,24.5,25,,11.0,10,,0,0.97,26.0,39.0,-13.0,-0.53,0.65,2017,,,,,
Benjamin Karamoko,ml MLI,DF,Saint-Étienne,fr Ligue 1,1995.0,1,60.0,60.0,1.8,0.7,1,,0.0,0,,4,3.0,2.0,1.0,1.0,1.5,1.55,2017,,,,,
Grigoris Kastanos,cy CYP,MFFW,Pescara,it Serie A,1998.0,8,280.0,35.0,8.2,3.1,3,,1.0,5,,9,0.0,3.0,14.0,-11.0,-3.54,-2.59,2017,,,,,
Aleksandar Katai,rs SRB,MFFW,Alavés,es La Liga,1991.0,20,785.0,39.0,23.0,8.7,8,,1.0,12,,10,1.1,12.0,14.0,-2.0,-0.23,-0.23,2017,,,,,
Moise Kean,it ITA,FW,Juventus,it Serie A,2000.0,3,21.0,7.0,0.6,0.2,0,,0.0,3,,10,3.0,2.0,0.0,2.0,8.57,7.3,2017,,,,,
Michael Keane,eng ENG,DF,Burnley,eng Premier League,1993.0,35,3150.0,90.0,92.1,35.0,35,,35.0,0,,0,1.11,35.0,49.0,-14.0,-0.4,0.27,2017,,,,,
Will Keane,eng ENG,FW,Hull City,eng Premier League,1993.0,5,280.0,56.0,8.2,3.1,4,,1.0,1,,3,0.8,2.0,10.0,-8.0,-2.57,-1.57,2017,,,,,
Thilo Kehrer,de GER,DF,Schalke 04,de Bundesliga,1996.0,16,1080.0,68.0,35.3,12.0,12,,11.0,4,,6,1.31,16.0,16.0,0.0,0.0,-0.23,2017,,,,,
Abdoulaye Keita,ml MLI,DFMF,Bastia,fr Ligue 1,1994.0,21,1471.0,70.0,43.0,16.3,14,,14.0,7,,7,0.76,14.0,28.0,-14.0,-0.86,-0.35,2017,,,,,
Naby Keïta,gn GUI,MF,RB Leipzig,de Bundesliga,1995.0,31,2409.0,78.0,78.7,26.8,29,,20.0,2,,1,2.1,54.0,30.0,24.0,0.9,0.48,2017,,,,,
Keko,es ESP,MF,Málaga,es La Liga,1991.0,22,1048.0,48.0,30.6,11.6,13,,0.0,9,,3,1.09,12.0,16.0,-4.0,-0.34,-0.27,2017,,,,,
Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,1990.0,29,2123.0,73.0,62.1,23.6,25,,15.0,4,,4,1.0,30.0,44.0,-14.0,-0.59,-0.66,2017,,,,,
Olivier Kemen,fr FRA,MF,Lyon,fr Ligue 1,1996.0,2,60.0,30.0,1.8,0.7,0,,0.0,2,,2,0.5,0.0,1.0,-1.0,-1.5,-2.3,2017,,,,,
Daniel Kemp,eng ENG,MF,West Ham,eng Premier League,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Marc-Oliver Kempf,de GER,DF,Freiburg,de Bundesliga,1995.0,13,1147.0,88.0,37.5,12.7,12,,12.0,1,,0,1.38,14.0,23.0,-9.0,-0.71,-0.28,2017,,,,,
Kenedy,br BRA,MF,Chelsea,eng Premier League,1996.0,1,74.0,74.0,2.2,0.8,1,,0.0,0,,0,3.0,3.0,3.0,0.0,0.0,-1.4,2017,,,,,
Kenedy,br BRA,FWMF,Watford,eng Premier League,1996.0,1,16.0,16.0,0.5,0.2,0,,0.0,1,,2,0.0,0.0,0.0,0.0,0.0,0.74,2017,,,,,
Jonjoe Kenny,eng ENG,DFFW,Everton,eng Premier League,1997.0,1,13.0,13.0,0.4,0.1,0,,0.0,1,,7,0.0,0.0,0.0,0.0,0.0,-0.48,2017,,,,,
Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,1986.0,35,3134.0,90.0,91.6,34.8,35,,34.0,0,,2,1.31,43.0,48.0,-5.0,-0.14,0.49,2017,,,,,
Franck Kessié,ci CIV,MF,Atalanta,it Serie A,1996.0,30,2220.0,74.0,64.9,24.7,25,,17.0,5,,1,1.9,45.0,31.0,14.0,0.57,0.04,2017,,,,,
Billy Ketkeophomphone,fr FRA,FWMF,Angers,fr Ligue 1,1990.0,5,292.0,58.0,8.5,3.2,4,,2.0,1,,0,1.2,2.0,4.0,-2.0,-0.62,-0.42,2017,,,,,
Hamidou Keyta,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,1994.0,4,163.0,41.0,4.8,1.8,2,,0.0,2,,1,1.75,4.0,1.0,3.0,1.66,1.77,2017,,,,,
Saîf-Eddine Khaoui,tn TUN,MF,Marseille,fr Ligue 1,1995.0,9,149.0,17.0,4.4,1.7,1,,0.0,8,,8,1.22,1.0,1.0,0.0,0.0,-0.44,2017,,,,,
Wahbi Khazri,tn TUN,MFFW,Sunderland,eng Premier League,1991.0,21,849.0,40.0,24.8,9.4,7,,4.0,14,,12,0.33,7.0,21.0,-14.0,-1.48,-0.57,2017,,,,,
Rani Khedira,de GER,MF,RB Leipzig,de Bundesliga,1994.0,10,163.0,16.0,5.3,1.8,1,,0.0,9,,17,2.4,3.0,7.0,-4.0,-2.21,-3.17,2017,,,,,
Sami Khedira,de GER,MF,Juventus,it Serie A,1987.0,31,2539.0,82.0,74.2,28.2,31,,20.0,0,,3,2.35,51.0,20.0,31.0,1.1,-0.84,2017,,,,,
Isaac Kiese Thelin,se SWE,FW,Bordeaux,fr Ligue 1,1992.0,7,238.0,34.0,7.0,2.6,2,,2.0,5,,6,1.0,5.0,3.0,2.0,0.76,0.53,2017,,,,,
Stefan Kießling,de GER,FW,Leverkusen,de Bundesliga,1984.0,20,756.0,38.0,24.7,8.4,6,,4.0,14,,3,1.2,13.0,12.0,1.0,0.12,0.24,2017,,,,,
Michael Kightly,eng ENG,MF,Burnley,eng Premier League,1986.0,5,104.0,21.0,3.0,1.2,1,,0.0,4,,15,1.2,2.0,1.0,1.0,0.87,1.33,2017,,,,,
Kike,es ESP,FW,Eibar,es La Liga,1989.0,24,1528.0,64.0,44.7,17.0,18,,5.0,6,,3,1.42,23.0,20.0,3.0,0.18,0.08,2017,,,,,
Joshua Kimmich,de GER,MFDF,Bayern Munich,de Bundesliga,1995.0,27,1547.0,57.0,50.6,17.2,15,,9.0,12,,6,2.52,39.0,15.0,24.0,1.4,-1.16,2017,,,,,
Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,1995.0,19,1710.0,90.0,50.0,19.0,19,,19.0,0,,12,2.53,44.0,9.0,35.0,1.84,0.74,2017,,,,,
Andy King,wal WAL,MF,Leicester City,eng Premier League,1988.0,23,1446.0,63.0,42.3,16.1,15,,10.0,8,,14,1.09,23.0,26.0,-3.0,-0.19,0.36,2017,,,,,
Joshua King,no NOR,MFFW,Bournemouth,eng Premier League,1992.0,36,2713.0,75.0,79.3,30.1,31,,18.0,5,,0,1.17,38.0,54.0,-16.0,-0.53,-1.04,2017,,,,,
Stephen Kingsley,sco SCO,DF,Swansea City,eng Premier League,1994.0,13,1036.0,80.0,30.3,11.5,12,,11.0,1,,10,0.92,9.0,20.0,-11.0,-0.96,-0.43,2017,,,,,
Jan Kirchhoff,de GER,MF,Sunderland,eng Premier League,1990.0,7,433.0,62.0,12.7,4.8,5,,1.0,2,,0,0.57,4.0,11.0,-7.0,-1.45,-0.46,2017,,,,,
Ricardo Kishna,nl NED,MFFW,Lille,fr Ligue 1,1995.0,11,504.0,46.0,14.7,5.6,5,,0.0,6,,2,0.91,7.0,5.0,2.0,0.36,0.63,2017,,,,,
Ricardo Kishna,nl NED,FW,Lazio,it Serie A,1995.0,5,158.0,32.0,4.6,1.8,2,,0.0,3,,11,2.0,5.0,2.0,3.0,1.71,1.16,2017,,,,,
Sonny Kittel,de GER,MFFW,Ingolstadt 04,de Bundesliga,1993.0,20,794.0,40.0,25.9,8.8,7,,1.0,13,,5,1.15,11.0,19.0,-8.0,-0.91,-0.39,2017,,,,,
Sofian Kiyine,ma MAR,MF,Chievo,it Serie A,1997.0,7,73.0,10.0,2.1,0.8,0,,0.0,7,,13,0.86,1.0,3.0,-2.0,-2.47,-2.04,2017,,,,,
Hiroshi Kiyotake,jp JPN,MFFW,Sevilla,es La Liga,1989.0,4,284.0,71.0,8.3,3.2,3,,2.0,1,,7,2.0,9.0,6.0,3.0,0.95,0.46,2017,,,,,
Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,1985.0,20,1410.0,71.0,41.2,15.7,15,,15.0,5,,13,2.2,34.0,19.0,15.0,0.96,0.02,2017,,,,,
László Kleinheisler,hu HUN,MF,Darmstadt 98,de Bundesliga,1994.0,12,776.0,65.0,25.4,8.6,10,,2.0,2,,4,0.67,8.0,15.0,-7.0,-0.81,0.29,2017,,,,,
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,1996.0,1,90.0,90.0,2.9,1.0,1,,1.0,0,,0,3.0,1.0,0.0,1.0,1.0,0.21,2017,,,,,
Lukas Klünter,de GER,DF,Köln,de Bundesliga,1996.0,8,720.0,90.0,23.5,8.0,8,,8.0,0,,12,1.5,13.0,11.0,2.0,0.25,-0.02,2017,,,,,
Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,1992.0,23,1870.0,81.0,61.1,20.8,21,,19.0,2,,10,1.13,22.0,33.0,-11.0,-0.53,0.0,2017,,,,,
Noel Knothe,de GER,DF,Eint Frankfurt,de Bundesliga,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Kenan Kodro,ba BIH,FW,Osasuna,es La Liga,1993.0,28,1471.0,53.0,43.0,16.3,17,,9.0,11,,2,0.57,16.0,38.0,-22.0,-1.35,0.13,2017,,,,,
Erwin Koffi,fr FRA,DF,Lorient,fr Ligue 1,1995.0,12,997.0,83.0,29.2,11.1,11,,9.0,1,,20,0.83,7.0,22.0,-15.0,-1.35,-0.95,2017,,,,,
Florian Kohls,de GER,MF,Hertha BSC,de Bundesliga,1995.0,0,,,,,0,,0.0,0,,2,,,,,,,2017,,,,,
Dominik Kohr,de GER,MF,Augsburg,de Bundesliga,1994.0,26,1964.0,76.0,64.2,21.8,21,,15.0,5,,1,1.19,24.0,33.0,-9.0,-0.41,0.16,2017,,,,,
Koke,es ESP,MF,Atlético Madrid,es La Liga,1992.0,36,3168.0,88.0,92.6,35.2,36,,33.0,0,,0,2.0,59.0,25.0,34.0,0.97,-2.25,2017,,,,,
Aleksandar Kolarov,rs SRB,DF,Manchester City,eng Premier League,1985.0,29,2535.0,87.0,74.1,28.2,27,,27.0,2,,9,2.17,58.0,27.0,31.0,1.1,0.08,2017,,,,,
Sead Kolašinac,ba BIH,MFDF,Schalke 04,de Bundesliga,1993.0,25,2065.0,83.0,67.5,22.9,24,,18.0,1,,5,1.6,36.0,19.0,17.0,0.74,1.83,2017,,,,,
Randal Kolo Muani,fr FRA,FW,Nantes,fr Ligue 1,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Timothée Kolodziejczak,fr FRA,DF,M'Gladbach,de Bundesliga,1991.0,1,9.0,9.0,0.3,0.1,0,,0.0,1,,14,3.0,0.0,1.0,-1.0,-10.0,-9.91,2017,,,,,
Timothée Kolodziejczak,fr FRA,DF,Sevilla,es La Liga,1991.0,5,331.0,66.0,9.7,3.7,3,,3.0,2,,7,1.6,4.0,5.0,-1.0,-0.27,-0.88,2017,,,,,
Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,1986.0,11,820.0,75.0,24.0,9.1,10,,7.0,1,,9,2.0,22.0,6.0,16.0,1.76,0.89,2017,,,,,
Geoffrey Kondogbia,cf CTA,MF,Inter,it Serie A,1993.0,24,1711.0,71.0,50.0,19.0,20,,11.0,4,,9,1.46,42.0,33.0,9.0,0.47,-0.26,2017,,,,,
Arouna Koné,ci CIV,FW,Everton,eng Premier League,1983.0,5,70.0,14.0,2.0,0.8,0,,0.0,5,,3,1.67,0.0,3.0,-3.0,-3.86,-4.42,2017,,,,,
Bakary Koné,bf BFA,DF,Málaga,es La Liga,1988.0,7,600.0,86.0,17.5,6.7,7,,5.0,0,,5,1.57,12.0,9.0,3.0,0.45,0.74,2017,,,,,
Lamine Koné,ci CIV,DF,Sunderland,eng Premier League,1989.0,30,2545.0,85.0,74.4,28.3,29,,28.0,1,,1,0.73,22.0,46.0,-24.0,-0.85,0.8,2017,,,,,
Mamadou Koné,ci CIV,FW,Leganés,es La Liga,1991.0,5,177.0,35.0,5.2,2.0,1,,1.0,4,,1,0.6,3.0,7.0,-4.0,-2.03,-1.62,2017,,,,,
Panagiotis Kone,gr GRE,MF,Udinese,it Serie A,1987.0,5,301.0,60.0,8.8,3.3,3,,2.0,2,,3,0.8,3.0,8.0,-5.0,-1.5,-1.38,2017,,,,,
Panagiotis Kone,gr GRE,MF,Granada,es La Liga,1987.0,2,46.0,23.0,1.3,0.5,0,,0.0,2,,2,1.5,0.0,1.0,-1.0,-1.96,-0.6,2017,,,,,
Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,1995.0,2,180.0,90.0,5.3,2.0,2,,2.0,0,,6,1.5,3.0,4.0,-1.0,-0.5,-0.33,2017,,,,,
Abdoulay Konko,fr FRA,MFDF,Atalanta,it Serie A,1984.0,10,617.0,62.0,18.0,6.9,7,,4.0,3,,9,1.8,10.0,6.0,4.0,0.58,0.04,2017,,,,,
Yevhen Konoplyanka,ua UKR,FWMF,Schalke 04,de Bundesliga,1989.0,17,609.0,36.0,19.9,6.8,5,,1.0,12,,6,0.88,5.0,12.0,-7.0,-1.03,-1.48,2017,,,,,
Yevhen Konoplyanka,ua UKR,FWMF,Sevilla,es La Liga,1989.0,0,,,,,0,,0.0,0,,1,,,,,,,2017,,,,,
Julian Korb,de GER,DFMF,M'Gladbach,de Bundesliga,1992.0,12,758.0,63.0,24.8,8.4,7,,7.0,5,,16,0.75,8.0,14.0,-6.0,-0.71,-0.79,2017,,,,,
Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,1985.0,33,2822.0,86.0,82.5,31.4,33,,30.0,0,,0,2.0,61.0,36.0,25.0,0.8,-0.41,2017,,,,,
Filip Kostić,rs SRB,MF,Hamburger SV,de Bundesliga,1992.0,31,2518.0,81.0,82.3,28.0,29,,13.0,2,,1,1.23,28.0,45.0,-17.0,-0.61,1.22,2017,,,,,
