Player,Nation,Born,Season,Squad,Comp,passes_completed,passes_attempted,pass_comp_pct,tot_dist_traveled_by_comp_passes,progressive_distance,short_passes_comp,short_pass_att,short_pass_comp_pct,med_passes_comp,med_pass_att,med_pass_comp_pct,long_passes_comp,long_pass_att,long_pass_comp_pct,assists,xA,A_minus_xA,assisted_shots,comp_passes_leading_to_final_third,comp_passes_into_18_yd_box,comp_crosses_into_18_yd_box,prog_passes
Guilherme Arana,br BRA,1997.0,2018.0,Sevilla,es La Liga,107.0,130.0,82.3,1712.0,625.0,50.0,54.0,92.6,49.0,57.0,86.0,5.0,13.0,38.5,0.0,0.1,-0.1,1.0,3.0,1.0,1.0,2.0
Charles Aránguiz,cl CHI,1989.0,2018.0,Leverkusen,de Bundesliga,1485.0,1731.0,85.8,29192.0,8591.0,588.0,651.0,90.3,670.0,745.0,89.9,215.0,304.0,70.7,3.0,1.7,1.3,23.0,165.0,25.0,2.0,197.0
Luiz Araújo,br BRA,1996.0,2018.0,Lille,fr Ligue 1,533.0,757.0,70.4,10652.0,2688.0,218.0,284.0,76.8,214.0,286.0,74.8,91.0,148.0,61.5,2.0,2.3,-0.3,26.0,43.0,30.0,12.0,60.0
Sergio Araujo,ar ARG,1992.0,2018.0,Las Palmas,es La Liga,20.0,22.0,90.9,334.0,62.0,7.0,7.0,100.0,12.0,12.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Anaitz Arbilla,es ESP,1987.0,2018.0,Eibar,es La Liga,1234.0,1583.0,78.0,31812.0,10975.0,283.0,337.0,84.0,557.0,655.0,85.0,380.0,558.0,68.1,1.0,0.5,0.5,10.0,145.0,9.0,2.0,143.0
Scott Arfield,ca CAN,1988.0,2018.0,Burnley,eng Premier League,267.0,382.0,69.9,4126.0,1055.0,140.0,182.0,76.9,105.0,144.0,72.9,14.0,36.0,38.9,1.0,0.5,0.5,7.0,24.0,7.0,1.0,32.0
Samuel Armenteros,se SWE,1990.0,2018.0,Benevento,it Serie A,66.0,84.0,78.6,912.0,128.0,43.0,53.0,81.1,19.0,26.0,73.1,3.0,4.0,75.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0
Yoël Armougom,fr FRA,1998.0,2018.0,Caen,fr Ligue 1,48.0,81.0,59.3,780.0,428.0,24.0,36.0,66.7,21.0,30.0,70.0,3.0,10.0,30.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,6.0
José Arnaiz,es ESP,1995.0,2018.0,Barcelona,es La Liga,3.0,4.0,75.0,54.0,0.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko Arnautović,at AUT,1989.0,2018.0,West Ham,eng Premier League,507.0,751.0,67.5,7316.0,1662.0,296.0,370.0,80.0,149.0,238.0,62.6,37.0,76.0,48.7,6.0,4.4,1.6,33.0,21.0,19.0,7.0,36.0
Maximilian Arnold,de GER,1994.0,2018.0,Wolfsburg,de Bundesliga,1121.0,1425.0,78.7,23646.0,6440.0,386.0,429.0,90.0,497.0,584.0,85.1,229.0,383.0,59.8,0.0,3.8,-3.8,37.0,106.0,21.0,6.0,116.0
Jann-Fiete Arp,de GER,2000.0,2018.0,Hamburger SV,de Bundesliga,91.0,154.0,59.1,1504.0,198.0,51.0,76.0,67.1,28.0,43.0,65.1,9.0,16.0,56.3,0.0,0.7,-0.7,3.0,3.0,2.0,0.0,6.0
Alejandro Arribas,es ESP,1989.0,2018.0,La Coruña,es La Liga,96.0,120.0,80.0,2145.0,586.0,25.0,27.0,92.6,48.0,53.0,90.6,22.0,39.0,56.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0
Sergio Arribas,es ESP,1995.0,2018.0,Leganés,es La Liga,,,,,,,,,,,,,,,0.0,,,,,,,
Harry Arter,ie IRL,1989.0,2018.0,Bournemouth,eng Premier League,486.0,567.0,85.7,9467.0,2229.0,186.0,202.0,92.1,218.0,240.0,90.8,75.0,112.0,67.0,0.0,0.2,-0.2,2.0,52.0,4.0,1.0,46.0
Aythami Artiles,es ESP,1986.0,2018.0,Las Palmas,es La Liga,75.0,90.0,83.3,1629.0,463.0,17.0,19.0,89.5,43.0,47.0,91.5,14.0,23.0,60.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Kwadwo Asamoah,gh GHA,1988.0,2018.0,Juventus,it Serie A,1118.0,1276.0,87.6,20951.0,5838.0,445.0,483.0,92.1,551.0,606.0,90.9,113.0,162.0,69.8,0.0,1.1,-1.1,14.0,95.0,15.0,8.0,87.0
Takuma Asano,jp JPN,1994.0,2018.0,Stuttgart,de Bundesliga,134.0,185.0,72.4,2153.0,525.0,71.0,98.0,72.4,57.0,62.0,91.9,5.0,12.0,41.7,0.0,1.1,-1.1,9.0,7.0,8.0,2.0,15.0
Santiago Ascacíbar,ar ARG,1997.0,2018.0,Stuttgart,de Bundesliga,964.0,1160.0,83.1,17155.0,3940.0,408.0,468.0,87.2,437.0,508.0,86.0,103.0,149.0,69.1,1.0,0.2,0.8,9.0,79.0,8.0,1.0,90.0
Marco Asensio,es ESP,1996.0,2018.0,Real Madrid,es La Liga,1028.0,1226.0,83.8,17010.0,3920.0,564.0,620.0,91.0,362.0,422.0,85.8,91.0,153.0,59.5,4.0,5.6,-1.6,52.0,93.0,40.0,12.0,94.0
Iago Aspas,es ESP,1987.0,2018.0,Celta Vigo,es La Liga,971.0,1290.0,75.3,16511.0,3502.0,502.0,615.0,81.6,349.0,451.0,77.4,106.0,170.0,62.4,5.0,6.5,-1.5,58.0,69.0,51.0,6.0,102.0
Benoît Assou-Ekotto,cm CMR,1984.0,2018.0,Metz,fr Ligue 1,436.0,606.0,71.9,10200.0,5030.0,133.0,149.0,89.3,189.0,241.0,78.4,110.0,202.0,54.5,0.0,0.3,-0.3,8.0,57.0,7.0,4.0,50.0
Simon Asta,de GER,2001.0,2018.0,Augsburg,de Bundesliga,5.0,7.0,71.4,103.0,38.0,1.0,1.0,100.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davide Astori,it ITA,1987.0,2018.0,Fiorentina,it Serie A,1306.0,1507.0,86.7,27670.0,8553.0,391.0,415.0,94.2,671.0,725.0,92.6,231.0,339.0,68.1,1.0,0.2,0.8,6.0,86.0,7.0,0.0,79.0
Christian Atsu,gh GHA,1992.0,2018.0,Newcastle Utd,eng Premier League,363.0,515.0,70.5,5275.0,1585.0,212.0,252.0,84.1,116.0,166.0,69.9,23.0,56.0,41.1,2.0,2.7,-0.7,26.0,18.0,18.0,7.0,32.0
Pierre-Emerick Aubameyang,ga GAB,1989.0,2018.0,Arsenal,eng Premier League,219.0,319.0,68.7,2890.0,505.0,139.0,173.0,80.3,61.0,90.0,67.8,8.0,28.0,28.6,4.0,1.1,2.9,13.0,8.0,5.0,2.0,11.0
Pierre-Emerick Aubameyang,ga GAB,1989.0,2018.0,Dortmund,de Bundesliga,240.0,339.0,70.8,3301.0,512.0,146.0,193.0,75.6,74.0,103.0,71.8,12.0,25.0,48.0,3.0,1.9,1.1,15.0,16.0,9.0,3.0,17.0
Jean-Kévin Augustin,fr FRA,1997.0,2018.0,RB Leipzig,de Bundesliga,223.0,293.0,76.1,3066.0,532.0,142.0,172.0,82.6,58.0,84.0,69.0,11.0,16.0,68.8,5.0,2.4,2.6,14.0,12.0,9.0,2.0,9.0
Ludwig Augustinsson,se SWE,1994.0,2018.0,Werder Bremen,de Bundesliga,1113.0,1435.0,77.6,20237.0,8148.0,479.0,551.0,86.9,501.0,607.0,82.5,123.0,216.0,56.9,1.0,2.7,-1.7,28.0,87.0,28.0,19.0,97.0
Yann Aurel Bisseck,de GER,2000.0,2018.0,Köln,de Bundesliga,75.0,81.0,92.6,1608.0,400.0,16.0,19.0,84.2,44.0,44.0,100.0,15.0,18.0,83.3,0.0,0.0,0.0,0.0,8.0,1.0,0.0,9.0
Serge Aurier,ci CIV,1992.0,2018.0,Tottenham,eng Premier League,758.0,1013.0,74.8,12528.0,4685.0,378.0,456.0,82.9,311.0,402.0,77.4,54.0,110.0,49.1,2.0,1.7,0.3,14.0,41.0,24.0,7.0,70.0
Charlie Austin,eng ENG,1989.0,2018.0,Southampton,eng Premier League,167.0,235.0,71.1,2694.0,437.0,90.0,119.0,75.6,56.0,77.0,72.7,15.0,29.0,51.7,0.0,0.2,-0.2,2.0,14.0,0.0,0.0,14.0
Danilo Avelar,br BRA,1989.0,2018.0,Amiens,fr Ligue 1,535.0,840.0,63.7,10542.0,6072.0,207.0,245.0,84.5,228.0,337.0,67.7,89.0,225.0,39.6,0.0,1.9,-1.9,14.0,56.0,18.0,9.0,88.0
Felipe Avenatti,uy URU,1993.0,2018.0,Bologna,it Serie A,80.0,140.0,57.1,1162.0,202.0,46.0,76.0,60.5,24.0,44.0,54.5,6.0,11.0,54.5,0.0,0.1,-0.1,3.0,5.0,5.0,0.0,8.0
Durel Avounou,cg CGO,1997.0,2018.0,Caen,fr Ligue 1,179.0,268.0,66.8,3071.0,1067.0,80.0,103.0,77.7,73.0,102.0,71.6,17.0,45.0,37.8,0.0,0.7,-0.7,5.0,14.0,1.0,0.0,17.0
Chidozie Awaziem,ng NGA,1997.0,2018.0,Nantes,fr Ligue 1,461.0,635.0,72.6,9971.0,4682.0,140.0,158.0,88.6,233.0,279.0,83.5,84.0,182.0,46.2,0.0,0.2,-0.2,3.0,38.0,3.0,1.0,45.0
André Ayew,gh GHA,1989.0,2018.0,Swansea City,eng Premier League,251.0,318.0,78.9,3638.0,569.0,154.0,184.0,83.7,70.0,85.0,82.4,18.0,28.0,64.3,2.0,1.3,0.7,12.0,14.0,6.0,0.0,14.0
André Ayew,gh GHA,1989.0,2018.0,West Ham,eng Premier League,213.0,286.0,74.5,2868.0,589.0,141.0,174.0,81.0,50.0,65.0,76.9,12.0,24.0,50.0,2.0,0.3,1.7,2.0,10.0,5.0,1.0,14.0
Jordan Ayew,gh GHA,1991.0,2018.0,Swansea City,eng Premier League,696.0,881.0,79.0,9941.0,1314.0,416.0,475.0,87.6,208.0,260.0,80.0,37.0,72.0,51.4,2.0,1.2,0.8,14.0,24.0,24.0,2.0,41.0
Karim Azamoum,fr FRA,1990.0,2018.0,Troyes,fr Ligue 1,664.0,953.0,69.7,11079.0,3333.0,318.0,405.0,78.5,237.0,318.0,74.5,75.0,151.0,49.7,0.0,2.0,-2.0,24.0,60.0,10.0,4.0,69.0
César Azpilicueta,es ESP,1989.0,2018.0,Chelsea,eng Premier League,2404.0,2863.0,84.0,47096.0,17249.0,843.0,935.0,90.2,1234.0,1384.0,89.2,301.0,485.0,62.1,6.0,3.2,2.8,29.0,215.0,36.0,9.0,238.0
Ludovic Baal,gf GUF,1986.0,2018.0,Rennes,fr Ligue 1,625.0,820.0,76.2,11127.0,5941.0,270.0,313.0,86.3,290.0,353.0,82.2,58.0,134.0,43.3,1.0,0.6,0.4,7.0,77.0,8.0,2.0,91.0
Khouma Babacar,sn SEN,1993.0,2018.0,Fiorentina,it Serie A,76.0,101.0,75.2,1227.0,222.0,41.0,51.0,80.4,23.0,30.0,76.7,9.0,13.0,69.2,1.0,0.4,0.6,7.0,6.0,3.0,0.0,8.0
Khouma Babacar,sn SEN,1993.0,2018.0,Sassuolo,it Serie A,114.0,140.0,81.4,1892.0,251.0,64.0,77.0,83.1,39.0,48.0,81.3,10.0,12.0,83.3,1.0,1.0,0.0,5.0,6.0,1.0,0.0,9.0
Carlos Bacca,co COL,1986.0,2018.0,Villarreal,es La Liga,380.0,528.0,72.0,5936.0,1197.0,221.0,288.0,76.7,125.0,177.0,70.6,28.0,48.0,58.3,5.0,4.7,0.3,30.0,19.0,16.0,4.0,32.0
Milan Badelj,hr CRO,1989.0,2018.0,Fiorentina,it Serie A,1470.0,1773.0,82.9,29350.0,8610.0,529.0,627.0,84.4,698.0,786.0,88.8,224.0,319.0,70.2,1.0,2.4,-1.4,44.0,170.0,38.0,7.0,198.0
Holger Badstuber,de GER,1989.0,2018.0,Stuttgart,de Bundesliga,915.0,1081.0,84.6,20267.0,6130.0,261.0,295.0,88.5,446.0,495.0,90.1,200.0,278.0,71.9,0.0,0.0,0.0,0.0,39.0,1.0,0.0,39.0
Dylan Bahamboula,cg CGO,1995.0,2018.0,Dijon,fr Ligue 1,10.0,14.0,71.4,146.0,39.0,7.0,8.0,87.5,2.0,5.0,40.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Farès Bahlouli,fr FRA,1995.0,2018.0,Lille,fr Ligue 1,103.0,156.0,66.0,2058.0,714.0,44.0,55.0,80.0,35.0,52.0,67.3,21.0,41.0,51.2,0.0,0.9,-0.9,10.0,11.0,5.0,3.0,9.0
Stéphane Bahoken,cm CMR,1992.0,2018.0,Strasbourg,fr Ligue 1,222.0,328.0,67.7,3398.0,759.0,119.0,146.0,81.5,70.0,98.0,71.4,20.0,38.0,52.6,1.0,1.3,-0.3,13.0,7.0,18.0,7.0,22.0
Daniel Baier,de GER,1984.0,2018.0,Augsburg,de Bundesliga,1196.0,1607.0,74.4,25699.0,8015.0,382.0,468.0,81.6,560.0,708.0,79.1,238.0,386.0,61.7,2.0,2.1,-0.1,26.0,165.0,26.0,5.0,192.0
Leon Bailey,jm JAM,1997.0,2018.0,Leverkusen,de Bundesliga,755.0,1082.0,69.8,14702.0,4627.0,356.0,428.0,83.2,256.0,349.0,73.4,132.0,255.0,51.8,6.0,5.8,0.2,58.0,58.0,47.0,23.0,85.0
Eric Bailly,ci CIV,1994.0,2018.0,Manchester Utd,eng Premier League,375.0,429.0,87.4,7514.0,2152.0,121.0,131.0,92.4,194.0,206.0,94.2,55.0,85.0,64.7,0.0,0.3,-0.3,2.0,14.0,2.0,0.0,17.0
Leighton Baines,eng ENG,1984.0,2018.0,Everton,eng Premier League,730.0,976.0,74.8,13327.0,6212.0,314.0,355.0,88.5,313.0,384.0,81.5,90.0,191.0,47.1,3.0,2.0,1.0,24.0,69.0,19.0,9.0,90.0
Riad Bajić,ba BIH,1994.0,2018.0,Udinese,it Serie A,16.0,22.0,72.7,256.0,93.0,9.0,13.0,69.2,6.0,6.0,100.0,1.0,1.0,100.0,0.0,0.2,-0.2,2.0,2.0,1.0,0.0,3.0
Marvin Bakalorz,de GER,1989.0,2018.0,Hannover 96,de Bundesliga,440.0,619.0,71.1,7408.0,2159.0,232.0,274.0,84.7,149.0,216.0,69.0,49.0,105.0,46.7,1.0,1.8,-0.8,12.0,43.0,11.0,2.0,54.0
Cédric Bakambu,cd COD,1991.0,2018.0,Villarreal,es La Liga,200.0,281.0,71.2,3000.0,579.0,119.0,149.0,79.9,63.0,92.0,68.5,12.0,23.0,52.2,0.0,1.2,-1.2,12.0,13.0,5.0,0.0,21.0
Tiemoué Bakayoko,fr FRA,1994.0,2018.0,Chelsea,eng Premier League,940.0,1098.0,85.6,16680.0,4120.0,422.0,479.0,88.1,398.0,454.0,87.7,100.0,126.0,79.4,2.0,0.5,1.5,14.0,88.0,9.0,2.0,97.0
Zakaria Bakkali,be BEL,1996.0,2018.0,La Coruña,es La Liga,228.0,316.0,72.2,3540.0,842.0,127.0,158.0,80.4,82.0,110.0,74.5,17.0,41.0,41.5,0.0,0.6,-0.6,8.0,15.0,2.0,1.0,22.0
Ridle Baku,de GER,1998.0,2018.0,Mainz 05,de Bundesliga,75.0,91.0,82.4,1135.0,278.0,39.0,44.0,88.6,32.0,39.0,82.1,3.0,6.0,50.0,0.0,0.2,-0.2,1.0,1.0,0.0,0.0,4.0
Keita Baldé,sn SEN,1995.0,2018.0,Monaco,fr Ligue 1,269.0,392.0,68.6,4021.0,794.0,152.0,198.0,76.8,97.0,135.0,71.9,12.0,25.0,48.0,5.0,1.8,3.2,15.0,9.0,11.0,5.0,24.0
Sam Baldock,eng ENG,1989.0,2018.0,Brighton,eng Premier League,4.0,7.0,57.1,38.0,10.0,4.0,5.0,80.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth Bale,wal WAL,1989.0,2018.0,Real Madrid,es La Liga,604.0,770.0,78.4,10110.0,2562.0,336.0,402.0,83.6,192.0,236.0,81.4,63.0,105.0,60.0,4.0,4.9,-0.9,38.0,30.0,48.0,16.0,76.0
Mikel Balenziaga,es ESP,1988.0,2018.0,Athletic Club,es La Liga,579.0,782.0,74.0,10312.0,3242.0,233.0,281.0,82.9,299.0,376.0,79.5,44.0,99.0,44.4,2.0,0.9,1.1,8.0,34.0,17.0,13.0,53.0
Andrija Balić,hr CRO,1997.0,2018.0,Udinese,it Serie A,444.0,555.0,80.0,8763.0,1936.0,189.0,221.0,85.5,187.0,218.0,85.8,65.0,102.0,63.7,1.0,0.7,0.3,16.0,41.0,7.0,1.0,45.0
Iván Balliu,al ALB,1992.0,2018.0,Metz,fr Ligue 1,878.0,1175.0,74.7,16075.0,7774.0,374.0,425.0,88.0,387.0,481.0,80.5,99.0,217.0,45.6,1.0,1.0,0.0,12.0,85.0,27.0,5.0,115.0
Fodé Ballo-Touré,sn SEN,1997.0,2018.0,Lille,fr Ligue 1,946.0,1150.0,82.3,14186.0,5424.0,514.0,568.0,90.5,360.0,438.0,82.2,43.0,76.0,56.6,0.0,0.3,-0.3,8.0,57.0,13.0,6.0,70.0
Florent Balmont,fr FRA,1980.0,2018.0,Dijon,fr Ligue 1,416.0,506.0,82.2,7321.0,2036.0,179.0,196.0,91.3,179.0,207.0,86.5,42.0,81.0,51.9,2.0,1.2,0.8,7.0,38.0,8.0,2.0,50.0
Leon Balogun,ng NGA,1988.0,2018.0,Mainz 05,de Bundesliga,367.0,483.0,76.0,8352.0,2972.0,89.0,115.0,77.4,199.0,233.0,85.4,76.0,119.0,63.9,0.0,0.0,0.0,1.0,20.0,2.0,0.0,40.0
Mario Balotelli,it ITA,1990.0,2018.0,Nice,fr Ligue 1,568.0,760.0,74.7,9903.0,2039.0,292.0,359.0,81.3,178.0,226.0,78.8,81.0,130.0,62.3,1.0,4.0,-3.0,33.0,70.0,15.0,1.0,57.0
Abdoulaye Bamba,ci CIV,1990.0,2018.0,Angers,fr Ligue 1,621.0,810.0,76.7,10272.0,4933.0,294.0,326.0,90.2,287.0,348.0,82.5,33.0,104.0,31.7,0.0,0.3,-0.3,6.0,43.0,5.0,2.0,51.0
Jonathan Bamba,fr FRA,1996.0,2018.0,Saint-Étienne,fr Ligue 1,874.0,1185.0,73.8,14408.0,3399.0,431.0,523.0,82.4,325.0,409.0,79.5,85.0,173.0,49.1,6.0,6.0,0.0,51.0,63.0,31.0,7.0,81.0
Yacine Bammou,ma MAR,1991.0,2018.0,Nantes,fr Ligue 1,189.0,257.0,73.5,2951.0,817.0,101.0,119.0,84.9,64.0,84.0,76.2,15.0,31.0,48.4,0.0,0.2,-0.2,6.0,9.0,9.0,2.0,14.0
Éver Banega,ar ARG,1988.0,2018.0,Sevilla,es La Liga,1846.0,2265.0,81.5,37998.0,13553.0,671.0,749.0,89.6,848.0,965.0,87.9,317.0,514.0,61.7,3.0,5.2,-2.2,70.0,281.0,37.0,4.0,310.0
Mattia Bani,it ITA,1993.0,2018.0,Chievo,it Serie A,516.0,641.0,80.5,12296.0,3629.0,129.0,153.0,84.3,251.0,282.0,89.0,132.0,196.0,67.3,0.0,0.0,0.0,0.0,32.0,2.0,0.0,30.0
Beni Baningime,cd COD,1998.0,2018.0,Everton,eng Premier League,67.0,82.0,81.7,1188.0,318.0,29.0,33.0,87.9,29.0,33.0,87.9,6.0,8.0,75.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,10.0
Léo Baptistão,br BRA,1992.0,2018.0,Espanyol,es La Liga,486.0,746.0,65.1,7481.0,1828.0,269.0,374.0,71.9,183.0,258.0,70.9,27.0,66.0,40.9,3.0,3.7,-0.7,24.0,31.0,23.0,5.0,53.0
Sekou Baradji,fr FRA,1984.0,2018.0,Amiens,fr Ligue 1,2.0,5.0,40.0,24.0,0.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonín Barák,cz CZE,1994.0,2018.0,Udinese,it Serie A,912.0,1158.0,78.8,15784.0,4691.0,428.0,507.0,84.4,378.0,441.0,85.7,97.0,174.0,55.7,3.0,3.0,0.0,28.0,96.0,30.0,5.0,130.0
Andrea Barberis,it ITA,1993.0,2018.0,Crotone,it Serie A,807.0,1130.0,71.4,14272.0,4520.0,364.0,451.0,80.7,318.0,414.0,76.8,97.0,204.0,47.5,1.0,2.1,-1.1,30.0,68.0,12.0,6.0,77.0
Enis Bardhi,mk MKD,1995.0,2018.0,Levante,es La Liga,507.0,661.0,76.7,9740.0,2925.0,230.0,275.0,83.6,190.0,232.0,81.9,82.0,142.0,57.7,1.0,1.4,-0.4,27.0,69.0,12.0,1.0,64.0
Phil Bardsley,sco SCO,1985.0,2018.0,Burnley,eng Premier League,390.0,579.0,67.4,7492.0,3803.0,161.0,188.0,85.6,170.0,247.0,68.8,54.0,128.0,42.2,0.0,0.8,-0.8,9.0,53.0,14.0,10.0,45.0
Nicolò Barella,it ITA,1997.0,2018.0,Cagliari,it Serie A,1225.0,1631.0,75.1,23422.0,6555.0,531.0,629.0,84.4,471.0,587.0,80.2,194.0,347.0,55.9,2.0,2.2,-0.2,31.0,145.0,37.0,7.0,144.0
Philipp Bargfrede,de GER,1989.0,2018.0,Werder Bremen,de Bundesliga,768.0,967.0,79.4,15876.0,4793.0,239.0,286.0,83.6,400.0,468.0,85.5,121.0,181.0,66.9,1.0,0.7,0.3,6.0,80.0,4.0,0.0,89.0
Ross Barkley,eng ENG,1993.0,2018.0,Chelsea,eng Premier League,38.0,51.0,74.5,620.0,130.0,20.0,25.0,80.0,10.0,15.0,66.7,6.0,9.0,66.7,0.0,0.1,-0.1,2.0,2.0,2.0,1.0,3.0
Aymen Barkok,ma MAR,1998.0,2018.0,Eint Frankfurt,de Bundesliga,89.0,119.0,74.8,1507.0,213.0,44.0,56.0,78.6,30.0,35.0,85.7,11.0,20.0,55.0,1.0,0.6,0.4,7.0,5.0,6.0,1.0,7.0
Ashley Barnes,eng ENG,1989.0,2018.0,Burnley,eng Premier League,306.0,509.0,60.1,4462.0,1026.0,166.0,249.0,66.7,110.0,165.0,66.7,14.0,54.0,25.9,0.0,1.7,-1.7,18.0,14.0,10.0,3.0,27.0
Harvey Barnes,eng ENG,1997.0,2018.0,Leicester City,eng Premier League,6.0,7.0,85.7,98.0,14.0,4.0,4.0,100.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Barragán,es ESP,1987.0,2018.0,Betis,es La Liga,1269.0,1592.0,79.7,22195.0,8249.0,614.0,721.0,85.2,516.0,623.0,82.8,134.0,217.0,61.8,7.0,2.3,4.7,22.0,71.0,30.0,12.0,132.0
Antonio Barreca,it ITA,1995.0,2018.0,Torino,it Serie A,230.0,281.0,81.9,4060.0,1851.0,103.0,119.0,86.6,101.0,114.0,88.6,23.0,36.0,63.9,0.0,0.4,-0.4,3.0,10.0,3.0,1.0,18.0
Édgar Barreto,py PAR,1984.0,2018.0,Sampdoria,it Serie A,861.0,1083.0,79.5,13794.0,4584.0,471.0,538.0,87.5,297.0,367.0,80.9,74.0,143.0,51.7,2.0,2.0,0.0,19.0,76.0,21.0,5.0,97.0
Barri,es ESP,1995.0,2018.0,Getafe,es La Liga,14.0,23.0,60.9,306.0,141.0,5.0,9.0,55.6,6.0,6.0,100.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0
Musa Barrow,gm GAM,1998.0,2018.0,Atalanta,it Serie A,97.0,126.0,77.0,1658.0,343.0,52.0,65.0,80.0,34.0,41.0,82.9,10.0,17.0,58.8,1.0,1.1,-0.1,10.0,8.0,5.0,1.0,14.0
Gareth Barry,eng ENG,1981.0,2018.0,West Brom,eng Premier League,695.0,933.0,74.5,14343.0,4491.0,259.0,307.0,84.4,307.0,370.0,83.0,122.0,233.0,52.4,1.0,1.6,-0.6,18.0,101.0,16.0,3.0,108.0
Fin Bartels,de GER,1987.0,2018.0,Werder Bremen,de Bundesliga,283.0,389.0,72.8,4682.0,1172.0,142.0,180.0,78.9,114.0,152.0,75.0,22.0,35.0,62.9,3.0,3.5,-0.5,24.0,19.0,14.0,5.0,30.0
Kyle Bartley,eng ENG,1991.0,2018.0,Swansea City,eng Premier League,88.0,115.0,76.5,1804.0,628.0,23.0,30.0,76.7,54.0,61.0,88.5,10.0,20.0,50.0,0.0,0.2,-0.2,1.0,5.0,0.0,0.0,4.0
Marc Bartra,es ESP,1991.0,2018.0,Dortmund,de Bundesliga,552.0,697.0,79.2,11530.0,3915.0,181.0,205.0,88.3,275.0,333.0,82.6,92.0,146.0,63.0,1.0,0.9,0.1,2.0,57.0,2.0,1.0,41.0
Marc Bartra,es ESP,1991.0,2018.0,Betis,es La Liga,928.0,1107.0,83.8,20009.0,6602.0,255.0,281.0,90.7,531.0,581.0,91.4,134.0,229.0,58.5,0.0,0.6,-0.6,4.0,75.0,5.0,1.0,58.0
Andrea Barzagli,it ITA,1981.0,2018.0,Juventus,it Serie A,1164.0,1264.0,92.1,25441.0,7625.0,337.0,359.0,93.9,593.0,629.0,94.3,231.0,264.0,87.5,1.0,0.4,0.6,4.0,89.0,4.0,2.0,64.0
Daniele Baselli,it ITA,1992.0,2018.0,Torino,it Serie A,1091.0,1335.0,81.7,20260.0,4906.0,446.0,513.0,86.9,479.0,563.0,85.1,142.0,204.0,69.6,0.0,1.9,-1.9,27.0,92.0,25.0,3.0,114.0
Nicolas Basin,fr FRA,1998.0,2018.0,Metz,fr Ligue 1,109.0,161.0,67.7,2029.0,883.0,42.0,51.0,82.4,56.0,76.0,73.7,11.0,32.0,34.4,0.0,0.2,-0.2,2.0,5.0,3.0,2.0,11.0
Dušan Basta,rs SRB,1984.0,2018.0,Lazio,it Serie A,291.0,394.0,73.9,5081.0,1914.0,139.0,160.0,86.9,118.0,148.0,79.7,29.0,71.0,40.8,1.0,0.4,0.6,7.0,17.0,14.0,7.0,24.0
Gil Bastião Dias,pt POR,1996.0,2018.0,Monaco,fr Ligue 1,1.0,1.0,100.0,8.0,5.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gil Bastião Dias,pt POR,1996.0,2018.0,Fiorentina,it Serie A,360.0,471.0,76.4,5575.0,1391.0,205.0,250.0,82.0,126.0,155.0,81.3,24.0,45.0,53.3,3.0,1.1,1.9,25.0,21.0,18.0,2.0,38.0
Samuel Bastien,be BEL,1996.0,2018.0,Chievo,it Serie A,403.0,487.0,82.8,7184.0,1405.0,180.0,212.0,84.9,169.0,189.0,89.4,47.0,68.0,69.1,0.0,0.3,-0.3,7.0,26.0,8.0,2.0,28.0
Borja Bastón,es ESP,1992.0,2018.0,Málaga,es La Liga,175.0,231.0,75.8,2281.0,290.0,117.0,141.0,83.0,44.0,64.0,68.8,6.0,12.0,50.0,0.0,0.6,-0.6,5.0,9.0,2.0,0.0,3.0
Alessandro Bastoni,it ITA,1999.0,2018.0,Atalanta,it Serie A,72.0,84.0,85.7,1302.0,384.0,28.0,34.0,82.4,38.0,41.0,92.7,5.0,6.0,83.3,0.0,0.1,-0.1,2.0,6.0,0.0,0.0,7.0
Bastos,ao ANG,1991.0,2018.0,Lazio,it Serie A,786.0,866.0,90.8,15922.0,4527.0,268.0,282.0,95.0,393.0,416.0,94.5,120.0,156.0,76.9,0.0,0.1,-0.1,3.0,45.0,2.0,1.0,35.0
