Player,Nation,Born,Season,Squad,Comp,yellow_cards,red_cards,2nd_yellow_cards,fouls_committed,fouls_drawn,offsides,pks_won,pks_conceded,own_goals,loose_balls_recovered,aerials_won,aerials_lost,aerials_won_pct
Cédric Bakambu,cd COD,1991.0,2018.0,Villarreal,es La Liga,5.0,0.0,0.0,41.0,19.0,11.0,0.0,0.0,0.0,44.0,9.0,32.0,22.0
Tiemoué Bakayoko,fr FRA,1994.0,2018.0,Chelsea,eng Premier League,4.0,2.0,1.0,50.0,24.0,2.0,0.0,0.0,0.0,230.0,32.0,28.0,53.3
Zakaria Bakkali,be BEL,1996.0,2018.0,La Coruña,es La Liga,5.0,0.0,0.0,15.0,20.0,4.0,0.0,0.0,0.0,68.0,2.0,8.0,20.0
Ridle Baku,de GER,1998.0,2018.0,Mainz 05,de Bundesliga,1.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,33.0,2.0,8.0,20.0
Keita Baldé,sn SEN,1995.0,2018.0,Monaco,fr Ligue 1,3.0,2.0,1.0,23.0,27.0,15.0,0.0,0.0,0.0,87.0,6.0,6.0,50.0
Sam Baldock,eng ENG,1989.0,2018.0,Brighton,eng Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gareth Bale,wal WAL,1989.0,2018.0,Real Madrid,es La Liga,5.0,0.0,0.0,25.0,16.0,13.0,2.0,0.0,0.0,67.0,23.0,19.0,54.8
Mikel Balenziaga,es ESP,1988.0,2018.0,Athletic Club,es La Liga,1.0,0.0,0.0,22.0,17.0,0.0,0.0,0.0,0.0,170.0,7.0,6.0,53.8
Andrija Balić,hr CRO,1997.0,2018.0,Udinese,it Serie A,2.0,0.0,0.0,15.0,10.0,1.0,0.0,0.0,0.0,148.0,6.0,9.0,40.0
Iván Balliu,al ALB,1992.0,2018.0,Metz,fr Ligue 1,6.0,0.0,0.0,23.0,36.0,2.0,0.0,0.0,0.0,210.0,4.0,8.0,33.3
Fodé Ballo-Touré,sn SEN,1997.0,2018.0,Lille,fr Ligue 1,5.0,1.0,0.0,30.0,19.0,8.0,0.0,2.0,1.0,203.0,11.0,13.0,45.8
Florent Balmont,fr FRA,1980.0,2018.0,Dijon,fr Ligue 1,3.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,111.0,0.0,1.0,0.0
Leon Balogun,ng NGA,1988.0,2018.0,Mainz 05,de Bundesliga,5.0,1.0,1.0,22.0,4.0,0.0,0.0,1.0,0.0,148.0,42.0,19.0,68.9
Mario Balotelli,it ITA,1990.0,2018.0,Nice,fr Ligue 1,11.0,1.0,0.0,57.0,72.0,23.0,1.0,0.0,0.0,66.0,10.0,13.0,43.5
Abdoulaye Bamba,ci CIV,1990.0,2018.0,Angers,fr Ligue 1,2.0,0.0,0.0,19.0,19.0,2.0,0.0,1.0,0.0,155.0,7.0,4.0,63.6
Jonathan Bamba,fr FRA,1996.0,2018.0,Saint-Étienne,fr Ligue 1,1.0,0.0,0.0,28.0,46.0,20.0,2.0,0.0,0.0,205.0,8.0,22.0,26.7
Yacine Bammou,ma MAR,1991.0,2018.0,Nantes,fr Ligue 1,2.0,2.0,1.0,18.0,8.0,5.0,0.0,0.0,0.0,68.0,4.0,8.0,33.3
Éver Banega,ar ARG,1988.0,2018.0,Sevilla,es La Liga,9.0,1.0,0.0,39.0,53.0,2.0,0.0,0.0,0.0,299.0,5.0,8.0,38.5
Mattia Bani,it ITA,1993.0,2018.0,Chievo,it Serie A,5.0,1.0,0.0,16.0,12.0,1.0,0.0,0.0,0.0,132.0,37.0,16.0,69.8
Beni Baningime,cd COD,1998.0,2018.0,Everton,eng Premier League,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,100.0
Léo Baptistão,br BRA,1992.0,2018.0,Espanyol,es La Liga,4.0,0.0,0.0,49.0,50.0,16.0,0.0,0.0,0.0,150.0,28.0,40.0,41.2
Sekou Baradji,fr FRA,1984.0,2018.0,Amiens,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
Antonín Barák,cz CZE,1994.0,2018.0,Udinese,it Serie A,5.0,0.0,0.0,46.0,28.0,0.0,0.0,0.0,0.0,266.0,34.0,30.0,53.1
Andrea Barberis,it ITA,1993.0,2018.0,Crotone,it Serie A,1.0,0.0,0.0,29.0,23.0,1.0,0.0,1.0,0.0,362.0,39.0,46.0,45.9
Enis Bardhi,mk MKD,1995.0,2018.0,Levante,es La Liga,9.0,0.0,0.0,37.0,25.0,3.0,0.0,0.0,0.0,131.0,3.0,12.0,20.0
Phil Bardsley,sco SCO,1985.0,2018.0,Burnley,eng Premier League,5.0,0.0,0.0,22.0,18.0,0.0,0.0,1.0,0.0,161.0,16.0,21.0,43.2
Nicolò Barella,it ITA,1997.0,2018.0,Cagliari,it Serie A,14.0,2.0,1.0,76.0,64.0,1.0,0.0,1.0,0.0,396.0,29.0,29.0,50.0
Philipp Bargfrede,de GER,1989.0,2018.0,Werder Bremen,de Bundesliga,5.0,0.0,0.0,42.0,28.0,0.0,0.0,0.0,0.0,269.0,34.0,36.0,48.6
Ross Barkley,eng ENG,1993.0,2018.0,Chelsea,eng Premier League,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0
Aymen Barkok,ma MAR,1998.0,2018.0,Eint Frankfurt,de Bundesliga,1.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,30.0,4.0,10.0,28.6
Ashley Barnes,eng ENG,1989.0,2018.0,Burnley,eng Premier League,10.0,0.0,0.0,53.0,71.0,26.0,0.0,0.0,0.0,107.0,46.0,105.0,30.5
Harvey Barnes,eng ENG,1997.0,2018.0,Leicester City,eng Premier League,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
Antonio Barragán,es ESP,1987.0,2018.0,Betis,es La Liga,7.0,0.0,0.0,51.0,19.0,4.0,0.0,0.0,0.0,217.0,30.0,15.0,66.7
Antonio Barreca,it ITA,1995.0,2018.0,Torino,it Serie A,0.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,61.0,7.0,2.0,77.8
Édgar Barreto,py PAR,1984.0,2018.0,Sampdoria,it Serie A,5.0,2.0,1.0,26.0,24.0,0.0,0.0,1.0,0.0,212.0,21.0,42.0,33.3
Barri,es ESP,1995.0,2018.0,Getafe,es La Liga,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,66.7
Musa Barrow,gm GAM,1998.0,2018.0,Atalanta,it Serie A,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,9.0,2.0,7.0,22.2
Gareth Barry,eng ENG,1981.0,2018.0,West Brom,eng Premier League,4.0,0.0,0.0,28.0,29.0,1.0,0.0,0.0,0.0,280.0,24.0,23.0,51.1
Fin Bartels,de GER,1987.0,2018.0,Werder Bremen,de Bundesliga,0.0,0.0,0.0,10.0,15.0,5.0,0.0,0.0,0.0,72.0,6.0,15.0,28.6
Kyle Bartley,eng ENG,1991.0,2018.0,Swansea City,eng Premier League,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,27.0,9.0,1.0,90.0
Marc Bartra,es ESP,1991.0,2018.0,Dortmund,de Bundesliga,1.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,154.0,18.0,11.0,62.1
Marc Bartra,es ESP,1991.0,2018.0,Betis,es La Liga,6.0,0.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0,208.0,19.0,8.0,70.4
Andrea Barzagli,it ITA,1981.0,2018.0,Juventus,it Serie A,2.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,1.0,171.0,27.0,14.0,65.9
Daniele Baselli,it ITA,1992.0,2018.0,Torino,it Serie A,13.0,2.0,1.0,52.0,52.0,3.0,0.0,0.0,0.0,266.0,29.0,29.0,50.0
Nicolas Basin,fr FRA,1998.0,2018.0,Metz,fr Ligue 1,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,38.0,3.0,2.0,60.0
Dušan Basta,rs SRB,1984.0,2018.0,Lazio,it Serie A,0.0,0.0,0.0,7.0,4.0,3.0,0.0,1.0,0.0,79.0,4.0,6.0,40.0
Gil Bastião Dias,pt POR,1996.0,2018.0,Monaco,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gil Bastião Dias,pt POR,1996.0,2018.0,Fiorentina,it Serie A,1.0,0.0,0.0,14.0,15.0,4.0,0.0,0.0,0.0,98.0,12.0,18.0,40.0
Samuel Bastien,be BEL,1996.0,2018.0,Chievo,it Serie A,3.0,2.0,1.0,15.0,15.0,3.0,0.0,0.0,0.0,125.0,16.0,32.0,33.3
Borja Bastón,es ESP,1992.0,2018.0,Málaga,es La Liga,2.0,0.0,0.0,14.0,7.0,9.0,1.0,0.0,0.0,39.0,23.0,21.0,52.3
Alessandro Bastoni,it ITA,1999.0,2018.0,Atalanta,it Serie A,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0
Bastos,ao ANG,1991.0,2018.0,Lazio,it Serie A,4.0,0.0,0.0,12.0,5.0,0.0,0.0,3.0,0.0,138.0,18.0,10.0,64.3
Michy Batshuayi,be BEL,1993.0,2018.0,Chelsea,eng Premier League,0.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,15.0,2.0,11.0,15.4
Michy Batshuayi,be BEL,1993.0,2018.0,Dortmund,de Bundesliga,2.0,0.0,0.0,16.0,3.0,12.0,0.0,0.0,0.0,35.0,10.0,25.0,28.6
Moritz Bauer,at AUT,1992.0,2018.0,Stoke City,eng Premier League,4.0,0.0,0.0,19.0,20.0,1.0,0.0,0.0,0.0,112.0,14.0,8.0,63.6
Robert Bauer,de GER,1995.0,2018.0,Werder Bremen,de Bundesliga,4.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,133.0,6.0,7.0,46.2
Timo Baumgartl,de GER,1996.0,2018.0,Stuttgart,de Bundesliga,4.0,0.0,0.0,40.0,29.0,1.0,0.0,1.0,0.0,336.0,65.0,34.0,65.7
Julian Baumgartlinger,at AUT,1988.0,2018.0,Leverkusen,de Bundesliga,3.0,0.0,0.0,18.0,26.0,0.0,1.0,0.0,0.0,202.0,17.0,17.0,50.0
Jon Bautista,es ESP,1995.0,2018.0,Real Sociedad,es La Liga,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,9.0,6.0,5.0,54.5
Paul Baysse,fr FRA,1988.0,2018.0,Bordeaux,fr Ligue 1,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,75.0,10.0,4.0,71.4
Paul Baysse,fr FRA,1988.0,2018.0,Málaga,es La Liga,1.0,0.0,0.0,17.0,9.0,3.0,0.0,0.0,0.0,173.0,26.0,12.0,68.4
Noah Joel Sarenren Bazee,ng NGA,1996.0,2018.0,Hannover 96,de Bundesliga,1.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,10.0,4.0,3.0,57.1
Hervé Bazile,ht HAI,1990.0,2018.0,Caen,fr Ligue 1,1.0,0.0,0.0,15.0,16.0,5.0,0.0,0.0,0.0,72.0,2.0,6.0,25.0
Riechedly Bazoer,nl NED,1996.0,2018.0,Wolfsburg,de Bundesliga,2.0,0.0,0.0,11.0,13.0,2.0,1.0,0.0,0.0,68.0,4.0,7.0,36.4
Enrico Bearzotti,it ITA,1996.0,2018.0,Hellas Verona,it Serie A,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,35.0,3.0,2.0,60.0
Claudio Beauvue,GPE,1988.0,2018.0,Leganés,es La Liga,4.0,0.0,0.0,28.0,26.0,18.0,0.0,0.0,0.0,41.0,47.0,61.0,43.5
Bebé,pt POR,1990.0,2018.0,Eibar,es La Liga,0.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,30.0,2.0,2.0,50.0
Ihlas Bebou,tg TOG,1994.0,2018.0,Hannover 96,de Bundesliga,3.0,0.0,0.0,20.0,44.0,9.0,0.0,0.0,0.0,203.0,53.0,47.0,53.0
Andreas Beck,de GER,1987.0,2018.0,Stuttgart,de Bundesliga,5.0,0.0,0.0,34.0,47.0,1.0,0.0,0.0,0.0,168.0,40.0,44.0,47.6
Henri Bedimo,cm CMR,1984.0,2018.0,Marseille,fr Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,
Jan Bednarek,pl POL,1996.0,2018.0,Southampton,eng Premier League,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,45.0,3.0,8.0,27.3
Valon Behrami,ch SUI,1985.0,2018.0,Udinese,it Serie A,5.0,0.0,0.0,46.0,23.0,0.0,0.0,0.0,0.0,187.0,19.0,5.0,79.2
Ishak Belfodil,dz ALG,1992.0,2018.0,Werder Bremen,de Bundesliga,1.0,0.0,0.0,64.0,15.0,23.0,0.0,0.0,0.0,71.0,74.0,60.0,55.2
Stefan Bell,de GER,1991.0,2018.0,Mainz 05,de Bundesliga,8.0,0.0,0.0,45.0,20.0,1.0,0.0,0.0,1.0,290.0,56.0,29.0,65.9
Karim Bellarabi,de GER,1990.0,2018.0,Leverkusen,de Bundesliga,2.0,0.0,0.0,19.0,22.0,4.0,0.0,0.0,0.0,86.0,2.0,10.0,16.7
Héctor Bellerín,es ESP,1995.0,2018.0,Arsenal,eng Premier League,5.0,0.0,0.0,37.0,9.0,4.0,0.0,2.0,0.0,346.0,21.0,33.0,38.9
François Bellugou,fr FRA,1987.0,2018.0,Troyes,fr Ligue 1,6.0,1.0,0.0,28.0,13.0,0.0,0.0,0.0,0.0,260.0,19.0,18.0,51.4
Andrea Belotti,it ITA,1993.0,2018.0,Torino,it Serie A,2.0,0.0,0.0,56.0,94.0,22.0,1.0,0.0,0.0,124.0,73.0,99.0,42.4
Chaouki Ben Saada,tn TUN,1984.0,2018.0,Troyes,fr Ligue 1,3.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,100.0
Wissam Ben Yedder,fr FRA,1990.0,2018.0,Sevilla,es La Liga,2.0,2.0,1.0,15.0,21.0,21.0,0.0,0.0,0.0,77.0,7.0,34.0,17.1
Ahmad Benali,ly LBY,1992.0,2018.0,Crotone,it Serie A,2.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,88.0,7.0,13.0,35.0
Yohan Benalouane,tn TUN,1987.0,2018.0,Leicester City,eng Premier League,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,100.0
Marco Benassi,it ITA,1994.0,2018.0,Fiorentina,it Serie A,6.0,0.0,0.0,33.0,23.0,4.0,0.0,0.0,0.0,279.0,30.0,59.0,33.7
Medhi Benatia,ma MAR,1987.0,2018.0,Juventus,it Serie A,8.0,0.0,0.0,27.0,13.0,3.0,0.0,0.0,0.0,266.0,37.0,23.0,61.7
Lars Bender,de GER,1989.0,2018.0,Leverkusen,de Bundesliga,5.0,0.0,0.0,10.0,23.0,1.0,0.0,0.0,0.0,204.0,35.0,22.0,61.4
Sven Bender,de GER,1989.0,2018.0,Leverkusen,de Bundesliga,0.0,0.0,0.0,19.0,18.0,2.0,0.0,0.0,0.0,337.0,66.0,56.0,54.1
László Bénes,sk SVK,1997.0,2018.0,M'Gladbach,de Bundesliga,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,
Nicolas Benezet,fr FRA,1991.0,2018.0,Guingamp,fr Ligue 1,2.0,0.0,0.0,23.0,41.0,10.0,0.0,0.0,0.0,132.0,5.0,17.0,22.7
Marcel Benger,de GER,1998.0,2018.0,M'Gladbach,de Bundesliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Charlison Benschop,cw CUW,1989.0,2018.0,Hannover 96,de Bundesliga,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,50.0
Ramy Bensebaini,dz ALG,1995.0,2018.0,Rennes,fr Ligue 1,6.0,0.0,0.0,36.0,40.0,4.0,0.0,1.0,1.0,316.0,33.0,12.0,73.3
Nabil Bentaleb,dz ALG,1994.0,2018.0,Schalke 04,de Bundesliga,3.0,1.0,0.0,25.0,7.0,1.0,0.0,0.0,0.0,155.0,10.0,3.0,76.9
Rodrigo Bentancur,uy URU,1997.0,2018.0,Juventus,it Serie A,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,80.0,10.0,7.0,58.8
Christian Benteke,be BEL,1990.0,2018.0,Crystal Palace,eng Premier League,6.0,0.0,0.0,48.0,27.0,12.0,2.0,0.0,0.0,83.0,170.0,106.0,61.6
Karim Benzema,fr FRA,1987.0,2018.0,Real Madrid,es La Liga,0.0,0.0,0.0,19.0,13.0,17.0,1.0,0.0,0.0,81.0,3.0,16.0,15.8
Yassine Benzia,dz ALG,1994.0,2018.0,Lille,fr Ligue 1,8.0,0.0,0.0,59.0,55.0,2.0,0.0,0.0,0.0,177.0,5.0,6.0,45.5
Saido Berahino,bi BDI,1993.0,2018.0,Stoke City,eng Premier League,0.0,0.0,0.0,6.0,4.0,4.0,1.0,0.0,0.0,24.0,4.0,7.0,36.4
Domenico Berardi,it ITA,1994.0,2018.0,Sassuolo,it Serie A,8.0,1.0,0.0,43.0,48.0,21.0,0.0,0.0,0.0,194.0,14.0,34.0,29.2
Yuri Berchiche,es ESP,1990.0,2018.0,Paris S-G,fr Ligue 1,4.0,0.0,0.0,18.0,28.0,4.0,0.0,0.0,0.0,175.0,25.0,15.0,62.5
Álex Berenguer,es ESP,1995.0,2018.0,Torino,it Serie A,1.0,0.0,0.0,22.0,20.0,3.0,0.0,0.0,0.0,87.0,9.0,14.0,39.1
Bartosz Bereszyński,pl POL,1992.0,2018.0,Sampdoria,it Serie A,5.0,0.0,0.0,24.0,27.0,0.0,0.0,1.0,0.0,275.0,25.0,26.0,49.0
Jóhann Berg Guðmundsson,is ISL,1990.0,2018.0,Burnley,eng Premier League,2.0,0.0,0.0,18.0,33.0,2.0,0.0,0.0,0.0,261.0,20.0,23.0,46.5
Markel Bergara,es ESP,1986.0,2018.0,Getafe,es La Liga,5.0,0.0,0.0,33.0,18.0,2.0,0.0,0.0,0.0,175.0,23.0,13.0,63.9
Emil Berggreen,dk DEN,1993.0,2018.0,Mainz 05,de Bundesliga,2.0,0.0,0.0,21.0,5.0,2.0,0.0,0.0,0.0,22.0,43.0,54.0,44.3
Robert Berić,si SVN,1991.0,2018.0,Saint-Étienne,fr Ligue 1,0.0,0.0,0.0,26.0,21.0,14.0,1.0,0.0,0.0,35.0,2.0,16.0,11.1
Kévin Bérigaud,fr FRA,1988.0,2018.0,Montpellier,fr Ligue 1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,10.0,3.0,3.0,50.0
Federico Bernardeschi,it ITA,1994.0,2018.0,Juventus,it Serie A,4.0,0.0,0.0,13.0,25.0,1.0,1.0,0.0,0.0,66.0,2.0,4.0,33.3
Bernardo,br BRA,1995.0,2018.0,RB Leipzig,de Bundesliga,2.0,0.0,0.0,27.0,19.0,1.0,0.0,1.0,0.0,192.0,45.0,17.0,72.6
Juan Bernat,es ESP,1993.0,2018.0,Bayern Munich,de Bundesliga,1.0,0.0,0.0,11.0,12.0,1.0,0.0,0.0,0.0,66.0,11.0,18.0,37.9
Andrea Bertolacci,it ITA,1991.0,2018.0,Genoa,it Serie A,7.0,1.0,0.0,68.0,86.0,0.0,1.0,0.0,0.0,354.0,25.0,21.0,54.3
Ryan Bertrand,eng ENG,1989.0,2018.0,Southampton,eng Premier League,2.0,0.0,0.0,32.0,33.0,1.0,0.0,0.0,0.0,279.0,27.0,28.0,49.1
Muhamed Bešić,ba BIH,1992.0,2018.0,Everton,eng Premier League,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,66.7
Daniel Bessa,it ITA,1993.0,2018.0,Genoa,it Serie A,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,54.0,4.0,5.0,44.4
Daniel Bessa,it ITA,1993.0,2018.0,Hellas Verona,it Serie A,5.0,0.0,0.0,28.0,13.0,5.0,1.0,0.0,0.0,126.0,2.0,18.0,10.0
Vincent Bessat,fr FRA,1985.0,2018.0,Caen,fr Ligue 1,2.0,0.0,0.0,15.0,6.0,2.0,0.0,1.0,0.0,165.0,2.0,12.0,14.3
Matteo Bianchetti,it ITA,1993.0,2018.0,Hellas Verona,it Serie A,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,3.0,50.0
Ermin Bičakčić,ba BIH,1990.0,2018.0,Hoffenheim,de Bundesliga,4.0,0.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,66.0,18.0,7.0,72.0
Pedro Bigas,es ESP,1990.0,2018.0,Las Palmas,es La Liga,3.0,0.0,0.0,12.0,6.0,1.0,0.0,0.0,0.0,100.0,6.0,3.0,66.7
Lucas Biglia,ar ARG,1986.0,2018.0,Milan,it Serie A,5.0,0.0,0.0,35.0,41.0,0.0,0.0,0.0,0.0,317.0,15.0,17.0,46.9
Philip Billing,dk DEN,1996.0,2018.0,Huddersfield,eng Premier League,3.0,0.0,0.0,14.0,6.0,1.0,0.0,1.0,0.0,116.0,19.0,9.0,67.9
Jean-Claude Billong,fr FRA,1993.0,2018.0,Benevento,it Serie A,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,24.0,2.0,3.0,40.0
Davide Biondini,it ITA,1983.0,2018.0,Sassuolo,it Serie A,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,16.0,2.0,3.0,40.0
Cristiano Biraghi,it ITA,1992.0,2018.0,Fiorentina,it Serie A,7.0,0.0,0.0,38.0,35.0,0.0,1.0,0.0,0.0,320.0,32.0,31.0,50.8
Mame Biram Diouf,sn SEN,1987.0,2018.0,Stoke City,eng Premier League,6.0,0.0,0.0,38.0,39.0,23.0,0.0,0.0,0.0,145.0,78.0,92.0,45.9
Davide Biraschi,it ITA,1994.0,2018.0,Genoa,it Serie A,2.0,0.0,0.0,24.0,22.0,0.0,0.0,0.0,0.0,197.0,26.0,17.0,60.5
Valter Birsa,si SVN,1986.0,2018.0,Chievo,it Serie A,3.0,0.0,0.0,24.0,32.0,1.0,0.0,0.0,0.0,213.0,25.0,45.0,35.7
Milan Biševac,rs SRB,1983.0,2018.0,Metz,fr Ligue 1,1.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,82.0,2.0,3.0,40.0
Yves Bissouma,ml MLI,1996.0,2018.0,Lille,fr Ligue 1,3.0,0.0,0.0,33.0,13.0,4.0,0.0,0.0,0.0,195.0,8.0,4.0,66.7
Leonardo Bittencourt,de GER,1993.0,2018.0,Köln,de Bundesliga,4.0,0.0,0.0,34.0,41.0,7.0,0.0,0.0,0.0,133.0,3.0,17.0,15.0
Ludovic Blas,fr FRA,1997.0,2018.0,Guingamp,fr Ligue 1,3.0,2.0,1.0,27.0,34.0,4.0,0.0,0.0,0.0,194.0,9.0,16.0,36.0
Pablo de Blasis,ar ARG,1988.0,2018.0,Mainz 05,de Bundesliga,2.0,0.0,0.0,26.0,23.0,12.0,1.0,0.0,0.0,122.0,23.0,37.0,38.3
Jérémy Blayac,fr FRA,1983.0,2018.0,Strasbourg,fr Ligue 1,2.0,0.0,0.0,11.0,23.0,16.0,1.0,0.0,0.0,37.0,42.0,27.0,60.9
Alexis Blin,fr FRA,1996.0,2018.0,Toulouse,fr Ligue 1,5.0,0.0,0.0,29.0,39.0,0.0,1.0,1.0,0.0,226.0,11.0,19.0,36.7
Daley Blind,nl NED,1990.0,2018.0,Manchester Utd,eng Premier League,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,43.0,6.0,8.0,42.9
Danny Blum,de GER,1991.0,2018.0,Eint Frankfurt,de Bundesliga,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Emmanuel Boateng,gh GHA,1996.0,2018.0,Levante,es La Liga,5.0,0.0,0.0,41.0,38.0,9.0,1.0,1.0,0.0,54.0,44.0,37.0,54.3
Jérôme Boateng,de GER,1988.0,2018.0,Bayern Munich,de Bundesliga,4.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,218.0,30.0,12.0,71.4
Kevin-Prince Boateng,gh GHA,1987.0,2018.0,Eint Frankfurt,de Bundesliga,4.0,0.0,0.0,72.0,95.0,14.0,0.0,1.0,0.0,282.0,43.0,60.0,41.7
Raúl Bobadilla,py PAR,1987.0,2018.0,M'Gladbach,de Bundesliga,2.0,0.0,0.0,17.0,13.0,5.0,0.0,0.0,0.0,26.0,4.0,18.0,18.2
Yann Bodiger,fr FRA,1995.0,2018.0,Toulouse,fr Ligue 1,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,100.0
Mathieu Bodmer,fr FRA,1982.0,2018.0,Amiens,fr Ligue 1,2.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,49.0,3.0,7.0,30.0
Jeremie Boga,ci CIV,1997.0,2018.0,Chelsea,eng Premier League,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Quentin Boisgard,fr FRA,1997.0,2018.0,Toulouse,fr Ligue 1,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,20.0,1.0,1.0,50.0
Yannick Bolasie,cd COD,1989.0,2018.0,Everton,eng Premier League,0.0,0.0,0.0,12.0,11.0,4.0,0.0,0.0,0.0,81.0,10.0,13.0,43.5
Deian Boldor,ro ROU,1995.0,2018.0,Hellas Verona,it Serie A,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,50.0
Giacomo Bonaventura,it ITA,1989.0,2018.0,Milan,it Serie A,3.0,0.0,0.0,23.0,48.0,2.0,0.0,0.0,0.0,223.0,20.0,28.0,41.7
Federico Bonazzoli,it ITA,1997.0,2018.0,SPAL,it Serie A,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,25.0
Federico Bonazzoli,it ITA,1997.0,2018.0,Sampdoria,it Serie A,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Daniele Bonera,it ITA,1981.0,2018.0,Villarreal,es La Liga,4.0,1.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,116.0,8.0,3.0,72.7
Gaëtan Bong,cm CMR,1988.0,2018.0,Brighton,eng Premier League,2.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,1.0,236.0,16.0,16.0,50.0
Kevin Bonifazi,it ITA,1996.0,2018.0,Torino,it Serie A,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,44.0,8.0,2.0,80.0
Leonardo Bonucci,it ITA,1987.0,2018.0,Milan,it Serie A,5.0,1.0,0.0,25.0,27.0,9.0,0.0,0.0,0.0,306.0,44.0,32.0,57.9
Wilfried Bony,ci CIV,1988.0,2018.0,Swansea City,eng Premier League,2.0,0.0,0.0,7.0,11.0,2.0,0.0,0.0,0.0,26.0,23.0,42.0,35.4
Celso Borges,cr CRC,1988.0,2018.0,La Coruña,es La Liga,4.0,2.0,1.0,31.0,14.0,5.0,0.0,0.0,0.0,291.0,84.0,63.0,57.1
