Player,Nation,Born,Season,Squad,Comp,Pos,Secondary_Pos,90s
Quentin Boisgard,fr FRA,1997.0,2018.0,Toulouse,fr Ligue 1,MF,FW,2.0
Yannick Bolasie,cd COD,1989.0,2018.0,Everton,eng Premier League,FW,MF,9.5
Deian Boldor,ro ROU,1995.0,2018.0,Hellas Verona,it Serie A,DF,,1.0
Giacomo Bonaventura,it ITA,1989.0,2018.0,Milan,it Serie A,MF,,28.2
Federico Bonazzoli,it ITA,1997.0,2018.0,SPAL,it Serie A,FW,,2.0
Federico Bonazzoli,it ITA,1997.0,2018.0,Sampdoria,it Serie A,FW,,0.3
Daniele Bonera,it ITA,1981.0,2018.0,Villarreal,es La Liga,DF,,13.2
Gaëtan Bong,cm CMR,1988.0,2018.0,Brighton,eng Premier League,DF,,24.8
Kevin Bonifazi,it ITA,1996.0,2018.0,Torino,it Serie A,DF,FW,4.5
Leonardo Bonucci,it ITA,1987.0,2018.0,Milan,it Serie A,DF,,34.3
Wilfried Bony,ci CIV,1988.0,2018.0,Swansea City,eng Premier League,FW,,7.9
Celso Borges,cr CRC,1988.0,2018.0,La Coruña,es La Liga,MF,,25.5
Fabio Borini,it ITA,1991.0,2018.0,Milan,it Serie A,FW,DF,17.9
Marco Borriello,it ITA,1982.0,2018.0,SPAL,it Serie A,FW,,8.6
Gabriel Boschilia,br BRA,1996.0,2018.0,Monaco,fr Ligue 1,FW,MF,0.9
Ryad Boudebouz,dz ALG,1990.0,2018.0,Betis,es La Liga,MF,FW,15.2
Sofiane Boufal,ma MAR,1993.0,2018.0,Southampton,eng Premier League,FW,MF,13.5
Arnold Bouka Moutou,cg CGO,1988.0,2018.0,Dijon,fr Ligue 1,DF,,3.7
Farid Boulaya,dz ALG,1993.0,2018.0,Metz,fr Ligue 1,FW,MF,2.0
Emmanuel Bourgaud,fr FRA,1987.0,2018.0,Amiens,fr Ligue 1,MF,FW,6.0
Benjamin Bourigeaud,fr FRA,1994.0,2018.0,Rennes,fr Ligue 1,MF,FW,34.5
Eneko Bóveda,es ESP,1988.0,2018.0,Athletic Club,es La Liga,DF,,5.8
Eneko Bóveda,es ESP,1988.0,2018.0,La Coruña,es La Liga,DF,,7.4
Lucas Boyé,ar ARG,1996.0,2018.0,Torino,it Serie A,FW,MF,1.7
Lucas Boyé,ar ARG,1996.0,2018.0,Celta Vigo,es La Liga,FW,MF,3.2
Robbie Brady,ie IRL,1992.0,2018.0,Burnley,eng Premier League,MF,FW,14.2
Martin Braithwaite,dk DEN,1991.0,2018.0,Bordeaux,fr Ligue 1,FW,,10.2
Brandon,es ESP,1995.0,2018.0,Rennes,fr Ligue 1,MF,FW,4.0
Julian Brandt,de GER,1996.0,2018.0,Leverkusen,de Bundesliga,FW,MF,25.8
Darko Brašanac,rs SRB,1992.0,2018.0,Leganés,es La Liga,MF,FW,13.4
Josip Brekalo,hr CRO,1998.0,2018.0,Stuttgart,de Bundesliga,MF,FW,8.1
Josip Brekalo,hr CRO,1998.0,2018.0,Wolfsburg,de Bundesliga,FW,MF,9.7
Jimmy Briand,fr FRA,1985.0,2018.0,Guingamp,fr Ligue 1,FW,,35.7
Enrico Brignola,it ITA,1999.0,2018.0,Benevento,it Serie A,FW,MF,15.0
Miguel Britos,uy URU,1985.0,2018.0,Watford,eng Premier League,DF,,8.9
Leon Britton,eng ENG,1982.0,2018.0,Swansea City,eng Premier League,MF,,3.4
Petar Brlek,hr CRO,1994.0,2018.0,Genoa,it Serie A,MF,,2.6
John Brooks,us USA,1993.0,2018.0,Wolfsburg,de Bundesliga,DF,,8.1
Daniel Brosinski,de GER,1988.0,2018.0,Mainz 05,de Bundesliga,DF,MF,27.8
Izzy Brown,eng ENG,1997.0,2018.0,Brighton,eng Premier League,MF,FW,3.5
Marcelo Brozović,hr CRO,1992.0,2018.0,Inter,it Serie A,MF,,21.4
Bruma,pt POR,1994.0,2018.0,RB Leipzig,de Bundesliga,MF,FW,17.9
Jeffrey Bruma,nl NED,1991.0,2018.0,Wolfsburg,de Bundesliga,DF,,11.0
Bruno,es ESP,1980.0,2018.0,Brighton,eng Premier League,DF,,22.4
Chris Brunt,nir NIR,1984.0,2018.0,West Brom,eng Premier League,MF,DF,21.3
Jacob Bruun Larsen,dk DEN,1998.0,2018.0,Stuttgart,de Bundesliga,MF,DF,1.2
Jacob Bruun Larsen,dk DEN,1998.0,2018.0,Dortmund,de Bundesliga,DF,,0.1
Marcel Büchel,li LIE,1991.0,2018.0,Hellas Verona,it Serie A,MF,,18.8
Ante Budimir,hr CRO,1991.0,2018.0,Crotone,it Serie A,FW,,17.6
Alberto Bueno,es ESP,1988.0,2018.0,Málaga,es La Liga,FW,MF,2.6
Onur Bulut,tr TUR,1994.0,2018.0,Freiburg,de Bundesliga,MF,,0.4
Alessandro Buongiorno,it ITA,1999.0,2018.0,Torino,it Serie A,DF,,0.1
Nicolás Burdisso,ar ARG,1981.0,2018.0,Torino,it Serie A,DF,,23.0
Guido Burgstaller,at AUT,1989.0,2018.0,Schalke 04,de Bundesliga,FW,,25.8
Burgui,es ESP,1993.0,2018.0,Alavés,es La Liga,FW,MF,11.5
Oliver Burke,sco SCO,1997.0,2018.0,West Brom,eng Premier League,FW,MF,4.1
Patrick Burner,fr FRA,1996.0,2018.0,Nice,fr Ligue 1,DF,,10.0
Dženis Burnić,de GER,1998.0,2018.0,Stuttgart,de Bundesliga,MF,DF,3.4
Sergio Busquets,es ESP,1988.0,2018.0,Barcelona,es La Liga,MF,,28.8
Unai Bustinza,es ESP,1992.0,2018.0,Leganés,es La Liga,DF,,18.2
Sam Byram,eng ENG,1993.0,2018.0,West Ham,eng Premier League,DF,,2.8
Jakub Błaszczykowski,pl POL,1985.0,2018.0,Wolfsburg,de Bundesliga,FW,MF,5.8
Erick Cabaco,uy URU,1995.0,2018.0,Levante,es La Liga,DF,,11.5
Yohan Cabaye,fr FRA,1986.0,2018.0,Crystal Palace,eng Premier League,MF,,26.4
Rémy Cabella,fr FRA,1990.0,2018.0,Marseille,fr Ligue 1,MF,,0.7
Rémy Cabella,fr FRA,1990.0,2018.0,Saint-Étienne,fr Ligue 1,MF,FW,25.1
Gustavo Cabral,ar ARG,1985.0,2018.0,Celta Vigo,es La Liga,DF,,20.8
Leandro Cabrera,uy URU,1991.0,2018.0,Crotone,it Serie A,DF,,4.1
Leandro Cabrera,uy URU,1991.0,2018.0,Getafe,es La Liga,DF,,8.0
Fabrizio Cacciatore,it ITA,1986.0,2018.0,Chievo,it Serie A,DF,,31.9
Martín Cáceres,uy URU,1987.0,2018.0,Lazio,it Serie A,DF,,4.9
Martín Cáceres,uy URU,1987.0,2018.0,Hellas Verona,it Serie A,DF,,12.9
Cafú,pt POR,1993.0,2018.0,Metz,fr Ligue 1,MF,,7.5
Jonathan Cafu,br BRA,1991.0,2018.0,Bordeaux,fr Ligue 1,FW,MF,7.0
Gary Cahill,eng ENG,1985.0,2018.0,Chelsea,eng Premier League,DF,,23.2
Yannick Cahuzac,fr FRA,1985.0,2018.0,Toulouse,fr Ligue 1,MF,,16.9
Felipe Caicedo,ec ECU,1988.0,2018.0,Lazio,it Serie A,FW,,8.0
Caiuby,br BRA,1988.0,2018.0,Augsburg,de Bundesliga,FW,MF,31.7
Cala,es ESP,1989.0,2018.0,Getafe,es La Liga,DF,,20.0
Davide Calabria,it ITA,1996.0,2018.0,Milan,it Serie A,DF,,17.4
Mattia Caldara,it ITA,1994.0,2018.0,Atalanta,it Serie A,DF,,24.0
Carlos Calderón,es ESP,1995.0,2018.0,Getafe,es La Liga,FW,,0.1
Luca Caldirola,it ITA,1991.0,2018.0,Werder Bremen,de Bundesliga,DF,,1.0
Hakan Çalhanoğlu,tr TUR,1994.0,2018.0,Milan,it Serie A,FW,MF,24.1
Fabrizio Caligara,it ITA,2000.0,2018.0,Cagliari,it Serie A,MF,,0.2
Daniel Caligiuri,it ITA,1988.0,2018.0,Schalke 04,de Bundesliga,DF,MF,32.4
José Callejón,es ESP,1987.0,2018.0,Napoli,it Serie A,FW,,36.0
Jonathan Calleri,ar ARG,1993.0,2018.0,Las Palmas,es La Liga,FW,,34.5
Simone Calvano,it ITA,1993.0,2018.0,Hellas Verona,it Serie A,MF,,7.2
Dominic Calvert-Lewin,eng ENG,1997.0,2018.0,Everton,eng Premier League,FW,MF,20.9
Ignacio Camacho,es ESP,1990.0,2018.0,Wolfsburg,de Bundesliga,MF,DF,10.6
Abdoul Camara,gn GUI,1990.0,2018.0,Guingamp,fr Ligue 1,FW,MF,10.8
Souleymane Camara,sn SEN,1982.0,2018.0,Montpellier,fr Ligue 1,FW,,10.4
Víctor Camarasa,es ESP,1994.0,2018.0,Betis,es La Liga,MF,,13.9
Geoff Cameron,us USA,1985.0,2018.0,Stoke City,eng Premier League,DF,MF,16.9
José Campaña,es ESP,1993.0,2018.0,Levante,es La Liga,MF,,30.3
Joel Campbell,cr CRC,1992.0,2018.0,Betis,es La Liga,MF,FW,2.4
Tyrese Campbell,eng ENG,1999.0,2018.0,Stoke City,eng Premier League,FW,MF,0.9
Emre Can,de GER,1994.0,2018.0,Liverpool,eng Premier League,MF,,23.2
Sergio Canales,es ESP,1991.0,2018.0,Real Sociedad,es La Liga,MF,FW,21.5
João Cancelo,pt POR,1994.0,2018.0,Inter,it Serie A,DF,,20.6
João Cancelo,pt POR,1994.0,2018.0,Valencia,es La Liga,MF,,1.0
Antonio Candreva,it ITA,1987.0,2018.0,Inter,it Serie A,FW,,28.2
Paolo Cannavaro,it ITA,1981.0,2018.0,Sassuolo,it Serie A,DF,,16.0
Ander Capa,es ESP,1992.0,2018.0,Eibar,es La Liga,DF,,25.1
Pierrick Capelle,fr FRA,1987.0,2018.0,Angers,fr Ligue 1,MF,FW,20.9
Leonardo Capezzi,it ITA,1995.0,2018.0,Sampdoria,it Serie A,MF,,2.4
Étienne Capoue,fr FRA,1988.0,2018.0,Watford,eng Premier League,MF,,17.1
Elio Capradossi,it ITA,1996.0,2018.0,Roma,it Serie A,DF,,0.9
Gianluca Caprari,it ITA,1993.0,2018.0,Sampdoria,it Serie A,FW,MF,20.1
Marco Capuano,it ITA,1991.0,2018.0,Cagliari,it Serie A,DF,,7.7
Marco Capuano,it ITA,1991.0,2018.0,Crotone,it Serie A,DF,,15.6
Antonio Caracciolo,it ITA,1990.0,2018.0,Hellas Verona,it Serie A,DF,,31.7
Diego Carlos,br BRA,1993.0,2018.0,Nantes,fr Ligue 1,DF,,25.5
Lionel Carole,fr FRA,1991.0,2018.0,Sevilla,es La Liga,DF,,6.0
Yannick Carrasco,be BEL,1993.0,2018.0,Atlético Madrid,es La Liga,MF,FW,10.0
Michael Carrick,eng ENG,1981.0,2018.0,Manchester Utd,eng Premier League,MF,,1.2
Daniel Carriço,pt POR,1988.0,2018.0,Sevilla,es La Liga,DF,,5.1
André Carrillo,pe PER,1991.0,2018.0,Watford,eng Premier League,FW,MF,17.1
Guido Carrillo,ar ARG,1991.0,2018.0,Southampton,eng Premier League,FW,,5.0
Guido Carrillo,ar ARG,1991.0,2018.0,Monaco,fr Ligue 1,FW,MF,4.7
Thomas Carrique,fr FRA,1999.0,2018.0,Bordeaux,fr Ligue 1,DF,,1.0
Andy Carroll,eng ENG,1989.0,2018.0,West Ham,eng Premier League,FW,MF,8.3
Tom Carroll,eng ENG,1992.0,2018.0,Swansea City,eng Premier League,MF,,28.6
Federico Cartabia,ar ARG,1993.0,2018.0,La Coruña,es La Liga,FW,MF,14.7
Dani Carvajal,es ESP,1992.0,2018.0,Real Madrid,es La Liga,DF,,24.7
Casemiro,br BRA,1992.0,2018.0,Real Madrid,es La Liga,MF,,28.8
Francesco Cassata,it ITA,1997.0,2018.0,Sassuolo,it Serie A,MF,,5.1
Timothy Castagne,be BEL,1995.0,2018.0,Atalanta,it Serie A,DF,MF,16.7
Leandro Castán,br BRA,1986.0,2018.0,Cagliari,it Serie A,DF,,12.7
Dani Castellano,es ESP,1987.0,2018.0,Las Palmas,es La Liga,DF,,22.5
Javi Castellano,es ESP,1987.0,2018.0,Las Palmas,es La Liga,MF,,17.4
Samu Castillejo,es ESP,1995.0,2018.0,Villarreal,es La Liga,MF,FW,23.0
Chory Castro,uy URU,1984.0,2018.0,Málaga,es La Liga,MF,FW,22.8
Gonzalo Castro,de GER,1987.0,2018.0,Dortmund,de Bundesliga,MF,,13.4
Jonny Castro,es ESP,1994.0,2018.0,Celta Vigo,es La Liga,DF,,35.6
Lucas Castro,ar ARG,1989.0,2018.0,Chievo,it Serie A,MF,,22.1
Rubén Castro,es ESP,1981.0,2018.0,Betis,es La Liga,FW,,4.0
Danilo Cataldi,it ITA,1994.0,2018.0,Benevento,it Serie A,MF,,25.4
Craig Cathcart,nir NIR,1989.0,2018.0,Watford,eng Premier League,DF,,5.8
Edinson Cavani,uy URU,1987.0,2018.0,Paris S-G,fr Ligue 1,FW,,28.7
Marijan Ćavar,ba BIH,1998.0,2018.0,Eint Frankfurt,de Bundesliga,FW,MF,0.4
Dani Ceballos,es ESP,1996.0,2018.0,Real Madrid,es La Liga,MF,FW,4.5
Federico Ceccherini,it ITA,1992.0,2018.0,Crotone,it Serie A,DF,,35.9
Emanuel Cecchini,ar ARG,1996.0,2018.0,Málaga,es La Liga,MF,DF,0.3
Ricardo Centurión,ar ARG,1993.0,2018.0,Genoa,it Serie A,MF,FW,0.6
Luca Ceppitelli,it ITA,1989.0,2018.0,Cagliari,it Serie A,DF,,24.7
Fabio Ceravolo,it ITA,1987.0,2018.0,Benevento,it Serie A,FW,,0.6
Alessio Cerci,it ITA,1987.0,2018.0,Hellas Verona,it Serie A,FW,MF,18.2
Boštjan Cesar,si SVN,1982.0,2018.0,Chievo,it Serie A,DF,,6.1
Damir Ceter,co COL,1997.0,2018.0,Cagliari,it Serie A,FW,MF,2.2
Nacer Chadli,be BEL,1989.0,2018.0,West Brom,eng Premier League,FW,MF,2.9
Fouad Chafik,ma MAR,1986.0,2018.0,Dijon,fr Ligue 1,DF,,17.9
Nathaniel Chalobah,eng ENG,1994.0,2018.0,Watford,eng Premier League,MF,,5.0
Calum Chambers,eng ENG,1995.0,2018.0,Arsenal,eng Premier League,DF,,9.6
Timothy Chandler,us USA,1990.0,2018.0,Eint Frankfurt,de Bundesliga,DF,MF,21.0
Kwon Chang-hoon,kr KOR,1994.0,2018.0,Dijon,fr Ligue 1,FW,MF,23.7
Charles,br BRA,1984.0,2018.0,Eibar,es La Liga,FW,,17.5
Charly Charrier,fr FRA,1986.0,2018.0,Amiens,fr Ligue 1,MF,,1.2
Pape Cheikh Diop,sn SEN,1997.0,2018.0,Lyon,fr Ligue 1,MF,,0.1
Chema,es ESP,1992.0,2018.0,Levante,es La Liga,DF,,22.4
Denis Cheryshev,ru RUS,1990.0,2018.0,Villarreal,es La Liga,MF,FW,10.3
Raman Chibsah,gh GHA,1993.0,2018.0,Benevento,it Serie A,MF,,11.6
Giorgio Chiellini,it ITA,1984.0,2018.0,Juventus,it Serie A,DF,,24.0
Federico Chiesa,it ITA,1997.0,2018.0,Fiorentina,it Serie A,FW,MF,33.5
Ben Chilwell,eng ENG,1996.0,2018.0,Leicester City,eng Premier League,DF,,20.6
Vlad Chiricheș,ro ROU,1989.0,2018.0,Napoli,it Serie A,DF,,6.5
Hamza Choudhury,eng ENG,1997.0,2018.0,Leicester City,eng Premier League,MF,,4.2
Andreas Christensen,dk DEN,1996.0,2018.0,Chelsea,eng Premier League,DF,,23.2
Chuca,es ESP,1997.0,2018.0,Villarreal,es La Liga,MF,,1.0
Lee Chung-yong,kr KOR,1988.0,2018.0,Crystal Palace,eng Premier League,FW,,1.5
Amato Ciciretti,it ITA,1993.0,2018.0,Benevento,it Serie A,MF,FW,9.0
Cifu,es ESP,1990.0,2018.0,Málaga,es La Liga,DF,,1.2
Luca Cigarini,it ITA,1986.0,2018.0,Cagliari,it Serie A,MF,,22.5
Per Ciljan Skjelbred,no NOR,1987.0,2018.0,Hertha BSC,de Bundesliga,MF,,24.3
Thiago Cionek,pl POL,1986.0,2018.0,SPAL,it Serie A,DF,,15.0
Saliou Ciss,sn SEN,1989.0,2018.0,Angers,fr Ligue 1,DF,FW,1.6
Karamoko Cissé,gn GUI,1988.0,2018.0,Benevento,it Serie A,FW,DF,0.2
Issa Cissokho,sn SEN,1985.0,2018.0,Amiens,fr Ligue 1,DF,,18.1
Ciaran Clark,ie IRL,1989.0,2018.0,Newcastle Utd,eng Premier League,DF,,19.4
Christian Clemens,de GER,1991.0,2018.0,Köln,de Bundesliga,MF,FW,7.2
Tom Cleverley,eng ENG,1989.0,2018.0,Watford,eng Premier League,MF,,21.1
Sam Clucas,eng ENG,1990.0,2018.0,Swansea City,eng Premier League,MF,FW,22.7
Nathaniel Clyne,eng ENG,1991.0,2018.0,Liverpool,eng Premier League,DF,MF,1.9
Marcus Coco,fr FRA,1996.0,2018.0,Guingamp,fr Ligue 1,FW,MF,17.6
Massimo Coda,it ITA,1988.0,2018.0,Benevento,it Serie A,FW,,15.7
Isaac Cofie,gh GHA,1991.0,2018.0,Genoa,it Serie A,MF,,6.6
Renaud Cohade,fr FRA,1984.0,2018.0,Metz,fr Ligue 1,MF,,36.6
Coke,es ESP,1987.0,2018.0,Schalke 04,de Bundesliga,MF,,0.0
Coke,es ESP,1987.0,2018.0,Levante,es La Liga,DF,,15.4
Emre Çolak,tr TUR,1991.0,2018.0,La Coruña,es La Liga,MF,FW,16.1
Séamus Coleman,ie IRL,1988.0,2018.0,Everton,eng Premier League,DF,,11.5
James Collins,wal WAL,1983.0,2018.0,West Ham,eng Premier League,DF,,11.7
Racine Coly,sn SEN,1995.0,2018.0,Nice,fr Ligue 1,DF,,6.9
Kingsley Coman,fr FRA,1996.0,2018.0,Bayern Munich,de Bundesliga,FW,MF,12.8
Marvin Compper,de GER,1985.0,2018.0,RB Leipzig,de Bundesliga,DF,,1.0
Alois Confais,fr FRA,1996.0,2018.0,Troyes,fr Ligue 1,MF,,6.8
Daniel Congré,fr FRA,1985.0,2018.0,Montpellier,fr Ligue 1,DF,,29.3
Diego Contento,de GER,1990.0,2018.0,Bordeaux,fr Ligue 1,DF,FW,1.2
Andrea Conti,it ITA,1994.0,2018.0,Milan,it Serie A,DF,,1.7
Lewis Cook,eng ENG,1997.0,2018.0,Bournemouth,eng Premier League,MF,,24.9
Steve Cook,eng ENG,1991.0,2018.0,Bournemouth,eng Premier League,DF,,30.7
Duje Čop,hr CRO,1990.0,2018.0,Cagliari,it Serie A,FW,,1.1
Francis Coquelin,fr FRA,1991.0,2018.0,Arsenal,eng Premier League,MF,DF,1.9
Francis Coquelin,fr FRA,1991.0,2018.0,Valencia,es La Liga,MF,DF,7.3
Sébastien Corchia,fr FRA,1990.0,2018.0,Sevilla,es La Liga,DF,,9.1
Iñigo Córdoba,es ESP,1997.0,2018.0,Athletic Club,es La Liga,FW,MF,16.2
Jhon Córdoba,co COL,1993.0,2018.0,Köln,de Bundesliga,FW,,10.6
Sergio Córdova,ve VEN,1997.0,2018.0,Augsburg,de Bundesliga,FW,MF,6.5
Jérémy Cordoval,GPE,1990.0,2018.0,Troyes,fr Ligue 1,DF,,10.2
Benjamin Corgnet,fr FRA,1987.0,2018.0,Strasbourg,fr Ligue 1,MF,FW,15.3
Jack Cork,eng ENG,1989.0,2018.0,Burnley,eng Premier League,MF,,38.0
Andreas Cornelius,dk DEN,1993.0,2018.0,Atalanta,it Serie A,FW,,10.4
Maxwel Cornet,ci CIV,1996.0,2018.0,Lyon,fr Ligue 1,FW,MF,14.1
Quentin Cornette,fr FRA,1994.0,2018.0,Amiens,fr Ligue 1,FW,MF,5.0
Ángel Correa,ar ARG,1995.0,2018.0,Atlético Madrid,es La Liga,FW,MF,24.9
Joaquín Correa,ar ARG,1994.0,2018.0,Sevilla,es La Liga,FW,MF,13.2
Andrea Cossu,it ITA,1980.0,2018.0,Cagliari,it Serie A,MF,FW,2.7
Andrea Costa,it ITA,1986.0,2018.0,Benevento,it Serie A,DF,,15.3
Danny da Costa,de GER,1993.0,2018.0,Eint Frankfurt,de Bundesliga,DF,,13.4
Diego Costa,es ESP,1988.0,2018.0,Atlético Madrid,es La Liga,FW,,11.5
Douglas Costa,br BRA,1990.0,2018.0,Juventus,it Serie A,FW,MF,19.9
Filippo Costa,it ITA,1995.0,2018.0,SPAL,it Serie A,DF,MF,16.4
Jaume Costa,es ESP,1988.0,2018.0,Villarreal,es La Liga,DF,,28.3
Nuno da Costa,cv CPV,1991.0,2018.0,Strasbourg,fr Ligue 1,FW,MF,19.2
Kalifa Coulibaly,ml MLI,1991.0,2018.0,Nantes,fr Ligue 1,FW,,3.8
Lassana Coulibaly,ml MLI,1996.0,2018.0,Angers,fr Ligue 1,MF,,9.3
Philippe Coutinho,br BRA,1992.0,2018.0,Liverpool,eng Premier League,MF,FW,12.3
Philippe Coutinho,br BRA,1992.0,2018.0,Barcelona,es La Liga,FW,MF,14.4
Nicolas Cozza,fr FRA,1999.0,2018.0,Montpellier,fr Ligue 1,DF,MF,6.4
Martin Cranie,eng ENG,1986.0,2018.0,Huddersfield,eng Premier League,DF,MF,2.0
Michele Cremonesi,it ITA,1988.0,2018.0,SPAL,it Serie A,DF,,4.3
Aaron Cresswell,eng ENG,1989.0,2018.0,West Ham,eng Premier League,DF,,34.1
Lorenzo Crisetig,it ITA,1993.0,2018.0,Bologna,it Serie A,MF,,6.2
Bryan Cristante,it ITA,1995.0,2018.0,Atalanta,it Serie A,MF,FW,31.4
Sebastián Cristóforo,uy URU,1993.0,2018.0,Fiorentina,it Serie A,MF,,3.0
Enzo Crivelli,fr FRA,1995.0,2018.0,Angers,fr Ligue 1,FW,,11.4
Enzo Crivelli,fr FRA,1995.0,2018.0,Caen,fr Ligue 1,FW,,8.1
Giovanni Crociata,it ITA,1997.0,2018.0,Crotone,it Serie A,FW,MF,3.2
Peter Crouch,eng ENG,1981.0,2018.0,Stoke City,eng Premier League,FW,,17.4
Juan Cuadrado,co COL,1988.0,2018.0,Juventus,it Serie A,FW,MF,15.0
Mickaël Cuisance,fr FRA,1999.0,2018.0,M'Gladbach,de Bundesliga,MF,FW,13.4
Josh Cullen,ie IRL,1996.0,2018.0,West Ham,eng Premier League,FW,MF,0.1
Patrick Cutrone,it ITA,1998.0,2018.0,Milan,it Serie A,FW,,16.7
Wylan Cyprien,fr FRA,1995.0,2018.0,Nice,fr Ligue 1,MF,,10.5
Marco D'Alessandro,it ITA,1991.0,2018.0,Benevento,it Serie A,MF,FW,11.6
Danilo D'Ambrosio,it ITA,1988.0,2018.0,Inter,it Serie A,DF,,33.1
Damien Da Silva,fr FRA,1988.0,2018.0,Caen,fr Ligue 1,DF,,31.5
Kouadio-Yves Dabila,ci CIV,1997.0,2018.0,Lille,fr Ligue 1,DF,,10.5
Bryan Dabo,bf BFA,1992.0,2018.0,Saint-Étienne,fr Ligue 1,MF,FW,14.3
Bryan Dabo,bf BFA,1992.0,2018.0,Fiorentina,it Serie A,MF,,6.6
Mahmoud Dahoud,de GER,1996.0,2018.0,Dortmund,de Bundesliga,MF,,12.7
Dario Dainelli,it ITA,1979.0,2018.0,Chievo,it Serie A,DF,,16.7
Felipe dal Belo,br BRA,1984.0,2018.0,SPAL,it Serie A,DF,,28.6
Charlie Daniels,eng ENG,1986.0,2018.0,Bournemouth,eng Premier League,DF,MF,33.4
Danilo,br BRA,1991.0,2018.0,Manchester City,eng Premier League,DF,,15.0
Scott Dann,eng ENG,1987.0,2018.0,Crystal Palace,eng Premier League,DF,,15.9
Kevin Danso,at AUT,1998.0,2018.0,Augsburg,de Bundesliga,DF,,12.3
Dante,br BRA,1983.0,2018.0,Nice,fr Ligue 1,DF,,32.4
Romain Danzé,fr FRA,1986.0,2018.0,Rennes,fr Ligue 1,DF,,7.6
Andrea Danzi,it ITA,1999.0,2018.0,Hellas Verona,it Serie A,MF,,4.4
Stéphane Darbion,fr FRA,1984.0,2018.0,Troyes,fr Ligue 1,FW,MF,18.9
Palkó Dárdai,hu HUN,1999.0,2018.0,Hertha BSC,de Bundesliga,FW,,0.3
Sergi Darder,es ESP,1993.0,2018.0,Lyon,fr Ligue 1,MF,,2.3
Sergi Darder,es ESP,1993.0,2018.0,Espanyol,es La Liga,MF,,30.9
Vladimír Darida,cz CZE,1990.0,2018.0,Hertha BSC,de Bundesliga,MF,,18.2
Matteo Darmian,it ITA,1989.0,2018.0,Manchester Utd,eng Premier League,DF,,4.9
Ben Davies,wal WAL,1993.0,2018.0,Tottenham,eng Premier League,DF,,25.8
Tom Davies,eng ENG,1998.0,2018.0,Everton,eng Premier League,MF,,21.1
Steven Davis,nir NIR,1985.0,2018.0,Southampton,eng Premier League,MF,,16.9
Salem Al-Dawsari,sa KSA,1991.0,2018.0,Villarreal,es La Liga,MF,,0.4
Craig Dawson,eng ENG,1990.0,2018.0,West Brom,eng Premier League,DF,,27.9
Kevin De Bruyne,be BEL,1991.0,2018.0,Manchester City,eng Premier League,MF,,34.1
Sebastien De Maio,fr FRA,1987.0,2018.0,Bologna,it Serie A,DF,,22.8
Rodrigo De Paul,ar ARG,1994.0,2018.0,Udinese,it Serie A,MF,FW,25.8
Daniele De Rossi,it ITA,1983.0,2018.0,Roma,it Serie A,MF,,20.3
Mattia De Sciglio,it ITA,1992.0,2018.0,Juventus,it Serie A,DF,,10.8
Lorenzo De Silvestri,it ITA,1988.0,2018.0,Torino,it Serie A,DF,MF,32.8
Lucas Deaux,fr FRA,1988.0,2018.0,Guingamp,fr Ligue 1,MF,,21.6
Mathieu Debuchy,fr FRA,1985.0,2018.0,Saint-Étienne,fr Ligue 1,DF,,14.6
Troy Deeney,eng ENG,1988.0,2018.0,Watford,eng Premier League,FW,,20.5
Jermain Defoe,eng ENG,1982.0,2018.0,Bournemouth,eng Premier League,FW,,12.1
Steven Defour,be BEL,1988.0,2018.0,Burnley,eng Premier League,MF,,22.2
Grégoire Defrel,mq MTQ,1991.0,2018.0,Roma,it Serie A,FW,MF,5.4
Alessandro Deiola,it ITA,1995.0,2018.0,Cagliari,it Serie A,MF,,5.0
Lorenzo Del Pinto,it ITA,1990.0,2018.0,Benevento,it Serie A,MF,,8.4
Damien Delaney,ie IRL,1981.0,2018.0,Crystal Palace,eng Premier League,DF,,1.1
Thomas Delaney,dk DEN,1991.0,2018.0,Werder Bremen,de Bundesliga,MF,,31.1
Jonathan Delaplace,fr FRA,1986.0,2018.0,Caen,fr Ligue 1,MF,,6.5
Cristian Dell'Orco,it ITA,1994.0,2018.0,Sassuolo,it Serie A,DF,,4.7
Andy Delort,dz ALG,1991.0,2018.0,Toulouse,fr Ligue 1,FW,,25.9
Fabian Delph,eng ENG,1989.0,2018.0,Manchester City,eng Premier League,DF,,19.3
Mousa Dembélé,be BEL,1987.0,2018.0,Tottenham,eng Premier League,MF,,20.9
Ousmane Dembélé,fr FRA,1997.0,2018.0,Barcelona,es La Liga,FW,MF,10.2
Jessy Deminguet,fr FRA,1998.0,2018.0,Caen,fr Ligue 1,MF,FW,5.9
Kerem Demirbay,de GER,1993.0,2018.0,Hoffenheim,de Bundesliga,MF,,13.5
Ermedin Demirović,ba BIH,1998.0,2018.0,Alavés,es La Liga,FW,,2.0
Diego Demme,de GER,1991.0,2018.0,RB Leipzig,de Bundesliga,MF,,25.4
Fabio Depaoli,it ITA,1997.0,2018.0,Chievo,it Serie A,MF,DF,13.2
Memphis Depay,nl NED,1994.0,2018.0,Lyon,fr Ligue 1,FW,MF,28.4
Mathieu Deplagne,fr FRA,1991.0,2018.0,Troyes,fr Ligue 1,DF,,26.8
Laurent Depoitre,be BEL,1988.0,2018.0,Huddersfield,eng Premier League,FW,,20.2
Mike van der Hoorn,nl NED,1992.0,2018.0,Swansea City,eng Premier League,DF,,21.6
