Player,Nation,Pos,Squad,Comp,Born,goals_allowed,goals_allowed_per_90,SoTA,Saves,save_percentage,wins,draws,losses,clean_sheet,clean_sheet_percentage,penalties_attempted,penalties_allowed,penalties_saved,penalties_missed,penalty_save_percentage,season
Michel Vorm,nl NED,GK,Tottenham,eng Premier League,1983,4,2.0,13,9,69.2,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Axel Werner,ar ARG,GK,Huesca,es La Liga,1996,16,2.67,35,21,57.1,1.0,1.0,4.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2019
Yoel,es ESP,GK,Valladolid,es La Liga,1988,6,2.0,11,6,54.5,0.0,2.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2019
Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,1994,14,1.4,51,37,72.5,4.0,4.0,2.0,2,20.0,0.0,0.0,0.0,0.0,,2019
Luca Zidane,fr FRA,GK,Real Madrid,es La Liga,1998,2,2.0,3,1,33.3,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2019
Ron-Robert Zieler,de GER,GK,Stuttgart,de Bundesliga,1989,70,2.06,178,114,61.8,7.0,7.0,20.0,6,17.6,3.0,2.0,0.0,1.0,0.0,2019
Antonio Adán,es ESP,GK,Atlético Madrid,es La Liga,1987,0,0.0,1,1,100.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2020
Adrián,es ESP,GK,Liverpool,eng Premier League,1987,10,1.03,28,17,64.3,9.0,0.0,0.0,2,22.2,0.0,0.0,0.0,0.0,,2020
Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,1995,17,1.7,46,29,63.0,1.0,2.0,6.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Enrico Alfonso,it ITA,GK,Brescia,it Serie A,1988,4,1.29,11,7,63.6,1.0,0.0,3.0,1,25.0,0.0,0.0,0.0,0.0,,2020
Alisson,br BRA,GK,Liverpool,eng Premier League,1992,23,0.81,79,58,72.2,23.0,3.0,3.0,13,44.8,1.0,1.0,0.0,0.0,0.0,2020
Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,1986,1,0.5,4,3,75.0,1.0,1.0,0.0,2,50.0,0.0,0.0,0.0,0.0,,2020
Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,1995,16,2.71,45,28,64.4,0.0,1.0,4.0,0,0.0,1.0,0.0,0.0,1.0,,2020
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,1984,16,1.23,51,36,68.6,5.0,4.0,4.0,3,23.1,1.0,0.0,0.0,1.0,,2020
Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,1993,5,1.25,13,10,76.9,3.0,1.0,0.0,1,25.0,2.0,2.0,0.0,0.0,0.0,2020
Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,1993,2,0.67,4,2,50.0,2.0,0.0,1.0,2,66.7,0.0,0.0,0.0,0.0,,2020
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,1994,47,1.42,99,55,54.5,18.0,4.0,11.0,8,24.2,2.0,2.0,0.0,0.0,0.0,2020
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,1989,41,1.21,142,107,74.6,17.0,4.0,13.0,11,32.4,6.0,5.0,1.0,0.0,16.7,2020
Emil Audero,it ITA,GK,Sampdoria,it Serie A,1997,60,1.67,160,110,66.9,12.0,5.0,19.0,9,25.0,8.0,7.0,0.0,1.0,0.0,2020
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,2001,1,1.0,2,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,1990,49,1.63,143,101,69.2,13.0,7.0,10.0,7,23.3,7.0,5.0,2.0,0.0,28.6,2020
Asmir Begović,ba BIH,GK,Milan,it Serie A,1987,3,2.09,6,4,66.7,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,1993,36,1.38,129,99,75.2,9.0,8.0,9.0,4,15.4,6.0,4.0,1.0,1.0,20.0,2020
Etrit Berisha,al ALB,GK,SPAL,it Serie A,1989,41,1.58,142,106,75.4,5.0,3.0,18.0,3,11.5,6.0,6.0,0.0,0.0,0.0,2020
Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,1997,38,1.55,102,69,66.7,7.0,4.0,14.0,6,24.0,4.0,4.0,0.0,0.0,0.0,2020
Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,1998,3,1.38,6,3,50.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,1995,43,1.31,126,87,69.8,6.0,14.0,13.0,10,30.3,5.0,5.0,0.0,0.0,0.0,2020
Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,1991,3,0.55,19,17,89.5,4.0,1.0,0.0,4,80.0,1.0,1.0,0.0,0.0,0.0,2020
Federico Brancolini,it ITA,GK,Fiorentina,it Serie A,2001,0,0.0,0,0,,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,,2020
Claudio Bravo,cl CHI,GK,Manchester City,eng Premier League,1983,7,1.82,15,8,53.3,2.0,0.0,1.0,1,33.3,0.0,0.0,0.0,0.0,,2020
Gianluigi Buffon,it ITA,GK,Juventus,it Serie A,1978,10,1.11,32,23,71.9,7.0,1.0,1.0,1,11.1,2.0,1.0,0.0,1.0,0.0,2020
Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,1990,40,1.3,93,59,60.2,19.0,5.0,7.0,13,41.9,3.0,3.0,0.0,0.0,0.0,2020
Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,1983,32,1.23,78,50,62.8,10.0,6.0,10.0,11,42.3,3.0,3.0,0.0,0.0,0.0,2020
Marcin Bułka,pl POL,GK,Paris S-G,fr Ligue 1,1999,0,0.0,2,2,100.0,1.0,0.0,0.0,1,100.0,0.0,0.0,0.0,0.0,,2020
Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,1981,7,1.4,16,10,56.3,2.0,2.0,1.0,1,20.0,0.0,0.0,0.0,0.0,,2020
Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,1999,4,5.07,8,5,50.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2020
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,1992,38,1.46,104,69,67.3,11.0,6.0,9.0,5,19.2,4.0,4.0,0.0,0.0,0.0,2020
Churripi,es ESP,GK,Valladolid,es La Liga,1994,3,1.11,13,10,76.9,1.0,0.0,2.0,1,33.3,0.0,0.0,0.0,0.0,,2020
Jasper Cillessen,nl NED,GK,Valencia,es La Liga,1989,30,1.29,102,78,76.5,10.0,7.0,7.0,5,20.8,8.0,6.0,2.0,0.0,25.0,2020
Yannis Clementia,fr FRA,GK,Nice,fr Ligue 1,1997,2,1.0,6,5,83.3,2.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Simone Colombi,it ITA,GK,Parma,it Serie A,1991,4,1.0,17,14,82.4,1.0,1.0,2.0,1,25.0,2.0,1.0,0.0,1.0,0.0,2020
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,1987,55,1.77,140,93,65.7,12.0,5.0,14.0,5,16.1,8.0,7.0,1.0,0.0,12.5,2020
Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,1983,1,1.0,2,1,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,1987,34,1.21,106,75,69.8,9.0,10.0,9.0,6,21.4,3.0,2.0,1.0,0.0,33.3,2020
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,1992,20,0.59,95,74,78.9,23.0,8.0,3.0,18,52.9,0.0,0.0,0.0,0.0,,2020
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,1994,21,1.31,86,66,76.7,2.0,6.0,8.0,3,18.8,2.0,1.0,1.0,0.0,50.0,2020
Iván Cuéllar,es ESP,GK,Leganés,es La Liga,1984,33,1.22,99,67,67.7,7.0,9.0,11.0,8,29.6,2.0,1.0,1.0,0.0,50.0,2020
Paul Delecroix,fr FRA,GK,Metz,fr Ligue 1,1988,4,2.67,5,2,40.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,1999,6,1.71,18,12,66.7,0.0,2.0,1.0,1,33.3,0.0,0.0,0.0,0.0,,2020
Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,1992,51,1.46,113,67,58.4,9.0,9.0,17.0,10,28.6,5.0,4.0,1.0,0.0,20.0,2020
Jaume Doménech,es ESP,GK,Valencia,es La Liga,1990,23,1.56,80,58,72.5,4.0,4.0,6.0,3,21.4,1.0,1.0,0.0,0.0,0.0,2020
Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,1999,42,1.18,134,97,71.6,18.0,9.0,9.0,12,33.3,8.0,4.0,4.0,0.0,50.0,2020
Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,1997,43,1.39,131,94,71.8,7.0,12.0,12.0,8,25.8,8.0,6.0,2.0,0.0,25.0,2020
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,1989,58,1.53,190,134,70.5,11.0,11.0,16.0,11,28.9,2.0,2.0,0.0,0.0,0.0,2020
Ederson,br BRA,GK,Manchester City,eng Premier League,1993,28,0.82,92,65,72.8,24.0,3.0,8.0,16,45.7,3.0,3.0,0.0,0.0,0.0,2020
Aarón Escandell,es ESP,GK,Granada,es La Liga,1995,3,1.0,13,10,76.9,1.0,0.0,2.0,1,33.3,0.0,0.0,0.0,0.0,,2020
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,1985,34,1.45,98,69,68.4,8.0,7.0,10.0,5,20.0,4.0,3.0,1.0,0.0,25.0,2020
Fabricio,es ESP,GK,Mallorca,es La Liga,1987,3,3.0,5,3,80.0,0.0,0.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,2020
Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,1988,1,4.29,1,1,100.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,1995,5,2.5,13,8,69.2,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Aitor Fernández,es ESP,GK,Levante,es La Liga,1991,51,1.42,201,152,76.1,12.0,7.0,17.0,5,13.9,6.0,3.0,3.0,0.0,50.0,2020
Andrés Fernández,es ESP,GK,Villarreal,es La Liga,1986,8,2.0,17,13,70.6,1.0,2.0,1.0,1,25.0,3.0,3.0,0.0,0.0,0.0,2020
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,1993,14,1.4,70,54,80.0,4.0,3.0,3.0,3,30.0,1.0,0.0,0.0,1.0,,2020
Ben Foster,eng ENG,GK,Watford,eng Premier League,1983,64,1.68,166,109,66.3,8.0,10.0,20.0,9,23.7,9.0,8.0,1.0,0.0,11.1,2020
Daniel Fuzato,br BRA,GK,Roma,it Serie A,1997,1,1.0,2,1,50.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Gabriel,br BRA,GK,Lecce,it Serie A,1992,76,2.28,217,153,69.6,6.0,8.0,20.0,2,5.9,12.0,10.0,2.0,0.0,16.7,2020
Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,1992,26,1.45,79,56,70.9,5.0,5.0,7.0,2,11.8,4.0,3.0,1.0,0.0,25.0,2020
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,1990,36,0.95,125,92,73.6,18.0,12.0,8.0,13,34.2,3.0,3.0,0.0,0.0,0.0,2020
Rafał Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,1987,54,1.64,160,109,68.1,12.0,5.0,16.0,8,24.2,4.0,3.0,1.0,0.0,25.0,2020
Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,1988,5,2.5,13,8,61.5,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,1995,42,1.31,113,78,68.1,19.0,9.0,5.0,8,24.2,6.0,6.0,0.0,0.0,0.0,2020
Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,1993,20,1.11,83,65,77.1,6.0,7.0,6.0,6,31.6,1.0,1.0,0.0,0.0,0.0,2020
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,1987,42,1.2,147,106,71.4,11.0,9.0,15.0,10,28.6,1.0,0.0,0.0,1.0,,2020
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,1990,34,1.06,117,82,72.6,16.0,12.0,4.0,10,31.3,2.0,2.0,0.0,0.0,0.0,2020
Angus Gunn,eng ENG,GK,Southampton,eng Premier League,1996,25,2.5,53,30,56.6,2.0,2.0,6.0,2,20.0,2.0,2.0,0.0,0.0,0.0,2020
Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,1986,50,1.79,140,92,65.0,4.0,11.0,13.0,5,17.9,1.0,1.0,0.0,0.0,0.0,2020
Samir Handanović,si SVN,GK,Inter,it Serie A,1984,32,0.91,108,79,72.2,22.0,10.0,3.0,13,37.1,3.0,2.0,1.0,0.0,33.3,2020
Tom Heaton,eng ENG,GK,Aston Villa,eng Premier League,1986,35,1.76,99,67,67.7,6.0,3.0,11.0,4,20.0,3.0,3.0,0.0,0.0,0.0,2020
Dean Henderson,eng ENG,GK,Sheffield Utd,eng Premier League,1997,33,0.92,129,97,75.2,14.0,11.0,11.0,13,36.1,3.0,1.0,1.0,1.0,50.0,2020
Wayne Hennessey,wal WAL,GK,Crystal Palace,eng Premier League,1987,8,2.67,22,14,63.6,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,1993,27,1.47,79,52,67.1,7.0,3.0,8.0,7,38.9,1.0,1.0,0.0,0.0,0.0,2020
Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,1988,9,1.91,18,9,50.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,1987,1,0.31,7,6,85.7,2.0,1.0,0.0,3,100.0,0.0,0.0,0.0,0.0,,2020
Timo Horn,de GER,GK,Köln,de Bundesliga,1993,69,2.03,152,87,57.2,10.0,6.0,18.0,6,17.6,6.0,4.0,2.0,0.0,33.3,2020
Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,1989,44,1.29,137,92,69.3,19.0,6.0,9.0,10,29.4,2.0,2.0,0.0,0.0,0.0,2020
Jannik Huth,de GER,GK,Paderborn 07,de Bundesliga,1994,17,2.83,32,16,50.0,0.0,1.0,5.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,1984,46,1.63,131,94,70.2,11.0,5.0,13.0,9,31.0,7.0,7.0,0.0,0.0,0.0,2020
Jesse Joronen,fi FIN,GK,Brescia,it Serie A,1993,59,2.03,172,123,70.9,5.0,6.0,18.0,5,17.2,10.0,9.0,1.0,0.0,10.0,2020
Lovre Kalinić,hr CRO,GK,Toulouse,fr Ligue 1,1990,4,1.18,15,11,73.3,0.0,1.0,3.0,1,25.0,0.0,0.0,0.0,0.0,,2020
Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,1994,2,2.0,5,3,60.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Florian Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,1997,31,1.82,76,50,61.8,2.0,9.0,6.0,2,11.8,3.0,2.0,1.0,0.0,33.3,2020
Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,1992,51,2.12,122,72,58.2,6.0,6.0,12.0,4,16.7,1.0,0.0,1.0,0.0,100.0,2020
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,1988,9,2.25,20,11,55.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Tim Krul,nl NED,GK,Norwich City,eng Premier League,1988,68,1.89,189,123,65.6,5.0,6.0,25.0,5,13.9,5.0,3.0,2.0,0.0,40.0,2020
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,1999,29,1.07,91,65,71.4,11.0,4.0,12.0,10,37.0,6.0,3.0,2.0,1.0,40.0,2020
Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,1997,34,1.28,128,95,75.8,7.0,10.0,10.0,7,25.9,5.0,3.0,1.0,1.0,25.0,2020
Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,1991,44,1.57,132,95,71.2,11.0,7.0,10.0,7,25.0,6.0,6.0,0.0,0.0,0.0,2020
Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,1997,3,3.0,3,1,33.3,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Bernd Leno,de GER,GK,Arsenal,eng Premier League,1992,39,1.33,147,110,77.6,9.0,13.0,8.0,7,23.3,7.0,6.0,1.0,0.0,14.3,2020
Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,1992,3,2.21,10,8,80.0,1.0,0.0,0.0,1,100.0,1.0,1.0,0.0,0.0,0.0,2020
Karlo Letica,hr CRO,GK,SPAL,it Serie A,1997,29,2.9,66,38,56.1,0.0,1.0,9.0,0,0.0,1.0,0.0,1.0,0.0,100.0,2020
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,1986,21,1.05,93,74,79.6,11.0,6.0,4.0,6,28.6,3.0,2.0,1.0,0.0,33.3,2020
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,1990,25,0.96,85,64,72.9,10.0,7.0,9.0,8,30.8,3.0,2.0,0.0,1.0,0.0,2020
Diego López,es ESP,GK,Espanyol,es La Liga,1981,58,1.62,153,101,66.0,4.0,9.0,23.0,4,11.1,7.0,6.0,1.0,0.0,14.3,2020
Pau López,es ESP,GK,Roma,it Serie A,1994,45,1.41,122,83,69.7,18.0,6.0,8.0,5,15.6,9.0,8.0,1.0,0.0,11.1,2020
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,1987,12,1.2,35,23,65.7,3.0,3.0,4.0,3,30.0,0.0,0.0,0.0,0.0,,2020
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,1995,27,0.96,78,58,70.5,15.0,4.0,9.0,12,42.9,6.0,4.0,1.0,1.0,20.0,2020
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,1985,27,1.02,91,71,74.7,15.0,8.0,4.0,11,40.7,4.0,4.0,0.0,0.0,0.0,2020
Daniel Martín,es ESP,GK,Betis,es La Liga,1998,12,2.03,26,14,53.8,1.0,0.0,4.0,1,20.0,0.0,0.0,0.0,0.0,,2020
David Martin,eng ENG,GK,West Ham,eng Premier League,1986,6,1.24,20,14,70.0,2.0,0.0,2.0,2,50.0,0.0,0.0,0.0,0.0,,2020
Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,1992,9,1.05,42,33,81.0,5.0,1.0,2.0,3,37.5,1.0,1.0,0.0,0.0,0.0,2020
Jordi Masip,es ESP,GK,Valladolid,es La Liga,1989,39,1.11,121,88,72.7,8.0,15.0,12.0,11,31.4,7.0,6.0,1.0,0.0,14.3,2020
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,1989,35,1.25,110,77,69.1,13.0,5.0,10.0,7,25.0,2.0,1.0,1.0,0.0,50.0,2020
Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,1984,6,3.4,11,5,45.5,0.0,0.0,1.0,0,0.0,1.0,0.0,1.0,0.0,100.0,2020
Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,1992,19,0.79,74,59,78.4,13.0,5.0,6.0,9,37.5,4.0,3.0,1.0,0.0,25.0,2020
Alex Meret,it ITA,GK,Napoli,it Serie A,1997,33,1.52,76,46,63.2,9.0,5.0,7.0,3,14.3,6.0,5.0,1.0,0.0,16.7,2020
Antonio Mirante,it ITA,GK,Roma,it Serie A,1983,5,1.0,22,17,81.8,2.0,1.0,2.0,2,40.0,1.0,1.0,0.0,0.0,0.0,2020
Simon Moore,eng ENG,GK,Sheffield Utd,eng Premier League,1990,6,3.0,12,6,50.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,1986,4,0.8,20,18,90.0,2.0,2.0,1.0,2,40.0,2.0,2.0,0.0,0.0,0.0,2020
Florian Müller,de GER,GK,Mainz 05,de Bundesliga,1997,25,2.0,64,41,64.1,3.0,2.0,7.0,2,16.7,3.0,2.0,1.0,0.0,33.3,2020
Juan Musso,ar ARG,GK,Udinese,it Serie A,1994,51,1.34,186,139,76.9,12.0,9.0,17.0,14,36.8,10.0,8.0,2.0,0.0,20.0,2020
Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,1994,3,1.5,5,2,40.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,1986,18,0.86,65,46,72.3,17.0,2.0,2.0,11,52.4,0.0,0.0,0.0,0.0,,2020
Neto,br BRA,GK,Barcelona,es La Liga,1989,2,1.0,3,1,33.3,1.0,1.0,0.0,1,50.0,0.0,0.0,0.0,0.0,,2020
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,1986,31,0.94,111,84,74.8,25.0,4.0,4.0,15,45.5,4.0,3.0,1.0,0.0,25.0,2020
Moritz Nicolas,de GER,GK,Union Berlin,de Bundesliga,1997,4,4.0,8,4,50.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,1996,40,1.56,114,79,68.4,8.0,9.0,9.0,6,23.1,4.0,4.0,0.0,0.0,0.0,2020
Ørjan Nyland,no NOR,GK,Aston Villa,eng Premier League,1990,12,2.0,26,14,53.8,0.0,2.0,3.0,1,20.0,0.0,0.0,0.0,0.0,,2020
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,1993,27,0.72,105,82,77.1,18.0,16.0,4.0,17,44.7,4.0,3.0,0.0,1.0,0.0,2020
Oier Olazábal,es ESP,GK,Espanyol,es La Liga,1989,0,0.0,4,4,100.0,1.0,1.0,0.0,2,100.0,0.0,0.0,0.0,0.0,,2020
Robin Olsen,se SWE,GK,Cagliari,it Serie A,1990,24,1.42,83,63,75.9,8.0,5.0,4.0,4,23.5,4.0,4.0,0.0,0.0,0.0,2020
David Ospina,co COL,GK,Napoli,it Serie A,1988,17,1.04,53,36,71.7,9.0,3.0,5.0,4,23.5,2.0,2.0,0.0,0.0,0.0,2020
Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,1988,31,1.17,127,99,78.0,8.0,10.0,9.0,8,29.6,3.0,3.0,0.0,0.0,0.0,2020
Fernando Pacheco,es ESP,GK,Alavés,es La Liga,1992,37,1.41,92,61,68.5,7.0,7.0,13.0,6,22.2,11.0,8.0,3.0,0.0,27.3,2020
Daniele Padelli,it ITA,GK,Inter,it Serie A,1985,4,1.33,6,3,50.0,2.0,0.0,1.0,1,25.0,1.0,1.0,0.0,0.0,0.0,2020
Miquel Parera,es ESP,GK,Mallorca,es La Liga,1996,2,2.0,5,3,60.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Rui Patrício,pt POR,GK,Wolves,eng Premier League,1988,40,1.05,120,80,67.5,15.0,14.0,9.0,13,34.2,3.0,1.0,2.0,0.0,66.7,2020
Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,1992,67,2.03,170,106,61.2,8.0,6.0,19.0,4,12.1,1.0,1.0,0.0,0.0,0.0,2020
Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,1981,4,0.8,26,23,84.6,2.0,2.0,1.0,2,40.0,0.0,0.0,0.0,0.0,,2020
Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,1982,2,1.21,6,4,66.7,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,100.0,2020
Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,1985,4,1.0,20,16,85.0,2.0,0.0,2.0,1,25.0,1.0,1.0,0.0,0.0,0.0,2020
Juan Pérez,es ESP,GK,Osasuna,es La Liga,1996,3,1.5,8,6,75.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Samu Pérez,es ESP,GK,Valladolid,es La Liga,1997,1,3.46,0,0,,0.0,0.0,0.0,0,,1.0,1.0,0.0,0.0,0.0,2020
Mattia Perin,it ITA,GK,Genoa,it Serie A,1992,38,1.81,99,63,62.6,8.0,4.0,9.0,5,23.8,2.0,1.0,0.0,1.0,0.0,2020
Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,1987,8,1.0,36,29,80.6,2.0,4.0,2.0,3,37.5,1.0,1.0,0.0,0.0,0.0,2020
Danijel Petković,me MNE,GK,Angers,fr Ligue 1,1993,1,0.5,7,6,85.7,1.0,0.0,1.0,1,50.0,0.0,0.0,0.0,0.0,,2020
Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,1988,2,2.0,6,4,66.7,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,2020
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,1994,56,1.47,145,95,63.4,13.0,10.0,15.0,9,23.7,4.0,3.0,0.0,1.0,0.0,2020
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,1990,0,0.0,0,0,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,2020
Nick Pope,eng ENG,GK,Burnley,eng Premier League,1992,50,1.32,159,112,71.1,15.0,9.0,14.0,15,39.5,5.0,4.0,1.0,0.0,20.0,2020
Ionuț Radu,ro ROU,GK,Genoa,it Serie A,1997,35,2.06,89,61,67.4,2.0,5.0,10.0,2,11.8,7.0,6.0,0.0,1.0,0.0,2020
Boris Radunović,rs SRB,GK,Hellas Verona,it Serie A,1996,8,2.67,13,7,53.8,1.0,0.0,2.0,1,33.3,2.0,2.0,0.0,0.0,0.0,2020
Rafael,br BRA,GK,Cagliari,it Serie A,1982,11,2.18,15,6,40.0,1.0,1.0,3.0,0,0.0,3.0,2.0,0.0,1.0,0.0,2020
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,1995,18,0.67,84,65,79.8,10.0,11.0,6.0,12,44.4,5.0,1.0,3.0,1.0,75.0,2020
Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,1998,62,1.68,177,120,67.8,9.0,7.0,21.0,5,13.5,6.0,5.0,1.0,0.0,16.7,2020
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,1987,5,2.5,9,5,55.6,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,2020
Manolo Reina,es ESP,GK,Mallorca,es La Liga,1985,60,1.67,164,117,71.3,9.0,5.0,22.0,5,13.9,14.0,13.0,1.0,0.0,7.1,2020
Pepe Reina,es ESP,GK,Milan,it Serie A,1982,1,1.0,5,4,80.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,100.0,2020
